index,ArharSplit,AttaFAQ,BajraFAQ,BananaFAQ,BesanNA,BiscuitGlucose,BlackNA,BreadLocal,BrinjalFAQ,ChickenPoultry,CoconutDry,CoconutFresh,CoconutNA,CumminNA,EggsNA,FishPomphret,GheeDesi,GingellyNA,GramSplit,GramWhole,GroundnutNA,GurLocal,JowarWhite,MaidaNA,MaizeFAQ,MasurSplit,MeatMutton,MilkCowBuffalo,MilkDairy,MoongSplit,MustardNA,OnionFAQ,PotatoFAQ,RagiFAQ,RedNA,RiceCommonCoarse,RiceFine,RiceSuperfine,SaltLoosecommon,SaltPacketiodized,SugarNA,SujiNA,TeaCtcloose,TomatoFAQ,UradSplit,VanaspatiDaldaRathAny,VanaspatiNA,WheatDesi
07012005weekIndiaDelhi,32,9.5,7,14,26,4,120,14,10,75,110,11,85,110,24,0,140,85,24,22,0,16,8,10,8,30,125,18,0,30,50,8,4,0,13,12,24,32,0,7,20,11,120,10,28,0,47,9
14012005weekIndiaDelhi,34,9.5,7,14,26,4,120,14,10,75,105,11,85,110,24,0,140,85,24,22,0,16,8,10,8,30,125,18,0,30,50,8,4,0,13,12,24,32,0,7,20,11,120,10,28,0,47,9
21012005weekIndiaDelhi,44,9.5,7,14,26,4,120,14,8,75,100,11,85,110,24,0,140,85,24,22,0,16,8,10,8,30,125,18,0,28,50,8,4,0,13,12,24,32,0,7,20,11,120,10,28,0,46,9
28012005weekIndiaDelhi,49,9.5,7,14,26,4,120,14,8,75,100,11,85,110,24,0,140,85,24,22,0,16,8,10,8,30,125,18,0,28,50,8,4,0,13,12,24,32,0,7,20,11,120,10,28,0,46,9
