date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other,Potato_Red,Wheat_Dara,Coriander_Other,Rice_Super Fine
2005-01-01,7.75,8.45,4.5,11.98,2.88,2.75,13.0,3.3,20.45,6.5,9.15,4.75,11.25,24.0,4.5,8.8,12.0,8.0,13.4,22.5,3.1,6.85,6.0,17.3
2005-01-02,7.75,8.45,4.5,11.98,2.88,2.75,13.0,3.3,20.45,6.5,9.15,4.75,11.25,24.0,4.5,8.8,12.0,8.0,13.4,22.5,3.1,6.85,6.0,17.3
2005-01-03,7.75,8.45,4.5,11.98,2.88,2.75,13.0,3.3,20.45,6.5,9.15,4.75,11.25,24.0,4.5,8.8,12.0,8.0,13.4,22.5,3.1,6.85,6.0,17.3
2005-01-04,7.75,8.45,4.5,11.98,2.88,2.75,13.0,3.3,20.45,6.5,9.15,4.75,11.25,24.0,4.5,8.8,12.0,8.0,13.4,22.5,3.1,6.85,6.0,17.3
2005-01-05,7.9,8.15,4.5,7.34,2.25,2.75,12.666666666666668,3.3,20.5,6.5,9.133333333333333,5.25,11.333333333333332,24.0,5.0,8.816666666666666,12.0,8.0,13.4,22.583333333333336,3.1,6.85,6.0,17.3
2005-01-06,7.8,8.45,4.5,7.29,1.85,3.0,12.333333333333332,3.2,20.55,6.55,9.116666666666667,4.7,11.416666666666668,24.0,5.0,8.833333333333334,12.0,8.0,13.4,22.666666666666664,3.0,6.85,6.0,17.3
2005-01-07,7.8,8.5,4.5,7.31,1.77,3.0,12.0,3.2,20.6,6.55,9.1,4.76,11.5,24.0,5.0,8.85,12.0,8.0,13.4,22.75,3.0,6.85,6.0,17.3
2005-01-08,7.875,8.4,4.5,7.29962962962963,1.93,3.0,11.625,3.175,20.6,6.55,9.1,4.82,11.5,24.25,5.0,8.85,12.0,8.0625,13.4,22.75,2.975,6.85,6.0,17.275
2005-01-09,7.95,8.28,4.5,7.28925925925926,2.07,3.0,11.25,3.15,20.566666666666666,6.533333333333334,9.083333333333334,4.88,11.5,24.5,5.0,8.85,12.0,8.125,13.25,22.75,2.95,6.85,6.0,17.25
2005-01-10,8.025,8.16,4.5,7.278888888888888,2.21,3.0,10.875,3.125,20.53333333333333,6.5166666666666675,9.066666666666666,4.94,11.5,24.75,5.0,8.85,12.0,8.1875,13.4,22.75,2.925,6.85,6.0,17.225
2005-01-11,8.1,8.04,4.5,7.268518518518517,2.35,3.0,10.5,3.1,20.5,6.5,9.05,5.0,11.5,25.0,5.0,8.85,12.0,8.25,13.4,22.75,2.9,6.85,6.0,17.2
2005-01-12,8.0,7.92,4.5,7.2581481481481465,2.2,3.1,10.5,3.1,20.4,5.5,9.0,4.75,11.5,24.0,6.0,8.85,12.0,8.1,13.4,22.75,2.9,6.85,5.0,17.2
2005-01-13,8.0,7.8,4.5,7.247777777777778,2.1,3.1,10.5,3.1,20.5,5.5,9.1,4.8,11.5,26.0,6.5,8.85,12.0,8.1,13.4,22.75,2.9,6.85,6.0,17.2
2005-01-14,8.03,7.95,4.5,7.237407407407407,1.87,3.25,10.6,3.1,20.5,5.5,9.1,4.84,11.5,26.0,6.2,8.84,12.0,8.1,13.4,22.75,2.9,6.85,6.0,17.2
2005-01-15,8.06,8.1,4.5,7.227037037037038,2.35,3.0,10.7,3.075,20.6,5.58,9.0,4.88,11.5,26.0,5.9,8.83,12.0,8.1,13.4,22.75,2.875,6.85,6.0,17.175
2005-01-16,8.09,8.25,4.5,7.216666666666666,2.2333333333333334,3.05,10.8,3.05,21.066666666666666,5.52,9.05,4.92,11.5,26.0,5.6,8.82,12.0,8.1,13.4,22.75,2.85,6.85,6.666666666666666,17.15
2005-01-17,8.12,8.4,4.5,7.206296296296298,2.1166666666666667,3.1,10.9,3.025,21.53333333333333,5.46,9.1,4.96,11.5,26.0,5.3,8.81,12.0,8.1,13.4,22.75,2.825,6.85,7.333333333333334,17.125
2005-01-18,8.15,8.55,4.0,7.195925925925926,2.0,3.15,11.0,3.0,22.0,5.4,9.15,5.0,11.5,26.0,5.0,8.8,12.0,8.1,13.4,22.75,2.8,6.85,8.0,17.1
2005-01-19,8.2,8.7,3.875,7.185555555555554,2.38,3.2,12.5,3.0,21.8,5.45,9.1,5.0,11.5,27.0,5.5,8.8,12.0,8.3,13.4,22.75,2.8,6.85,7.666666666666666,17.1
2005-01-20,8.2,8.5,3.75,7.175185185185184,2.38,3.25,12.5,3.0,22.5,5.45,9.1,5.25,11.5,25.0,5.5,8.8,12.0,8.4,13.4,22.75,2.8,6.85,7.333333333333334,17.1
2005-01-21,8.2,8.55,3.625,7.164814814814815,2.0,3.2,12.4,2.98,22.75,5.466666666666666,9.15,5.2,11.5,25.4,5.4,8.81,12.0,8.48,13.4,22.7,2.78,6.85,7.0,17.1
2005-01-22,8.2,8.6,3.5,7.1544444444444455,2.3,3.15,12.3,2.96,22.8,5.4833333333333325,9.1,5.15,11.5,25.8,5.3,8.82,12.0,8.56,13.4,22.65,2.76,6.85,9.0,17.1
2005-01-23,8.2,8.65,3.375,7.144074074074074,2.283333333333333,3.1,12.2,2.94,23.066666666666666,5.5,9.1,5.1,11.5,26.2,5.2,8.83,12.0,8.64,13.4,22.6,2.74,6.85,9.333333333333334,17.1
2005-01-24,8.2,8.7,3.25,7.133703703703703,2.2666666666666666,3.05,12.1,2.92,23.333333333333336,5.5,9.1,5.05,11.5,26.6,5.1,8.84,12.0,8.72,13.4,22.55,2.72,6.85,9.666666666666666,17.1
2005-01-25,8.2,8.75,3.125,7.123333333333334,2.25,3.0,12.0,2.9,23.6,5.5,9.1,5.0,11.5,27.0,5.0,8.85,12.0,8.8,13.4,22.5,2.7,6.85,10.0,17.1
2005-01-26,8.183333333333334,8.683333333333334,3.0,7.112962962962962,2.25,3.083333333333333,12.166666666666668,2.933333333333333,23.825,5.5,9.1125,4.928571428571427,11.5,27.333333333333336,5.333333333333334,8.833333333333334,12.0,8.633333333333333,13.4,22.5,2.733333333333333,6.85,8.666666666666666,17.1
2005-01-27,8.166666666666666,8.616666666666667,2.8,7.102592592592592,2.25,3.166666666666667,12.333333333333332,2.966666666666667,24.05,5.5,9.125,4.8571428571428585,11.5,27.666666666666664,5.666666666666666,8.816666666666666,12.0,8.466666666666667,13.4,22.5,2.766666666666667,6.85,7.333333333333332,17.1
2005-01-28,8.15,8.55,2.916666666666667,7.0922222222222215,2.7,3.25,12.5,3.0,24.275,5.5,9.1375,4.785714285714286,11.5,28.0,6.0,8.8,12.0,8.3,13.4,22.5,2.8,6.85,6.0,17.1
2005-01-29,8.2,8.45,3.033333333333333,7.0818518518518525,2.6375,3.4375,12.5,2.95,24.5,5.5,9.15,4.714285714285714,11.5,28.0,5.5,8.8,12.0,8.3,13.4,22.5,2.75,6.85,6.5,17.075
2005-01-30,8.133333333333333,8.55,3.15,7.071481481481483,2.575,3.625,12.666666666666668,2.9,24.516666666666666,5.475,9.15,4.6428571428571415,11.5,28.333333333333336,5.333333333333334,8.833333333333334,12.0,8.3,13.4,22.5,2.7,6.85,6.875,17.05
2005-01-31,8.066666666666666,8.65,3.266666666666667,7.061111111111112,2.5125,3.8125,12.833333333333332,2.85,24.53333333333333,5.45,9.15,4.571428571428571,11.5,28.666666666666664,5.166666666666666,8.866666666666667,12.0,8.3,13.4,22.5,2.65,6.85,7.25,17.025
2005-02-01,8.0,8.75,3.3833333333333333,7.050740740740742,2.45,4.0,13.0,2.8,24.55,5.425,9.15,4.5,11.5,29.0,5.0,8.9,12.0,8.3,13.4,22.5,2.6,6.85,7.625,17.0
2005-02-02,8.1,8.3,3.5,7.040370370370371,2.4333333333333336,3.75,11.0,2.8,24.566666666666666,5.4,9.15,4.75,11.5,27.0,5.5,8.9,12.0,8.35,13.4,22.5,2.6,6.85,8.0,17.0
2005-02-03,8.07,8.65,3.166666666666667,7.03,2.4166666666666665,3.5,16.0,2.7,24.583333333333336,5.4,9.15,4.75,11.5,27.0,5.5,8.9,12.0,8.15,13.4,22.5,2.5,6.85,9.0,17.0
2005-02-04,8.1,8.5,2.833333333333333,7.0196296296296286,2.4,3.25,11.5,2.7,24.6,5.4,9.15,4.65,11.5,28.0,6.0,8.9,12.0,8.2,13.4,22.5,2.5,6.85,7.0,17.0
2005-02-05,8.1,8.65,2.5,7.00925925925926,2.38,3.25,11.5,2.675,29.8,5.4,9.5,4.55,11.5,28.0,5.5,8.9,12.0,8.2,13.4,22.5,2.475,6.85,6.0,17.0
2005-02-06,7.9833333333333325,8.716666666666667,3.0,6.998888888888889,2.42,3.25,11.5,2.65,28.73,5.1,9.43,4.45,11.5,28.05,5.333333333333334,8.883333333333333,12.0,8.05,13.4,22.666666666666664,2.45,6.85,6.2,17.0
2005-02-07,7.866666666666666,8.783333333333333,3.0,6.988518518518518,2.46,3.25,11.5,2.625,27.66,4.8,9.36,4.35,11.5,28.1,5.166666666666666,8.866666666666667,12.0,7.9,13.4,22.833333333333336,2.425,6.85,6.4,17.0
2005-02-08,7.75,8.85,3.2,6.978148148148147,2.5,3.25,11.5,2.6,26.59,4.5,9.29,4.25,11.5,28.15,5.0,8.85,12.0,7.75,13.4,23.0,2.4,6.85,6.6,17.0
2005-02-09,7.87,8.25,3.8,6.967777777777778,2.85,3.75,11.5,2.6,25.52,4.5,9.22,4.5,11.5,28.2,5.5,8.85,12.0,7.9,13.4,23.0,2.4,6.85,6.8,17.0
2005-02-10,7.85,8.45,3.5,6.957407407407408,2.88,3.75,11.5,2.6,24.45,4.4,9.15,4.75,11.5,28.25,5.5,8.85,12.0,7.9,13.4,23.0,2.4,6.85,7.0,17.0
2005-02-11,7.7,7.6,3.0,6.947037037037037,2.5,3.75,11.5,2.6,24.5,4.4,9.25,4.6,11.5,28.3,5.5,8.85,12.0,7.8,13.4,23.0,2.4,6.85,7.2,17.0
2005-02-12,7.6960000000000015,8.85,4.0,6.9366666666666665,2.55,3.75,11.625,2.575,26.0,4.4,9.3,4.45,11.5,28.35,5.625,8.841666666666667,12.0,7.784,13.4,23.0,2.375,6.85,7.4,17.0
2005-02-13,7.692,8.7,4.0,6.9262962962962975,2.56,3.5,11.75,2.55,26.53333333333333,4.45,9.266666666666666,4.3,11.5,28.4,5.75,8.833333333333334,12.0,7.768,13.4,23.0,2.35,6.85,7.6,17.0
2005-02-14,7.688,8.55,4.2,6.915925925925926,2.57,3.25,11.875,2.525,27.066666666666666,4.5,9.233333333333334,4.15,11.5,28.45,5.875,8.825,12.0,7.752000000000002,13.4,23.0,2.325,6.85,7.8,17.0
2005-02-15,7.684,8.4,3.0,6.905555555555555,2.58,3.0,12.0,2.5,27.6,4.55,9.2,4.0,11.5,28.5,6.0,8.816666666666666,12.0,7.7360000000000015,13.4,23.0,2.3,6.85,8.0,17.0
2005-02-16,7.68,8.3,3.0,6.895185185185184,2.4,3.0,12.0,2.5,27.5,4.6,9.35,4.5,11.5,34.0,5.5,8.808333333333334,12.0,7.72,13.4,23.0,2.3,6.85,8.0,17.0
2005-02-17,7.6,8.316666666666666,3.5,6.884814814814815,2.5,3.0,11.666666666666668,2.5,27.4,4.6,9.35,4.0,11.5,34.0,5.5,8.8,12.0,7.8,13.4,23.0,2.3,6.85,7.0,17.0
2005-02-18,7.553333333333334,8.333333333333334,4.0,6.874444444444443,2.25,3.0,11.333333333333332,2.5,27.5,4.6,9.4,4.083333333333333,11.5,34.0,6.0,8.8,12.0,7.783333333333334,13.4,23.0,2.3,6.85,7.0,17.0
2005-02-19,7.506666666666666,8.35,3.5,6.8640740740740736,2.25,3.0,11.0,2.5,28.6,4.6,9.4,4.166666666666667,11.5,29.0,5.0,8.8,12.0,7.7666666666666675,13.4,23.5,2.3,6.85,7.0,17.02
2005-02-20,7.46,8.0375,4.0,6.853703703703704,2.5,3.166666666666667,11.0,2.5,28.566666666666666,4.6,9.4125,4.25,11.5,29.0,5.333333333333334,8.7875,12.0,7.75,13.4,23.5,2.3,6.85,7.0,17.04
2005-02-21,7.413333333333334,7.725,3.0,6.843333333333334,2.75,3.333333333333333,11.0,2.5,28.53333333333333,4.6,9.425,4.333333333333333,11.5,29.0,5.666666666666666,8.775,12.0,7.7333333333333325,13.4,23.5,2.3,6.85,7.0,17.06
2005-02-22,7.366666666666666,7.4125,3.166666666666667,6.832962962962962,3.0,3.5,11.0,2.5,28.5,4.6,9.4375,4.416666666666667,11.5,29.0,6.0,8.7625,12.0,7.716666666666666,13.4,23.5,2.3,6.85,7.0,17.08
2005-02-23,7.32,7.1,3.333333333333333,6.822592592592592,3.0,3.5,11.0,2.5,28.4,4.6,9.45,4.5,11.5,29.5,5.5,8.75,12.0,7.7,13.4,23.5,2.3,6.85,6.0,17.1
2005-02-24,7.25,8.1,3.5,6.812222222222222,2.88,3.25,11.0,2.5,28.6,4.65,9.5,4.75,11.5,28.0,5.0,8.75,12.0,7.5,13.4,23.5,2.3,6.85,6.0,17.1
2005-02-25,7.35,7.65,3.666666666666667,6.801851851851853,2.35,3.0,10.5,2.5,28.75,4.65,9.4,4.6,11.5,28.0,5.5,8.75,12.0,7.55,13.4,23.5,2.3,6.85,6.0,17.1
2005-02-26,7.25,6.9,3.833333333333334,6.7914814814814815,2.85,3.5,11.0,2.475,28.9,4.65,9.45,4.45,11.5,28.0,5.5,8.75,12.0,7.5375,13.4,23.5,2.275,6.85,6.5,17.1
2005-02-27,7.15,7.15,4.0,6.7811111111111115,2.816666666666667,3.4828571428571427,11.25,2.45,29.05,4.6375,9.45,4.3,11.5,26.666666666666664,5.5,8.766666666666666,12.0,7.525,13.4,23.666666666666664,2.25,6.85,5.333333333333334,17.1
2005-02-28,7.05,7.4,4.066666666666666,6.7707407407407425,2.783333333333333,3.4657142857142857,11.5,2.425,29.2,4.625,9.45,4.15,11.5,25.333333333333336,5.5,8.783333333333333,12.0,7.5125,13.4,23.833333333333336,2.225,6.85,4.166666666666666,17.1
2005-03-01,6.95,7.65,4.133333333333333,6.760370370370372,2.75,3.4485714285714284,11.75,2.4,29.35,4.6125,9.45,4.0,11.5,24.0,5.5,8.8,12.0,7.5,13.4,24.0,2.2,6.85,3.0,17.1
2005-03-02,7.15,7.7,4.2,6.75,2.83,3.4314285714285715,12.0,2.2,29.5,4.6,9.45,4.25,11.5,25.0,5.5,8.9,12.0,7.45,13.4,24.5,2.0,6.85,2.0,17.1
2005-03-03,7.25,8.15,3.5,6.69,2.63,3.4142857142857146,12.0,2.2,29.75,4.6,9.5,4.0,11.5,25.0,6.0,8.9,12.0,7.8,13.4,25.0,2.0,6.85,2.5,17.1
2005-03-04,7.25,8.02142857142857,3.2,6.7,2.45,3.397142857142857,12.041666666666668,2.2,29.7,4.6,9.45,4.1,11.5,25.0,6.0,8.9,12.0,7.5,13.4,25.0,2.0,6.85,2.0,17.1
2005-03-05,7.35,7.892857142857142,3.5,6.44,2.57,3.38,12.083333333333332,2.2,29.675,5.0,9.4875,4.2,11.5,26.0,6.5,8.9,12.0,8.0,13.4,25.5,2.0,6.85,2.0,17.1
2005-03-06,7.366666666666666,7.764285714285713,3.5,6.458571428571429,2.5466666666666664,3.253333333333333,12.125,2.2,29.65,5.0,9.525,4.3,11.5,26.5,5.8,8.92,12.0,7.9,13.4,25.6,2.0,6.85,2.1,17.1
2005-03-07,7.383333333333334,7.635714285714285,4.2,6.477142857142858,2.523333333333333,3.126666666666667,12.166666666666668,2.2,29.625,5.0,9.5625,4.4,11.5,27.0,5.1,8.94,12.0,7.8,13.4,25.7,2.0,6.85,2.2,17.1
2005-03-08,7.4,7.507142857142856,2.4,6.4957142857142856,2.5,3.0,12.208333333333332,2.2,29.6,5.0,9.6,4.5,11.5,27.5,4.4,8.96,12.0,7.7,13.4,25.8,2.0,6.85,2.3,17.1
2005-03-09,7.416666666666666,7.378571428571429,2.5,6.514285714285713,2.69,3.0,12.25,2.2,29.5,5.0,9.5,4.0,11.5,28.0,3.7,8.98,12.0,7.6,13.4,25.9,2.0,6.85,2.4,17.1
2005-03-10,7.433333333333334,7.25,3.066666666666667,6.532857142857143,2.94,3.0,12.291666666666668,2.2,29.6,5.0,9.5,4.5,11.5,28.5,3.0,9.0,12.0,7.5,13.4,26.0,2.0,6.85,2.5,17.1
2005-03-11,7.45,7.7,3.633333333333333,6.551428571428571,2.5,3.25,12.333333333333332,2.2,31.0,5.1,9.6,4.4,11.5,29.0,5.0,9.0,12.0,7.4,13.4,26.0,2.0,6.85,2.0,17.1
2005-03-12,7.3125,7.85,4.2,6.57,2.5,3.0,12.375,2.3166666666666664,32.0,5.1,9.6,4.3,11.5,29.0,5.0,8.9375,12.0,7.3,13.4,26.25,2.225,6.85,2.0,17.1
2005-03-13,7.175,8.0,4.2,6.533333333333334,2.583333333333333,3.0,12.416666666666668,2.4333333333333336,32.2,5.066666666666666,9.6,4.2,11.5,29.0,5.0,8.875,12.0,7.2,13.4,26.5,2.45,6.85,2.8,17.1
2005-03-14,7.0375,8.15,4.2,6.496666666666666,2.666666666666667,3.0,12.458333333333332,2.55,32.4,5.033333333333333,9.6,4.1,11.5,29.0,5.0,8.8125,12.0,7.1,13.4,26.75,2.675,6.85,3.6,17.1
2005-03-15,6.9,8.3,4.2,6.46,2.75,3.0,12.5,2.666666666666667,32.6,5.0,9.6,4.0,11.5,29.0,5.0,8.75,12.0,7.0,13.4,27.0,2.9,6.85,4.4,17.1
2005-03-16,7.25,7.6,4.2,6.58,2.5,3.0,12.5,2.783333333333333,32.5,5.0,9.65,4.5,11.5,30.0,5.5,8.75,12.5,7.65,13.4,27.0,2.9,6.85,5.2,17.1
2005-03-17,6.95,8.65,4.2,6.55,2.94,3.0,11.0,2.9,32.5,5.0,9.6,5.0,11.5,32.0,5.5,8.75,12.5,7.8,13.4,27.0,2.9,6.85,6.0,17.1
2005-03-18,7.1,8.05,4.2,6.5,2.5,3.25,11.0,2.9,32.6,5.0,9.61,4.8,11.5,32.0,5.5,8.75,12.5,7.45,13.406593406593409,27.0,2.9,6.85,6.0,17.1
2005-03-19,7.15,7.8,4.2,6.5,2.75,3.5,11.0,2.875,32.8,5.0,9.62,4.6,11.5,32.0,5.5,8.75,12.5,7.75,13.413186813186812,27.0,2.875,6.85,3.0,17.125
2005-03-20,7.066666666666666,7.966666666666666,4.2,6.48,2.875384615384616,3.666666666666667,11.333333333333332,2.85,33.06666666666666,5.0,9.63,4.4,11.0,32.166666666666664,5.333333333333334,8.733333333333334,12.5,7.5,13.419780219780222,27.0,2.85,6.85,3.5,17.15
2005-03-21,6.9833333333333325,8.133333333333333,4.2,6.46,3.0007692307692313,3.833333333333333,11.666666666666668,2.825,33.333333333333336,5.0,9.64,4.2,10.5,32.333333333333336,5.166666666666666,8.716666666666667,12.5,7.25,13.426373626373627,27.0,2.825,6.85,4.0,17.175
2005-03-22,6.9,8.3,4.2,6.44,3.1261538461538465,4.0,12.0,2.8,33.6,5.0,9.65,4.0,10.0,32.5,5.0,8.7,12.5,7.0,13.432967032967033,27.0,2.8,6.85,4.5,17.2
2005-03-23,6.85,8.286363636363637,4.2,6.42,3.2515384615384613,3.95,11.0,2.9,33.5,5.0,9.6,4.5,11.5,30.0,5.0,8.7,12.5,7.25,13.43956043956044,27.0,2.9,6.85,5.0,17.2
2005-03-24,7.1,8.272727272727273,4.2,6.44,3.3769230769230765,3.9,11.0,3.0,33.5,5.0,9.616666666666667,5.0,10.0,31.0,5.0,8.7,12.5,7.8,13.446153846153846,27.0,3.0,6.85,5.0,17.2
2005-03-25,7.091666666666666,8.259090909090908,4.2,6.4220000000000015,3.502307692307692,3.85,11.2,3.01,33.5,5.0,9.633333333333333,4.95,10.0,30.1,5.06,8.7,12.5,7.816666666666666,13.452747252747251,27.041666666666664,3.01,6.85,5.0,17.2
2005-03-26,7.083333333333334,8.245454545454544,4.3,6.404,3.627692307692308,3.8,11.4,3.02,33.5,4.966666666666667,9.65,4.9,10.0,29.2,5.12,8.7,12.5,7.833333333333334,13.459340659340661,27.083333333333336,3.02,6.85,5.25,17.2
2005-03-27,7.075,8.23181818181818,4.4,6.386,3.7530769230769234,3.75,11.6,3.03,33.5,4.933333333333334,9.666666666666666,4.85,10.0,28.3,5.18,8.7,12.5,7.85,13.465934065934064,27.125,3.03,6.85,5.5,17.2
2005-03-28,7.066666666666666,8.218181818181819,4.5,6.3679999999999986,3.8784615384615377,3.7,11.8,3.04,33.5,4.9,9.683333333333334,4.8,10.0,27.4,5.24,8.7,12.5,7.866666666666666,13.472527472527473,27.166666666666664,3.04,6.85,5.75,17.2
2005-03-29,7.058333333333334,8.204545454545455,4.0,6.35,4.003846153846154,3.65,12.0,3.05,33.5,4.7,9.7,4.75,10.0,26.5,5.3,8.7,12.5,7.883333333333334,13.479120879120874,27.208333333333336,3.05,6.85,6.0,17.2
2005-03-30,7.05,8.190909090909091,4.6,6.331428571428571,4.1292307692307695,3.6,12.0,3.0642857142857145,33.6,4.5,9.6,4.785714285714286,10.0,27.0,5.0,8.7,12.5,7.9,13.485714285714288,27.25,3.0642857142857145,6.85,5.0,17.2
2005-03-31,7.033333333333334,8.177272727272728,3.2,6.312857142857142,4.254615384615383,3.55,12.0,3.0785714285714283,33.75,4.3,9.625,4.821428571428573,10.0,28.0,5.0,8.7,12.5,7.8,13.492307692307694,27.291666666666664,3.0785714285714283,6.85,6.0,17.2
2005-04-01,7.0166666666666675,8.163636363636364,4.5,6.2942857142857145,4.38,3.5,12.0,3.0928571428571434,33.9,4.1,9.65,4.8571428571428585,10.0,28.0,5.0,8.7,12.5,7.7,13.4989010989011,27.333333333333336,3.0928571428571434,6.85,5.8,17.2
2005-04-02,7.0,8.15,4.5,6.275714285714287,4.386,3.5,12.0,3.1071428571428568,34.05,3.9,9.675,4.8928571428571415,10.0,27.5,5.5,8.7,12.5,7.6,13.505494505494505,27.375,3.1071428571428568,6.85,5.6,17.2
2005-04-03,7.0,8.5,4.5,6.257142857142856,4.392,3.571428571428572,12.333333333333332,3.121428571428572,34.2,3.873333333333333,9.7,4.928571428571427,10.0,27.3,5.333333333333334,8.7,12.5,7.65,13.512087912087912,27.416666666666664,3.121428571428572,6.85,5.4,17.2
2005-04-04,7.0,8.85,4.5,6.238571428571429,4.398,3.6428571428571432,12.666666666666668,3.1357142857142857,34.35,3.8466666666666662,9.725,4.964285714285714,10.0,27.1,5.166666666666666,8.7,12.7,7.7,13.51868131868132,27.458333333333336,3.1357142857142857,6.85,5.2,17.2
2005-04-05,7.0,9.2,4.5,6.22,4.404,3.7142857142857135,13.0,3.15,34.5,3.82,9.75,5.0,10.0,26.9,5.0,8.7,12.7,7.75,13.525274725274725,27.5,3.15,6.85,5.0,17.2
2005-04-06,7.0,8.75,4.5,6.238666666666667,4.41,3.7857142857142856,13.0,3.15,35.0,3.82,9.65,5.25,10.0,26.7,5.0,8.7,12.7,7.7,13.531868131868134,28.0,3.15,6.85,6.0,17.2
2005-04-07,7.0,8.666666666666666,4.5,6.2573333333333325,4.416,3.8571428571428568,12.0,3.15,36.0,3.88,9.6,5.0,10.0,26.5,5.0,8.7,12.7,7.6,13.538461538461537,28.0,3.15,6.85,6.0,17.2
2005-04-08,7.0,8.583333333333334,4.5,6.276,4.422,3.928571428571429,12.0,3.15,36.5,4.6,9.7,4.95,10.0,26.0,5.0,8.71,12.7,7.8,13.545054945054947,28.1,3.15,6.85,6.0,17.2
2005-04-09,7.0,8.5,4.5,6.294666666666667,4.428,4.0,12.25,3.15,36.6875,4.6,9.7,4.9,10.0,26.5,5.0,8.72,12.7,7.75,13.551648351648351,28.2,3.15,6.85,6.0,17.2
2005-04-10,7.0,8.566666666666666,4.5,6.3133333333333335,4.434,3.833333333333333,12.5,3.15,36.875,4.733333333333333,9.7,4.85,10.0,27.0,5.0,8.73,12.7,7.7,13.558241758241758,28.3,3.15,6.85,6.0,17.2
2005-04-11,7.0,8.633333333333333,4.5,6.332000000000002,4.44,3.666666666666667,12.75,3.15,37.0625,4.866666666666667,9.7,4.8,10.0,27.5,5.0,8.74,12.7,7.65,13.564835164835165,28.4,3.15,6.85,6.0,17.2
2005-04-12,7.0,8.7,4.5,6.350666666666667,4.4460000000000015,3.5,13.0,3.15,37.25,5.0,9.7,4.75,10.0,28.0,5.0,8.75,13.0,7.6,13.571428571428573,28.5,3.15,6.85,6.0,17.2
2005-04-13,7.05,8.75,4.5,6.369333333333333,4.452,3.583333333333333,14.0,3.2,37.5,5.0,9.6,5.25,10.0,28.5,5.0,8.75,13.0,7.45,13.578021978021978,28.5,3.2,6.85,6.0,17.2
2005-04-14,7.057142857142857,8.75,4.6,6.388,4.458,3.666666666666667,14.0,3.266666666666667,37.73333333333333,5.0,9.566666666666666,5.25,10.0,28.666666666666664,4.833333333333333,8.8,13.0,7.4714285714285715,13.584615384615386,28.666666666666664,3.266666666666667,6.85,6.0,17.2
2005-04-15,7.064285714285713,8.95,4.58,6.406666666666666,4.464,3.75,14.0,3.333333333333333,37.96666666666667,5.0,9.533333333333333,5.15,10.0,28.833333333333336,4.666666666666667,8.85,13.0,7.492857142857144,13.591208791208794,28.833333333333336,3.333333333333333,6.85,6.0,17.2
2005-04-16,7.071428571428571,8.7,4.56,6.425333333333333,4.47,3.791666666666667,14.0,3.4,38.2,5.5,9.5,5.05,10.0,29.0,4.5,8.9,13.0,7.514285714285713,13.597802197802196,29.0,3.4,6.85,6.0,17.2
2005-04-17,7.078571428571429,8.7125,4.54,6.444,4.476,3.833333333333333,13.333333333333332,3.466666666666667,38.4,5.416666666666666,9.533333333333333,4.95,10.0,29.75,4.666666666666667,8.9,13.0,7.5357142857142865,13.604395604395606,29.05,3.466666666666667,6.85,5.75,17.2
2005-04-18,7.085714285714285,8.725,4.52,6.462666666666666,4.482,3.875,12.666666666666668,3.533333333333333,38.6,5.333333333333334,9.566666666666666,4.85,10.0,30.5,4.833333333333333,8.9,13.0,7.557142857142857,13.61098901098901,29.1,3.533333333333333,6.85,5.5,17.2
2005-04-19,7.0928571428571425,8.7375,4.5,6.481333333333334,4.488,3.916666666666667,12.0,3.6,38.8,5.25,9.6,4.75,10.0,31.25,5.0,8.9,13.0,7.578571428571429,13.617582417582419,29.15,3.6,6.85,5.25,17.2
2005-04-20,7.1,8.75,4.5,6.5,4.494,3.958333333333333,12.0,3.6,39.0,5.25,9.65,5.0,10.0,32.0,5.0,8.9,13.0,7.6,13.624175824175826,29.2,3.6,6.85,5.0,17.2
2005-04-21,7.0,8.75,4.5,6.491666666666666,4.5,4.0,12.0,3.6,39.4,5.75,9.7,4.0,10.0,32.0,5.0,8.9,13.0,7.7,13.630769230769232,29.25,3.6,6.85,7.0,17.2
2005-04-22,7.0166666666666675,8.76,4.5,6.4833333333333325,4.13,3.5,12.0,3.72,39.6,6.0,9.65,4.25,10.0,31.2,4.9,8.9,13.0,7.716666666666666,13.637362637362635,29.3,3.74,6.8,7.2,17.22
2005-04-23,7.033333333333334,8.77,4.1,6.475,4.15,3.416666666666667,12.0,3.84,39.75,6.0,9.6,4.5,10.0,30.4,4.8,8.9,13.0,7.7333333333333325,13.643956043956045,29.35,3.88,6.8,7.4,17.24
2005-04-24,7.05,8.78,4.0,6.466666666666666,4.17,3.333333333333333,12.0,3.96,40.066666666666656,6.0,9.633333333333333,4.75,10.0,29.6,4.7,8.9,13.0,7.75,13.650549450549452,29.4,4.02,6.78,7.6,17.26
