date,Wheat_Local,Rice_B P T,Coriander_Other,Potato_Other
2012-12-05,1450.0,3350.0,2441.176470588236,805.8823529411765
2012-12-06,1461.0,3350.0,2411.7647058823527,801.6806722689074
2012-12-07,1460.0,3350.0,2382.3529411764707,797.4789915966388
2012-12-08,1462.0,3380.0,2352.9411764705883,793.2773109243698
2012-12-09,1469.666666666667,3380.0,2323.5294117647063,789.0756302521007
2012-12-10,1477.333333333333,3380.0,2294.1176470588234,784.8739495798319
2012-12-11,1485.0,3470.0,2264.705882352941,780.672268907563
2012-12-12,1511.0,3470.0,2235.294117647059,776.4705882352941
2012-12-13,1500.0,3470.0,2205.8823529411766,772.2689075630252
2012-12-14,1516.0,3470.0,2176.4705882352937,768.0672268907563
2012-12-15,1511.0,3470.0,2147.0588235294117,763.8655462184876
2012-12-16,1503.333333333333,3480.0,2117.6470588235293,759.6638655462184
2012-12-17,1495.666666666667,3480.0,2088.2352941176473,755.4621848739496
2012-12-18,1488.0,3550.0,2058.8235294117653,751.2605042016806
2012-12-19,1500.0,3550.0,2029.4117647058827,747.0588235294118
2012-12-20,1503.333333333333,3550.0,2000.0,742.8571428571429
2012-12-21,1506.666666666667,3550.0,1970.5882352941173,738.655462184874
2012-12-22,1510.0,3580.0,1941.176470588236,734.453781512605
2012-12-23,1507.2,3570.0,1911.7647058823527,730.2521008403363
2012-12-24,1504.4,3570.0,1882.3529411764707,726.0504201680671
2012-12-25,1501.6,3570.0,1852.9411764705883,721.8487394957982
2012-12-26,1498.8,3570.0,1823.5294117647054,717.6470588235294
2012-12-27,1496.0,3580.0,1794.1176470588239,713.4453781512606
2012-12-28,1500.0,3520.0,1764.7058823529417,709.2436974789917
2012-12-29,1513.0,3520.0,1735.294117647059,705.0420168067227
2012-12-30,1507.666666666667,3530.0,1705.8823529411764,700.8403361344538
2012-12-31,1502.333333333333,3530.0,1676.470588235294,696.6386554621847
2013-01-01,1497.0,3530.0,1647.0588235294117,692.4369747899159
2013-01-02,1490.0,3530.0,1617.6470588235293,688.2352941176471
2013-01-03,1515.0,3530.0,1588.2352941176473,684.0336134453781
2013-01-04,1514.2,3530.0,1558.8235294117649,679.8319327731093
2013-01-05,1513.4,3550.0,1529.4117647058827,675.6302521008404
2013-01-06,1512.6,3550.0,1500.0,671.4285714285712
2013-01-07,1511.8,3550.0,1470.588235294118,667.2268907563025
2013-01-08,1511.0,3550.0,1441.1764705882354,663.0252100840337
2013-01-09,1520.0,3550.0,1411.7647058823532,658.8235294117646
2013-01-10,1520.0,3550.0,1382.3529411764707,654.6218487394958
2013-01-11,1510.0,3550.0,1352.9411764705885,650.4201680672269
2013-01-12,1510.0,3550.0,1323.5294117647059,646.218487394958
2013-01-13,1513.333333333333,3550.0,1294.117647058824,642.0168067226891
2013-01-14,1516.666666666667,3550.0,1264.7058823529414,637.8151260504202
2013-01-15,1520.0,3550.0,1235.294117647059,633.6134453781513
2013-01-16,1510.0,3550.0,1205.8823529411764,629.4117647058823
2013-01-17,1500.0,3550.0,1176.4705882352941,625.2100840336134
2013-01-18,1515.0,3550.0,1147.0588235294115,621.0084033613446
2013-01-19,1510.0,3550.0,1117.6470588235297,616.8067226890756
2013-01-20,1509.5,3550.0,1088.2352941176473,612.6050420168067
2013-01-21,1509.0,3550.0,1058.8235294117646,608.4033613445379
2013-01-22,1508.5,3570.0,1029.4117647058824,604.2016806722687
2013-01-23,1508.0,3570.0,1000.0,600.0
2013-01-24,1517.0,3570.0,1000.0,600.0
2013-01-25,1521.6,3580.0,1000.0,600.0
2013-01-26,1526.2,3580.0,1000.0,600.0
2013-01-27,1530.8,3570.0,1100.0,600.0
2013-01-28,1535.4,3570.0,1066.6666666666667,600.0
2013-01-29,1540.0,3570.0,1033.3333333333333,600.0
2013-01-30,1550.0,3570.0,1000.0,600.0
2013-01-31,1530.0,3570.0,1000.0,600.0
2013-02-01,1550.0,3570.0,1000.0,600.0
2013-02-02,1570.0,3680.0,1000.0,630.0
2013-02-03,1565.0,3680.0,1000.0,650.0
2013-02-04,1560.0,3680.0,1000.0,625.0
2013-02-05,1555.0,3680.0,1000.0,625.0
2013-02-06,1580.0,3680.0,1000.0,625.0
2013-02-07,1580.0,3670.0,1200.0,650.0
2013-02-08,1590.0,3650.0,1200.0,650.0
2013-02-09,1590.0,3680.0,1200.0,650.0
2013-02-10,1575.0,3680.0,1200.0,650.0
2013-02-11,1560.0,3680.0,1200.0,650.0
2013-02-12,1545.0,3670.0,1300.0,650.0
2013-02-13,1538.0,3750.0,1300.0,650.0
2013-02-14,1547.0,3750.0,1300.0,650.0
2013-02-15,1535.0,3750.0,1300.0,650.0
2013-02-16,1533.333333333333,3750.0,1300.0,630.0
2013-02-17,1531.666666666667,3770.0,1300.0,650.0
2013-02-18,1530.0,3770.0,1300.0,650.0
2013-02-19,1528.333333333333,3780.0,1300.0,650.0
2013-02-20,1526.666666666667,3820.0,1300.0,650.0
2013-02-21,1525.0,3830.0,1300.0,700.0
2013-02-22,1500.0,3830.0,1300.0,650.0
2013-02-23,1490.0,3830.0,1300.0,650.0
2013-02-24,1491.25,3870.0,1300.0,630.0
2013-02-25,1492.5,3870.0,1300.0,630.0
2013-02-26,1493.75,3870.0,1300.0,636.6666666666666
2013-02-27,1495.0,3880.0,1300.0,643.3333333333334
2013-02-28,1436.0,3970.0,1300.0,650.0
2013-03-01,1436.0,3925.0,1300.0,650.0
2013-03-02,1425.0,3920.0,1300.0,650.0
2013-03-03,1400.333333333333,3980.0,1300.0,600.0
2013-03-04,1375.666666666667,3980.0,1300.0,650.0
2013-03-05,1351.0,3970.0,1300.0,650.0
2013-03-06,1396.0,3970.0,1300.0,650.0
2013-03-07,1400.0,3970.0,1300.0,650.0
2013-03-08,1400.0,3980.0,1400.0,650.0
2013-03-09,1435.0,3980.0,1500.0,650.0
2013-03-10,1440.333333333333,3980.0,1500.0,650.0
2013-03-11,1445.666666666667,3980.0,1600.0,650.0
2013-03-12,1451.0,3970.0,1500.0,650.0
2013-03-13,1437.0,4030.0,1400.0,650.0
2013-03-14,1430.0,4030.0,1300.0,600.0
2013-03-15,1401.0,4020.0,1300.0,600.0
2013-03-16,1475.0,3980.0,1300.0,600.0
2013-03-17,1483.333333333333,3400.0,1300.0,600.0
2013-03-18,1491.666666666667,3400.0,1500.0,600.0
2013-03-19,1500.0,3420.0,1500.0,600.0
2013-03-20,1500.0,3420.0,1600.0,550.0
2013-03-21,1500.0,3430.0,1500.0,550.0
2013-03-22,1500.0,3430.0,1600.0,550.0
2013-03-23,1500.0,3470.0,1600.0,550.0
2013-03-24,1500.0,3470.0,1500.0,550.0
2013-03-25,1500.0,3470.0,1800.0,550.0
2013-03-26,1500.0,3480.0,1600.0,550.0
2013-03-27,1500.0,3480.0,1550.0,550.0
2013-03-28,1500.0,3480.0,1500.0,566.6666666666666
2013-03-29,1500.0,3530.0,1450.0,583.3333333333334
2013-03-30,1500.0,3530.0,1400.0,600.0
2013-03-31,1500.0,3570.0,1600.0,600.0
2013-04-01,1500.0,3570.0,1800.0,650.0
2013-04-02,1500.0,3620.0,1800.0,650.0
2013-04-03,1500.0,3620.0,1800.0,650.0
2013-04-04,1500.0,3630.0,1800.0,650.0
2013-04-05,1500.0,3630.0,1600.0,650.0
2013-04-06,1500.0,3630.0,1600.0,650.0
2013-04-07,1500.0,3630.0,1700.0,650.0
2013-04-08,1500.0,3630.0,1600.0,650.0
2013-04-09,1500.0,3670.0,1800.0,650.0
2013-04-10,1500.0,3670.0,1800.0,650.0
2013-04-11,1500.0,3670.0,1600.0,650.0
2013-04-12,1500.0,3670.0,1800.0,650.0
2013-04-13,1500.0,3670.0,1800.0,650.0
2013-04-14,1500.0,3720.0,1800.0,675.0
2013-04-15,1500.0,3720.0,1700.0,675.0
2013-04-16,1500.0,3720.0,1800.0,700.0
2013-04-17,1500.0,3720.0,1800.0,700.0
2013-04-18,1500.0,3726.0,1800.0,750.0
2013-04-19,1500.0,3732.0,1800.0,750.0
2013-04-20,1500.0,3738.0,1800.0,750.0
2013-04-21,1500.0,3744.0,1800.0,750.0
2013-04-22,1500.0,3750.0,1800.0,750.0
2013-04-23,1500.0,3750.0,1800.0,750.0
2013-04-24,1500.0,3750.0,1800.0,750.0
2013-04-25,1500.0,3750.0,1800.0,750.0
2013-04-26,1500.0,3750.0,1800.0,750.0
2013-04-27,1500.0,3770.0,1800.0,750.0
2013-04-28,1500.0,3770.0,1800.0,750.0
2013-04-29,1500.0,3770.0,1800.0,750.0
2013-04-30,1500.0,3770.0,1600.0,750.0
2013-05-01,1500.0,3770.0,1800.0,750.0
2013-05-02,1500.0,3770.0,1800.0,750.0
2013-05-03,1500.0,3770.0,1800.0,800.0
2013-05-04,1500.0,3770.0,1800.0,800.0
2013-05-05,1500.0,3770.0,1800.0,800.0
2013-05-06,1500.0,3770.0,1800.0,800.0
2013-05-07,1500.0,3770.0,1400.0,816.6666666666665
2013-05-08,1500.0,3770.0,1500.0,833.3333333333335
2013-05-09,1500.0,3780.0,1600.0,850.0
2013-05-10,1500.0,3780.0,1600.0,850.0
2013-05-11,1500.0,3780.0,1500.0,858.0
2013-05-12,1500.0,3780.0,1600.0,850.0
2013-05-13,1500.0,3780.0,1600.0,850.0
2013-05-14,1500.0,3780.0,1500.0,850.0
2013-05-15,1500.0,3780.0,1500.0,850.0
2013-05-16,1500.0,3770.0,1600.0,850.0
2013-05-17,1500.0,3770.0,1600.0,850.0
2013-05-18,1500.0,3770.0,1600.0,850.0
2013-05-19,1505.0,3820.0,1600.0,850.0
2013-05-20,1510.0,3820.0,1600.0,850.0
2013-05-21,1515.0,3820.0,1600.0,850.0
2013-05-22,1525.0,3820.0,1600.0,850.0
2013-05-23,1540.0,3820.0,1600.0,850.0
2013-05-24,1552.0,3830.0,1600.0,850.0
2013-05-25,1542.75,3830.0,1600.0,850.0
2013-05-26,1533.5,3830.0,1600.0,850.0
2013-05-27,1524.25,3820.0,1600.0,850.0
2013-05-28,1515.0,3830.0,1600.0,850.0
2013-05-29,1510.0,3870.0,1566.666666666667,816.6666666666665
2013-05-30,1492.0,3870.0,1533.333333333333,783.3333333333335
2013-05-31,1495.0,3870.0,1500.0,750.0
2013-06-01,1500.0,3880.0,1566.666666666667,750.0
2013-06-02,1493.333333333333,3880.0,1633.333333333333,750.0
2013-06-03,1486.666666666667,3880.0,1700.0,750.0
2013-06-04,1480.0,3880.0,1800.0,750.0
2013-06-05,1495.0,3920.0,2200.0,750.0
2013-06-06,1490.0,3920.0,2200.0,750.0
2013-06-07,1493.0,3920.0,2200.0,650.0
2013-06-08,1494.0,3970.0,2200.0,650.0
2013-06-09,1489.333333333333,3970.0,2300.0,683.3333333333334
2013-06-10,1484.666666666667,3970.0,2200.0,716.6666666666665
2013-06-11,1480.0,4180.0,2200.0,750.0
2013-06-12,1480.0,4170.0,2200.0,630.0
2013-06-13,1474.0,4250.0,2200.0,650.0
2013-06-14,1486.0,4270.0,2200.0,650.0
2013-06-15,1480.0,4350.0,2200.0,650.0
2013-06-16,1477.0,4350.0,2200.0,700.0
2013-06-17,1474.0,4350.0,2200.0,700.0
2013-06-18,1471.0,4350.0,2300.0,750.0
2013-06-19,1478.0,4350.0,2200.0,800.0
2013-06-20,1490.0,4350.0,1000.0,750.0
2013-06-21,1491.0,4350.0,1600.0,750.0
2013-06-22,1489.090909090909,4350.0,2200.0,750.0
2013-06-23,1487.1818181818182,4350.0,2200.0,766.6666666666665
2013-06-24,1485.2727272727273,4350.0,2200.0,783.3333333333335
2013-06-25,1483.3636363636365,4350.0,2200.0,800.0
2013-06-26,1481.4545454545455,4350.0,2200.0,800.0
2013-06-27,1479.5454545454545,4350.0,2500.0,800.0
2013-06-28,1477.6363636363635,4370.0,2700.0,750.0
2013-06-29,1475.7272727272727,4370.0,2700.0,750.0
2013-06-30,1473.8181818181818,4370.0,2700.0,750.0
2013-07-01,1471.909090909091,4370.0,2700.0,750.0
2013-07-02,1470.0,4370.0,2700.0,750.0
2013-07-03,1471.666666666667,4370.0,2700.0,750.0
2013-07-04,1473.333333333333,4370.0,2700.0,800.0
2013-07-05,1475.0,4370.0,2700.0,750.0
2013-07-06,1475.0,4370.0,2700.0,750.0
2013-07-07,1475.0,4370.0,2700.0,750.0
2013-07-08,1475.0,4370.0,2700.0,750.0
2013-07-09,1475.0,4380.0,2700.0,750.0
2013-07-10,1475.0,4380.0,900.0,750.0
2013-07-11,1475.0,4380.0,2700.0,750.0
2013-07-12,1475.0,4380.0,4500.0,750.0
2013-07-13,1452.0,4380.0,6000.0,750.0
2013-07-14,1456.333333333333,4380.0,6000.0,750.0
2013-07-15,1460.666666666667,4380.0,6500.0,750.0
2013-07-16,1465.0,4380.0,6000.0,750.0
2013-07-17,1477.0,4370.0,6500.0,725.0
2013-07-18,1475.0,4370.0,7500.0,700.0
2013-07-19,1477.0,4370.0,7500.0,675.0
2013-07-20,1481.0,4380.0,7500.0,675.0
2013-07-21,1482.0,4370.0,7500.0,675.0
2013-07-22,1483.0,4370.0,7500.0,666.6666666666666
2013-07-23,1484.0,4370.0,7500.0,658.3333333333334
2013-07-24,1480.0,4370.0,7500.0,650.0
2013-07-25,1480.0,4270.0,7500.0,650.0
2013-07-26,1478.625,4270.0,7500.0,650.0
2013-07-27,1477.25,4270.0,7500.0,550.0
2013-07-28,1475.875,4050.0,7500.0,550.0
2013-07-29,1474.5,4050.0,7166.666666666668,550.0
2013-07-30,1473.125,4050.0,6833.333333333332,550.0
2013-07-31,1471.75,4050.0,6500.0,550.0
2013-08-01,1470.375,4050.0,6500.0,550.0
2013-08-02,1469.0,4050.0,6500.0,550.0
2013-08-03,1460.0,4050.0,6500.0,550.0
2013-08-04,1458.333333333333,4050.0,6500.0,550.0
2013-08-05,1456.666666666667,4050.0,6500.0,550.0
2013-08-06,1455.0,4050.0,6500.0,550.0
2013-08-07,1460.0,4050.0,6500.0,550.0
2013-08-08,1460.0,4050.0,5500.0,550.0
2013-08-09,1461.666666666667,4070.0,5500.0,550.0
2013-08-10,1463.333333333333,4070.0,6500.0,550.0
2013-08-11,1465.0,4070.0,5500.0,550.0
2013-08-12,1466.666666666667,4070.0,5833.333333333332,550.0
2013-08-13,1468.333333333333,4070.0,6166.666666666668,550.0
2013-08-14,1470.0,4070.0,6500.0,550.0
2013-08-15,1471.666666666667,4070.0,5500.0,550.0
2013-08-16,1473.333333333333,4150.0,6000.0,550.0
2013-08-17,1475.0,4150.0,5833.333333333332,550.0
2013-08-18,1476.666666666667,4150.0,5666.666666666668,550.0
2013-08-19,1478.333333333333,4150.0,5500.0,600.0
2013-08-20,1480.0,4170.0,5500.0,600.0
2013-08-21,1483.571428571429,4170.0,5500.0,600.0
2013-08-22,1487.142857142857,4170.0,5500.0,600.0
2013-08-23,1490.7142857142858,4170.0,5500.0,600.0
2013-08-24,1494.2857142857142,4180.0,5500.0,600.0
2013-08-25,1497.857142857143,4180.0,5500.0,600.0
2013-08-26,1501.428571428571,4180.0,5500.0,600.0
2013-08-27,1505.0,4180.0,5500.0,600.0
2013-08-28,1508.333333333333,4180.0,5500.0,600.0
2013-08-29,1511.666666666667,4180.0,5500.0,600.0
2013-08-30,1515.0,4180.0,5500.0,600.0
2013-08-31,1502.0,4180.0,5500.0,600.0
2013-09-01,1500.2,4180.0,5500.0,600.0
2013-09-02,1498.4,4180.0,5500.0,600.0
2013-09-03,1496.6,4180.0,5500.0,600.0
2013-09-04,1494.8,4180.0,5500.0,700.0
2013-09-05,1493.0,4170.0,5500.0,700.0
2013-09-06,1482.0,4170.0,5500.0,700.0
2013-09-07,1491.0,4250.0,5500.0,700.0
2013-09-08,1492.333333333333,4250.0,5500.0,700.0
2013-09-09,1493.666666666667,4250.0,5500.0,700.0
2013-09-10,1495.0,4250.0,5500.0,600.0
2013-09-11,1496.0,4270.0,5500.0,600.0
2013-09-12,1482.0,4273.333333333333,5500.0,566.6666666666666
2013-09-13,1486.0,4276.666666666667,5500.0,533.3333333333334
2013-09-14,1491.0,4280.0,6000.0,500.0
2013-09-15,1495.333333333333,4280.0,6000.0,500.0
2013-09-16,1499.666666666667,4270.0,5500.0,600.0
2013-09-17,1504.0,4270.0,5000.0,600.0
2013-09-18,1496.0,4280.0,4500.0,600.0
2013-09-19,1492.0,4280.0,4000.0,600.0
2013-09-20,1488.0,4270.0,4000.0,625.0
2013-09-21,1484.0,4270.0,4000.0,650.0
2013-09-22,1486.666666666667,4270.0,4000.0,675.0
2013-09-23,1489.333333333333,4270.0,4000.0,700.0
2013-09-24,1492.0,4270.0,4500.0,500.0
2013-09-25,1480.0,4280.0,4000.0,500.0
2013-09-26,1480.0,4280.0,4000.0,600.0
2013-09-27,1470.0,4280.0,4000.0,500.0
2013-09-28,1475.0,4280.0,3500.0,600.0
2013-09-29,1476.666666666667,4280.0,5250.0,600.0
2013-09-30,1478.333333333333,4280.0,7000.0,500.0
2013-10-01,1480.0,4270.0,7000.0,600.0
2013-10-02,1484.666666666667,4280.0,7000.0,700.0
2013-10-03,1489.333333333333,4250.0,7000.0,700.0
2013-10-04,1494.0,4256.666666666667,7000.0,600.0
2013-10-05,1485.0,4263.333333333333,7000.0,700.0
2013-10-06,1485.0,4270.0,7000.0,800.0
2013-10-07,1485.0,4270.0,7000.0,600.0
2013-10-08,1485.0,4280.0,7000.0,700.0
2013-10-09,1492.0,4236.666666666667,7000.0,600.0
2013-10-10,1511.0,4193.333333333333,7000.0,600.0
2013-10-11,1520.5,4150.0,7000.0,633.3333333333334
2013-10-12,1530.0,4150.0,7000.0,666.6666666666666
2013-10-13,1539.5,4100.0,7000.0,700.0
2013-10-14,1549.0,4116.666666666667,7000.0,900.0
2013-10-15,1558.5,4133.333333333333,7000.0,800.0
2013-10-16,1568.0,4150.0,7000.0,800.0
2013-10-17,1577.5,4146.666666666667,7000.0,800.0
2013-10-18,1587.0,4143.333333333333,7000.0,800.0
2013-10-19,1596.5,4140.0,7000.0,800.0
2013-10-20,1606.0,4136.666666666667,7000.0,800.0
2013-10-21,1615.5,4133.333333333333,7000.0,800.0
2013-10-22,1625.0,4130.0,7000.0,1000.0
2013-10-23,1614.0,4126.666666666667,7500.0,1200.0
2013-10-24,1615.0,4123.333333333333,7500.0,1200.0
2013-10-25,1610.0,4120.0,7500.0,1200.0
2013-10-26,1620.0,4120.0,7500.0,1200.0
2013-10-27,1625.333333333333,4120.0,7000.0,1200.0
2013-10-28,1630.666666666667,4120.0,7000.0,1200.0
2013-10-29,1636.0,4120.0,7500.0,1100.0
2013-10-30,1638.888888888889,4120.0,7000.0,1200.0
2013-10-31,1641.7777777777776,4120.0,7000.0,1200.0
2013-11-01,1644.666666666667,4120.0,7000.0,1200.0
2013-11-02,1647.5555555555554,4120.0,7000.0,1200.0
2013-11-03,1650.4444444444446,4120.0,7000.0,1200.0
2013-11-04,1653.333333333333,4120.0,7000.0,1200.0
2013-11-05,1656.2222222222224,4120.0,7000.0,1200.0
2013-11-06,1659.111111111111,4130.0,7000.0,1400.0
2013-11-07,1662.0,4120.0,5833.333333333332,1333.3333333333333
2013-11-08,1641.0,4120.0,4666.666666666666,1266.6666666666667
2013-11-09,1662.0,4120.0,3500.0,1200.0
2013-11-10,1661.388888888889,4120.0,3500.0,1500.0
2013-11-11,1660.7777777777776,4120.0,4000.0,1400.0
2013-11-12,1660.166666666667,4120.0,4000.0,1400.0
2013-11-13,1659.5555555555554,4130.0,3800.0,1200.0
2013-11-14,1658.9444444444446,4120.0,3800.0,1400.0
2013-11-15,1658.333333333333,4170.0,4000.0,1400.0
2013-11-16,1657.7222222222224,4170.0,4000.0,1200.0
2013-11-17,1657.111111111111,4180.0,4000.0,1233.3333333333333
2013-11-18,1656.5,4180.0,4000.0,1266.6666666666667
2013-11-19,1655.888888888889,4170.0,4000.0,1300.0
2013-11-20,1655.2777777777776,4160.0,4000.0,1200.0
2013-11-21,1654.666666666667,4160.0,3833.333333333334,1200.0
2013-11-22,1654.0555555555554,4160.0,3666.666666666666,1100.0
2013-11-23,1653.4444444444446,4160.0,3500.0,1100.0
2013-11-24,1652.833333333333,4150.0,3333.333333333333,1100.0
2013-11-25,1652.2222222222224,4150.0,3166.666666666667,1100.0
2013-11-26,1651.611111111111,4150.0,3000.0,1100.0
2013-11-27,1651.0,4150.0,2833.333333333333,1100.0
2013-11-28,1653.0,4150.0,2666.666666666667,1100.0
2013-11-29,1631.0,4150.0,2500.0,1100.0
2013-11-30,1653.0,4160.0,2800.0,1100.0
2013-12-01,1644.333333333333,4170.0,2700.0,1066.6666666666667
2013-12-02,1635.666666666667,4180.0,2600.0,1033.3333333333333
2013-12-03,1627.0,4180.0,2500.0,1000.0
2013-12-04,1629.0,4180.0,2200.0,1100.0
2013-12-05,1648.0,4180.0,2200.0,1100.0
2013-12-06,1673.0,4180.0,2000.0,1100.0
2013-12-07,1635.0,4170.0,2000.0,1100.0
2013-12-08,1633.0,4170.0,1800.0,1100.0
2013-12-09,1631.0,4170.0,1800.0,1200.0
2013-12-10,1629.0,4170.0,1800.0,1100.0
2013-12-11,1638.0,4180.0,1800.0,1100.0
2013-12-12,1631.0,4180.0,1800.0,1100.0
2013-12-13,1634.0,4180.0,1800.0,1100.0
2013-12-14,1659.0,4180.0,1600.0,1100.0
2013-12-15,1653.2,4180.0,1600.0,1200.0
2013-12-16,1647.4,4180.0,1600.0,1000.0
2013-12-17,1641.6,4180.0,1466.666666666667,1000.0
2013-12-18,1635.8,4180.0,1333.3333333333333,1000.0
2013-12-19,1630.0,4180.0,1200.0,1000.0
2013-12-20,1630.0,4180.0,1200.0,1100.0
2013-12-21,1630.0,4170.0,1200.0,1200.0
2013-12-22,1630.0,4170.0,1400.0,1100.0
2013-12-23,1630.0,4170.0,1400.0,1100.0
2013-12-24,1630.0,4180.0,1200.0,1100.0
2013-12-25,1633.0,4180.0,1200.0,1100.0
2013-12-26,1636.0,4180.0,1266.6666666666667,1033.3333333333333
2013-12-27,1639.0,4170.0,1333.3333333333333,966.6666666666665
2013-12-28,1642.0,4170.0,1400.0,900.0
2013-12-29,1642.0,4180.0,1200.0,900.0
2013-12-30,1642.0,4180.0,1225.0,925.0
2013-12-31,1642.0,4180.0,1250.0,950.0
2014-01-01,1642.0,4180.0,1275.0,975.0
2014-01-02,1642.0,4180.0,1300.0,1000.0
2014-01-03,1645.0,4170.0,800.0,700.0
2014-01-04,1653.0,4170.0,1100.0,800.0
2014-01-05,1658.666666666667,4170.0,1000.0,700.0
2014-01-06,1664.333333333333,4170.0,900.0,800.0
2014-01-07,1670.0,4180.0,800.0,700.0
2014-01-08,1675.0,4180.0,700.0,700.0
2014-01-09,1700.0,4170.0,800.0,700.0
2014-01-10,1748.0,4170.0,800.0,700.0
2014-01-11,1720.0,4171.666666666667,1400.0,700.0
2014-01-12,1716.0,4173.333333333333,1800.0,600.0
2014-01-13,1712.0,4175.0,1800.0,650.0
2014-01-14,1708.0,4176.666666666667,1860.0,708.3333333333335
2014-01-15,1704.0,4178.333333333333,1920.0,766.6666666666665
2014-01-16,1700.0,4180.0,1980.0,825.0
2014-01-17,1733.0,4180.0,2040.0,883.3333333333335
2014-01-18,1734.0,4180.0,2100.0,941.6666666666667
2014-01-19,1733.333333333333,4180.0,2000.0,1000.0
2014-01-20,1732.666666666667,4180.0,2100.0,1100.0
2014-01-21,1732.0,4170.0,2200.0,900.0
2014-01-22,1731.333333333333,4170.0,2300.0,1000.0
2014-01-23,1730.666666666667,4170.0,450.0,800.0
2014-01-24,1730.0,4350.0,550.0,900.0
2014-01-25,1730.0,4350.0,600.0,750.0
2014-01-26,1725.0,4350.0,900.0,800.0
2014-01-27,1720.0,4270.0,1200.0,750.0
2014-01-28,1715.0,4270.0,900.0,700.0
2014-01-29,1715.0,4270.0,1000.0,750.0
2014-01-30,1706.0,4270.0,600.0,700.0
2014-01-31,1740.0,4270.0,550.0,700.0
2014-02-01,1674.0,4270.0,500.0,600.0
2014-02-02,1659.333333333333,4270.0,450.0,700.0
2014-02-03,1644.666666666667,4280.0,458.33333333333326,700.0
2014-02-04,1630.0,4280.0,466.66666666666674,650.0
2014-02-05,1636.666666666667,4280.0,475.0,800.0
2014-02-06,1643.333333333333,4280.0,483.33333333333326,800.0
2014-02-07,1650.0,4270.0,491.66666666666674,800.0
2014-02-08,1681.0,4270.0,500.0,700.0
2014-02-09,1654.0,4270.0,450.0,750.0
2014-02-10,1627.0,4270.0,466.66666666666674,800.0
2014-02-11,1600.0,4270.0,483.33333333333326,600.0
2014-02-12,1592.0,4270.0,500.0,600.0
2014-02-13,1580.0,4270.0,750.0,700.0
2014-02-14,1580.0,4270.0,687.5,733.3333333333335
2014-02-15,1580.0,4270.0,625.0,766.6666666666665
2014-02-16,1580.0,4280.0,562.5,800.0
2014-02-17,1580.0,4280.0,500.0,800.0
2014-02-18,1580.0,4280.0,450.0,600.0
2014-02-19,1580.0,4280.0,468.75,600.0
2014-02-20,1580.0,4270.0,487.5,600.0
2014-02-21,1580.0,4270.0,506.25,800.0
2014-02-22,1608.0,4270.0,525.0,700.0
2014-02-23,1602.571428571429,4280.0,543.75,700.0
2014-02-24,1597.142857142857,4280.0,562.5,750.0
2014-02-25,1591.7142857142858,4320.0,581.25,800.0
2014-02-26,1586.2857142857142,4320.0,600.0,850.0
2014-02-27,1580.857142857143,4320.0,600.0,800.0
2014-02-28,1575.428571428571,4320.0,605.0,800.0
2014-03-01,1570.0,4270.0,610.0,800.0
2014-03-02,1566.666666666667,4350.0,615.0,900.0
2014-03-03,1563.333333333333,4350.0,620.0,900.0
2014-03-04,1560.0,4370.0,625.0,900.0
2014-03-05,1622.0,4320.0,630.0,900.0
2014-03-06,1567.666666666667,4370.0,635.0,900.0
2014-03-07,1513.333333333333,4370.0,640.0,900.0
2014-03-08,1459.0,4370.0,645.0,900.0
2014-03-09,1457.666666666667,4370.0,650.0,900.0
2014-03-10,1456.333333333333,4370.0,655.0,900.0
2014-03-11,1455.0,4370.0,660.0,900.0
2014-03-12,1451.0,4370.0,665.0,900.0
2014-03-13,1458.0,4370.0,670.0,900.0
2014-03-14,1454.0,4370.0,675.0,900.0
2014-03-15,1448.0,4380.0,680.0,900.0
2014-03-16,1458.2,4650.0,685.0,900.0
2014-03-17,1468.4,4650.0,690.0,900.0
2014-03-18,1478.6,4650.0,695.0,900.0
2014-03-19,1488.8,4650.0,700.0,900.0
2014-03-20,1499.0,4650.0,600.0,900.0
2014-03-21,1509.2,4650.0,600.0,900.0
2014-03-22,1519.4,4650.0,1000.0,900.0
2014-03-23,1529.6,4650.0,1040.0,900.0
2014-03-24,1539.8,4650.0,1080.0,900.0
2014-03-25,1550.0,4650.0,1120.0,900.0
2014-03-26,1550.0,4670.0,1160.0,900.0
2014-03-27,1550.0,4680.0,1200.0,900.0
2014-03-28,1500.0,4650.0,1200.0,900.0
2014-03-29,1550.0,4650.0,1200.0,900.0
2014-03-30,1550.0,4650.0,1200.0,900.0
2014-03-31,1550.0,4650.0,1200.0,900.0
