date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other,Potato_Red,Wheat_Dara
2007-04-30,9.5,10.316666666666668,6.147058823529411,9.9,4.941176470588236,9.305555555555557,11.7,6.9,55.56666666666667,7.5,11.433333333333332,7.0,16.5,53.0,6.8,9.45,14.5,10.54,14.0,46.5,5.5,9.5
2007-05-01,9.5,10.25,5.8235294117647065,9.9,4.970588235294118,9.402777777777779,11.7,6.9,55.53333333333333,7.5,11.45,7.0,16.5,53.0,6.7,9.45,14.5,10.31,14.0,46.5,5.625,9.5
2007-05-02,9.5,10.5,5.5,9.9,5.0,9.5,11.7,6.9,55.5,7.5,11.4,7.0,16.5,53.0,6.6,9.45,14.5,10.08,14.0,46.5,5.75,9.5
2007-05-03,9.5,10.1,6.0,9.866666666666667,5.0,9.75,11.7,6.9,55.6,7.5,11.4,7.0,16.5,53.0,6.5,9.466666666666667,14.5,9.85,14.0,46.66666666666667,6.0,9.5
2007-05-04,9.45,10.35,6.5,9.833333333333334,5.5,9.75,11.7,6.9,55.5,7.5,11.4,7.0,16.333333333333332,54.0,6.5,9.483333333333334,14.5,10.0,14.0,46.83333333333333,6.0,9.45
2007-05-05,9.4,10.5,6.0,9.8,5.0,9.75,11.7,6.9,55.75,7.5,11.5,7.0,16.166666666666668,55.0,6.5,9.5,14.5,9.8,14.0,47.0,6.2,9.45
2007-05-06,9.433333333333334,10.5,6.0,9.8,5.0,9.75,11.7,7.0,55.9,7.5,11.483333333333333,7.0,16.0,54.0,6.6,9.5,14.6,9.783333333333333,14.0,47.0,6.21,9.45
2007-05-07,9.466666666666667,10.5,6.1,9.8,5.2,9.666666666666666,11.7,7.0,56.0,7.5,11.466666666666667,6.5,16.0,53.0,6.7,9.5,14.6,9.766666666666666,14.0,47.0,6.22,9.45
2007-05-08,9.5,10.5,6.0,9.8,5.133333333333334,9.583333333333334,11.7,7.0,56.5,7.5,11.45,7.0,16.0,52.0,6.8,9.5,14.6,9.75,14.0,47.0,6.23,9.45
2007-05-09,9.4,10.5,5.9,9.75,5.066666666666666,9.5,11.7,7.0,56.5,7.5,11.45,7.0,16.0,51.0,6.9,9.5,14.6,9.9,14.0,47.5,6.24,9.45
2007-05-10,9.35,10.15,6.0,9.75,5.0,9.75,11.7,7.0,56.5,7.5,11.4,6.5,16.0,50.0,7.0,9.5,14.6,9.65,14.0,47.5,6.25,9.45
2007-05-11,9.35,9.8,6.0,9.75,5.5,9.75,11.7,6.9,56.6,7.5,11.4,6.666666666666666,16.0,55.0,7.0,9.5,14.6,9.65,14.0,47.5,6.25,9.4
2007-05-12,9.3,10.25,6.0,9.75,5.5,9.5,11.8375,6.9,57.0,7.5,11.45,6.833333333333334,16.0,54.5,7.0,9.25,14.6,9.5,14.0,48.0,6.25,9.2
2007-05-13,9.233333333333334,9.933333333333334,6.0,9.733333333333334,5.5,8.5,11.975,6.9,57.5,7.533333333333334,11.45,7.0,16.0,54.0,7.0,9.35,14.6,9.6,14.0,48.08333333333333,6.2666666666666675,9.19
2007-05-14,9.166666666666666,9.616666666666667,6.0,9.716666666666667,5.5,8.6,12.1125,6.9,58.0,7.566666666666666,11.45,7.0,16.0,53.5,7.0,9.45,14.6,9.7,14.0,48.16666666666667,6.283333333333334,9.18
2007-05-15,9.1,9.3,5.9,9.7,5.5,8.6,12.25,6.9,58.5,7.6,11.45,6.5,16.0,53.0,7.0,9.55,14.6,9.8,14.0,48.25,6.3,9.17
2007-05-16,9.1,9.9,6.5,9.7,6.0,8.5,12.25,7.0,59.0,7.6,11.5,7.0,16.0,52.5,7.0,9.6,14.6,9.5,14.0,49.0,6.3,9.16
2007-05-17,9.15,10.2,6.4,9.5,6.0,8.25,12.25,7.0,59.0,7.6,11.4,7.0,16.0,52.0,7.0,9.4,14.6,9.5,14.0,49.0,6.3,9.15
2007-05-18,9.2,9.9,6.0,9.5,5.5,8.25,12.25,7.0,59.5,7.6,11.45,6.833333333333334,15.666666666666668,54.0,7.0,9.35,14.6,9.8,14.0,49.0,6.7,9.15
2007-05-19,9.1,9.8,6.0,9.3,5.5,8.25,12.25,7.0,59.6,7.6,11.5,6.666666666666666,15.333333333333332,55.57142857142857,7.0,9.0,14.6,9.65,14.0,49.0,7.0,9.15
2007-05-20,9.15,9.833333333333334,6.1,9.3,5.8,8.25,12.25,7.0,59.75,7.6,11.466666666666667,6.5,15.0,57.14285714285714,7.0,9.066666666666666,14.6,9.666666666666666,14.0,49.0,7.083333333333334,9.14
2007-05-21,9.2,9.866666666666667,6.0,9.3,5.5,8.25,12.25,7.0,59.6,7.6,11.433333333333332,6.5,15.0,58.714285714285715,7.0,9.133333333333333,14.6,9.683333333333334,14.0,49.0,7.166666666666666,9.13
2007-05-22,9.25,9.9,5.5,9.3,5.0,8.25,12.25,6.9,59.6,7.6,11.4,6.5,15.0,60.28571428571429,7.0,9.2,14.6,9.7,14.0,49.0,7.25,9.12
2007-05-23,9.1,9.75,6.5,9.1,5.1,8.25,12.25,6.9,59.5,7.5,11.5,6.5,15.0,61.85714285714285,7.0,9.2,14.6,9.6,14.0,49.0,7.25,9.11
2007-05-24,9.21,9.5,6.3,9.0,5.3,8.25,12.25,6.9,60.0,7.5,11.5,6.0,15.0,63.42857142857143,7.5,9.1,14.6,9.6,14.0,49.0,7.3,9.1
2007-05-25,9.2,9.3,5.5,8.9,5.4,8.25,12.04,6.9,60.0,7.5,11.45,6.166666666666666,15.0,65.0,7.0,9.0,14.5,9.4,14.0,49.0,7.3,9.0
2007-05-26,9.21,9.5,6.0,8.9,5.4,8.25,11.83,6.9,59.5,7.5,11.5,6.333333333333334,15.0,55.0,7.0,9.0,14.5,9.7,14.0,49.0,7.3,9.0
2007-05-27,9.206666666666667,9.416666666666666,6.0,8.875,5.433333333333334,8.25,11.62,6.8,59.5,7.383333333333334,11.483333333333333,6.5,15.0,51.66666666666667,7.0,9.0,14.5,9.7,14.0,49.125,7.3,9.0
2007-05-28,9.203333333333333,9.333333333333334,6.0,8.85,5.466666666666666,8.25,11.41,6.8,59.6,7.2666666666666675,11.466666666666667,6.5,15.0,48.33333333333333,7.0,9.0,14.5,9.7,14.0,49.25,7.3,9.0
2007-05-29,9.2,9.25,6.0,8.825,5.5,8.25,11.2,6.8,60.0,7.15,11.45,6.5,14.8,45.0,7.0,9.0,14.5,9.7,14.0,49.375,7.3,9.0
2007-05-30,9.4,9.5,6.0,8.8,5.5,8.25,11.2,6.9,60.0,7.2,11.4,6.5,14.8,60.0,7.0,9.0,14.5,9.85,14.0,49.5,7.35,9.0
2007-05-31,9.35,9.15,6.0,8.8,5.5,8.033333333333333,11.2,6.9,59.93333333333333,7.15,11.4,6.5,14.8,60.0,7.0,9.0,14.5,9.85,14.0,49.5,7.3,9.0
2007-06-01,9.32,9.1,6.0,8.8,5.5,7.816666666666666,11.2,6.9,59.86666666666667,7.2,11.5,6.666666666666666,14.8,60.0,7.0,9.0,14.0,9.8,14.0,49.75,7.35,9.0
2007-06-02,9.3,9.25,6.0,8.8,5.5,7.6,11.2,6.9,59.8,7.2,11.45,6.833333333333334,14.8,60.0,7.0,9.1,14.0,9.75,14.0,49.75,7.35,9.0
2007-06-03,9.3,9.25,6.0,8.916666666666666,5.5,7.5,11.2,7.0,59.75,7.216666666666666,11.466666666666667,7.0,14.8,60.0,7.0,9.133333333333333,14.0,9.75,14.0,49.66666666666667,7.35,9.01
2007-06-04,9.3,9.25,6.0,9.033333333333333,5.5,7.583333333333334,11.2,7.0,59.85,7.2333333333333325,11.483333333333333,7.0,14.8,60.0,7.0,9.166666666666666,14.0,9.75,14.0,49.58333333333333,7.35,9.02
2007-06-05,9.3,9.25,6.0,9.15,5.5,7.666666666666666,11.2,7.1,59.95,7.25,11.5,6.5,14.8,60.0,7.0,9.2,14.0,9.75,14.0,49.5,7.35,9.03
2007-06-06,9.25,9.0,6.0,9.15,5.5,7.75,11.2,7.1,60.0,7.25,11.5,6.5,14.8,60.0,7.0,9.25,14.0,9.6,14.0,50.0,7.3,9.04
2007-06-07,9.4,9.4,6.0,9.15,5.5,7.75,11.2,7.2,60.0,7.25,11.516666666666667,7.0,14.8,60.0,7.0,9.25,14.0,9.75,14.0,50.0,7.3,9.05
2007-06-08,9.4,9.0,6.0,9.15,5.5,7.75,11.2,7.3,60.0,7.25,11.533333333333333,7.0,14.8,65.0,7.5,9.25,14.0,9.75,14.0,50.0,7.3,9.05
2007-06-09,9.4,8.7,6.0,9.2,5.5,7.75,11.2,7.3,60.2,7.25,11.55,7.0,14.8,63.75,7.375,9.3,14.0,9.75,14.0,50.0,7.3,9.08
2007-06-10,9.416666666666666,8.8,6.0,9.2,5.5,7.5,11.2,7.2,60.1,7.2666666666666675,11.533333333333333,7.0,14.8,62.5,7.25,9.3,14.0,9.75,14.0,50.0,7.316666666666666,9.08
2007-06-11,9.433333333333334,8.9,6.0,9.2,5.5,7.6,11.2,7.2,60.0,7.283333333333334,11.516666666666667,6.5,14.8,61.25,7.125,9.3,14.0,9.75,14.0,50.0,7.333333333333334,9.08
2007-06-12,9.45,9.0,6.0,9.2,5.5,7.5,11.2,7.2,59.85,7.3,11.5,6.5,14.8,60.0,7.0,9.3,14.0,9.75,14.0,50.0,7.35,9.08
2007-06-13,9.45,9.25,6.0,9.2,5.5,7.6,11.2,7.2,60.0,7.3,11.45,6.5,14.8,56.0,7.0,9.3,14.0,9.75,14.0,50.0,7.35,9.08
2007-06-14,9.55,9.15,6.0,9.2,5.5,7.5,11.2,7.2,59.8,7.3,11.5,6.5,14.8,55.0,7.0,9.3,14.0,9.75,14.0,50.0,7.38,9.08
2007-06-15,9.45,9.1,6.0,9.25,5.5,6.5,11.2,7.2,59.8,7.3,11.5,6.5,14.8,60.0,6.5,9.3,14.0,9.75,14.0,50.0,7.394,9.082857142857145
2007-06-16,9.45,9.2,6.0,9.3,5.5,7.5,11.2,7.2,60.0,7.3,11.4,6.5,14.8,61.0,6.5,9.35,14.0,9.75,14.0,50.25,7.407999999999999,9.085714285714284
2007-06-17,9.5,9.216666666666667,6.0,9.3,5.5,7.5,11.2,7.2,59.6,7.3,11.433333333333332,6.5,14.8,59.0,6.666666666666666,9.35,14.0,9.75,14.0,50.25,7.4220000000000015,9.088571428571427
2007-06-18,9.55,9.233333333333334,6.0,9.3,5.5,7.5,11.2,7.2,59.5,7.3,11.466666666666667,6.5,14.8,57.0,6.833333333333334,9.35,14.0,9.75,14.0,50.25,7.436,9.09142857142857
2007-06-19,9.6,9.25,6.0,9.3,5.5,7.5,11.2,7.3,59.5,7.3,11.5,6.5,14.8,55.0,7.0,9.35,14.0,9.75,14.0,50.25,7.45,9.094285714285714
2007-06-20,9.55,9.75,6.0,9.3,5.5,7.5,11.2,7.3,59.6,7.35,11.5,7.0,14.8,50.0,7.0,9.35,14.0,9.75,14.0,50.25,7.5,9.097142857142854
2007-06-21,9.55,9.4,6.0,9.3,5.5,7.5,11.2,7.4,59.75,7.3,11.6,7.0,14.8,45.0,7.0,9.35,14.0,9.75,14.0,50.25,7.5,9.1
2007-06-22,9.58,9.5,6.0,9.3,5.5,7.5,11.2,7.3,59.6,7.35,11.65,7.0,14.8,42.0,6.5,9.35,14.0,9.71,14.0,50.25,7.45,9.15
2007-06-23,9.65,9.35,6.0,9.25,5.5,7.5,11.2,7.3,59.8,7.3,11.6,7.0,14.8,40.0,6.5,9.5,14.0,9.75,14.0,50.5,7.4,9.2
2007-06-24,9.716666666666667,9.34,6.0,9.25,5.5,7.5,11.2,7.3,59.9,7.283333333333334,11.6,7.0,14.8,41.66666666666667,6.5,9.5,13.8,9.833333333333334,14.0,50.5,7.416666666666666,9.18
2007-06-25,9.783333333333333,9.33,6.0,9.25,5.5,7.5,11.2,7.3,60.0,7.2666666666666675,11.6,7.0,14.8,43.33333333333333,6.5,9.5,13.8,9.916666666666666,14.0,50.5,7.433333333333334,9.16
2007-06-26,9.85,9.32,5.5,9.25,5.5,7.5,11.2,7.3,60.0,7.25,11.6,7.0,14.8,45.0,6.5,9.5,13.8,10.0,14.0,50.5,7.45,9.14
2007-06-27,10.0,9.31,6.0,9.25,5.5,7.5,11.2,7.4,60.0,7.5,11.6,7.0,14.8,40.0,7.0,9.5,13.8,10.11,14.0,50.5,7.42,9.12
2007-06-28,10.1,9.3,6.0,9.3,5.5,5.25,11.65,7.4,60.5,7.3,11.7,7.0,14.8,45.0,7.0,9.5,13.8,10.11,14.0,50.5,7.4,9.1
2007-06-29,10.0,9.95,6.0,9.3,5.5,5.25,11.65,7.375,60.25,7.35,11.65,7.0,14.8,45.0,7.0,9.5,13.85,10.25,14.0,50.5,7.5,9.05
2007-06-30,10.0625,9.75,5.5,9.3,7.0,5.25,11.65,7.35,60.0,7.5125,11.5,7.0,14.8,45.0,7.0,9.6,13.9,10.2,14.0,51.0,7.525,9.1
2007-07-01,10.125,9.77,6.0,9.3,5.5,5.25,11.65,7.325,60.0,7.675,11.5,7.0,14.8,46.66666666666667,7.166666666666666,9.6,13.95,10.15,14.0,51.0,7.55,9.11
2007-07-02,10.1875,9.79,6.0,9.3,5.5,5.25,11.65,7.3,59.75,7.8375,11.5,7.0,14.8,48.33333333333333,7.333333333333334,9.6,14.0,10.1,14.0,51.0,7.575,9.12
2007-07-03,10.25,9.81,7.0,9.3,6.0,5.25,11.65,7.4,59.5,8.0,11.5,7.0,14.8,50.0,7.5,9.6,14.2,10.05,14.0,51.0,7.6,9.13
2007-07-04,10.25,9.83,6.5,9.3,6.0,5.25,11.65,7.4,58.6,8.5,11.55,7.0,14.8,45.0,7.5,9.6,14.2,10.05,14.0,51.0,7.6,9.14
2007-07-05,10.25,9.85,6.0,9.25,5.5,5.25,11.65,7.5,58.5,8.7,11.6,7.0,14.8,48.0,7.0,9.6,14.2,10.1,14.0,51.0,7.6,9.15
2007-07-06,10.25,10.1,6.5,9.25,6.0,5.25,11.65,7.5,58.6,8.8,11.5,7.0,15.0,45.0,7.0,9.6,14.2,10.11,14.0,51.0,7.6,9.15
2007-07-07,10.25,9.8,6.0,9.25,5.5,5.25,11.65,7.5,59.0,8.9,11.6,7.0,15.2,44.0,7.0,9.6,14.2,10.38,14.0,51.25,7.65,9.15
2007-07-08,10.375,9.966666666666667,5.5,9.266666666666666,5.5,5.25,11.65,7.5,59.25,9.166666666666666,11.616666666666667,7.0,15.4,44.5,7.0,9.616666666666667,14.25,10.455,14.0,51.25,7.66,9.156
2007-07-09,10.5,10.133333333333333,6.0,9.283333333333333,5.5,5.25,11.65,7.5,59.5,9.433333333333334,11.633333333333333,6.5,15.4,45.0,7.0,9.633333333333333,14.25,10.53,14.0,51.25,7.67,9.162
2007-07-10,10.625,10.3,6.0,9.3,5.5,5.25,11.65,7.5,59.75,9.7,11.65,7.0,15.5,45.5,7.0,9.65,14.25,10.605,14.0,51.25,7.68,9.168
2007-07-11,10.75,10.25,6.0,9.3,5.5,5.25,11.65,7.5,60.0,9.8,11.65,7.0,15.5,46.0,7.0,9.65,14.25,10.68,14.0,52.5,7.68,9.174
2007-07-12,10.75,10.2,6.0,9.3,6.0,5.25,11.65,7.5,59.75,10.0,11.6,7.0,15.5,48.0,7.0,9.65,14.25,10.65,14.0,52.5,7.7,9.18
2007-07-13,10.75,10.25,6.0,9.3,5.5,5.25,11.65,7.4,59.0,10.5,11.9,7.0,15.5,49.0,7.0,9.65,14.25,11.0,14.0,52.5,7.7,9.18
2007-07-14,10.65,10.3,6.0,9.35,5.5,5.25,11.65,7.4,58.85,10.7,11.8,7.0,15.5,49.25,7.0,9.7,14.25,10.7,14.0,53.0,7.7,9.18
2007-07-15,10.65,10.166666666666666,6.0,9.35,6.0,5.25,11.65,7.5,58.8,10.733333333333333,11.85,7.0,15.5,49.5,7.0,9.716666666666667,14.25,10.666666666666668,14.0,53.0,7.7,9.184
2007-07-16,10.65,10.033333333333333,6.0,9.35,6.2,5.25,11.65,7.5,58.75,10.766666666666667,11.9,7.0,15.5,49.75,7.0,9.733333333333334,14.25,10.633333333333333,14.0,53.0,7.7,9.188
2007-07-17,10.65,9.9,6.0,9.35,5.5,5.25,11.65,7.5,58.7,10.8,11.95,7.0,15.5,50.0,7.0,9.75,14.25,10.6,14.0,53.0,7.7,9.192
2007-07-18,10.7,9.9,6.0,9.35,5.5,5.25,11.65,7.5,58.65,10.85,11.9,7.0,15.5,48.0,7.0,9.75,14.25,10.65,14.0,53.0,7.75,9.196
2007-07-19,10.55,9.8,6.0,9.35,5.5,5.25,11.65,7.5,58.5,10.85,11.95,7.0,15.5,45.0,7.0,9.75,14.35,10.4,14.0,53.0,7.75,9.2
2007-07-20,10.6,9.9,6.5,9.6,5.5,5.25,11.65,7.5,58.75,10.8,11.9,7.0,15.666666666666668,50.0,7.0,9.8,14.35,10.55,14.0,53.0,7.75,9.2
2007-07-21,10.7,10.1,6.0,9.6,5.5,5.25,11.65,7.5,59.0,11.5,11.95,7.0,15.833333333333332,49.5,7.0,9.8,14.35,10.65,14.0,54.0,7.75,9.2
2007-07-22,10.683333333333332,10.016666666666666,9.0,9.6,8.0,6.25,11.65,7.5,58.75,11.666666666666668,11.966666666666667,7.0,16.0,49.0,7.0,9.8,14.35,10.633333333333333,14.0,54.0,7.75,9.2
2007-07-23,10.666666666666668,9.933333333333334,10.0,9.6,8.5,7.5,11.65,7.5,58.5,11.833333333333332,11.983333333333333,7.0,16.0,48.5,7.0,9.8,14.35,10.616666666666667,14.0,54.0,7.75,9.2
2007-07-24,10.65,9.85,10.0,9.6,7.0,5.25,11.65,7.6,58.6,12.0,12.0,7.0,16.0,48.0,7.0,9.8,14.35,10.6,14.0,54.0,7.75,9.2
2007-07-25,10.6,9.9,10.0,9.7,7.0,5.25,11.65,7.5,58.5,12.2,11.95,7.0,16.0,46.0,7.0,9.9,14.35,10.5,14.0,54.5,7.8,9.2
2007-07-26,10.6,10.0,10.0,9.7,7.0,5.25,11.65,7.4,58.0,12.2,11.9,7.0,16.0,48.0,7.0,9.9,14.35,10.55,14.0,54.5,7.8,9.2
2007-07-27,10.6,9.85,10.0,9.7,9.0,5.25,11.65,7.4,58.0,12.3,11.9,6.666666666666666,16.0,49.0,7.0,9.9,14.35,10.55,14.0,54.5,7.8,9.25
2007-07-28,10.55,9.75,10.0,9.8,8.0,5.25,11.65,7.4,58.25,12.325,12.0,6.333333333333334,16.0,48.0,7.0,10.0,14.35,10.45,14.0,55.0,7.808333333333334,9.25
2007-07-29,10.516666666666667,9.733333333333334,12.0,9.8,8.0,5.25,11.65,7.4,58.4,12.35,12.0,6.0,16.0,45.33333333333333,7.0,10.0,14.35,10.5,14.0,55.0,7.816666666666666,9.25
2007-07-30,10.483333333333333,9.716666666666667,12.5,9.8,8.0,5.25,11.65,7.4,58.5,12.375,12.0,6.0,16.0,42.66666666666667,7.0,10.0,14.35,10.55,14.0,55.0,7.825,9.25
2007-07-31,10.45,9.7,12.5,9.8,8.0,5.25,11.65,7.4,58.66666666666667,12.4,12.0,6.5,16.0,40.0,7.0,10.0,14.35,10.6,14.0,55.0,7.833333333333334,9.25
2007-08-01,10.45,9.7,12.0,9.8,8.0,5.25,11.65,7.4,58.83333333333333,12.425,11.9,6.5,16.0,45.0,7.0,10.0,14.35,10.6,14.027777777777779,55.0,7.841666666666666,9.25
2007-08-02,10.55,9.65,12.0,9.8,8.0,5.25,11.65,7.4,59.0,12.45,12.0,6.5,16.0,43.33333333333333,7.0,10.0,14.35,10.55,14.055555555555555,55.0,7.85,9.25
2007-08-03,10.45,9.6,12.5,9.8,10.0,5.25,11.65,7.4,59.25,12.5,12.0,6.5,16.0,41.66666666666667,7.0,10.0,14.35,10.55,14.083333333333332,55.0,7.85,9.3
2007-08-04,10.45,9.5,12.5,9.75,10.0,6.25,11.65,7.3,58.9,12.6,11.95,6.5,16.0,40.0,7.0,10.0,14.35,10.55,14.111111111111109,56.0,7.85,9.35
2007-08-05,10.35,9.54,12.5,9.75,6.0,5.25,11.65,7.3,58.0,12.633333333333333,12.0,6.5,16.0,38.333333333333336,7.0,10.0,14.4,10.45,14.138888888888891,56.0,7.85,9.57
2007-08-06,10.25,9.58,12.0,9.75,7.0,5.75,11.65,7.3,57.0,12.666666666666668,12.05,6.5,16.0,36.66666666666667,7.0,10.0,14.4,10.35,14.166666666666668,56.0,7.85,9.79
2007-08-07,10.15,9.62,12.5,9.75,8.0,5.75,11.65,7.3,56.5,12.7,12.1,7.0,16.0,35.0,7.0,10.0,14.4,10.25,14.194444444444445,56.0,7.85,10.01
2007-08-08,10.25,9.66,11.5,9.8,7.5,5.25,11.65,7.3,54.0,12.7,11.95,7.0,16.0,35.333333333333336,7.0,10.1,14.4,10.35,14.222222222222221,56.25,7.85,10.23
2007-08-09,10.45,9.7,12.5,9.8,9.5,5.25,11.65,7.3,52.0,12.8,12.15,7.0,16.0,35.666666666666664,7.0,10.1,14.4,10.6,14.25,56.25,7.85,10.45
2007-08-10,10.45,9.6,13.0,9.8,5.0,5.25,11.65,7.3,49.33333333333333,12.85,12.0,7.0,16.0,36.0,7.0,10.1,14.4,10.55,14.277777777777779,56.25,7.85,9.6
2007-08-11,10.45,9.5,12.5,9.85,9.0,5.75,11.8125,7.3,46.66666666666667,12.9,12.05,7.0,16.0,36.333333333333336,7.0,10.25,14.4,10.55,14.305555555555555,56.0,7.85,10.45
2007-08-12,10.45,9.633333333333333,10.0,9.85,8.5,5.25,11.975,7.4,44.0,12.933333333333332,12.033333333333333,7.0,16.0,36.66666666666666,7.0,10.25,14.4,10.55,14.333333333333332,56.0,7.86,10.45
2007-08-13,10.45,9.766666666666666,13.0,9.85,7.0,6.25,12.1375,7.4,44.0,12.966666666666667,12.016666666666667,7.0,16.0,37.0,7.0,10.25,14.4,10.55,14.361111111111109,56.0,7.87,10.45
2007-08-14,10.45,9.9,12.0,9.85,11.0,5.9833333333333325,12.3,7.4,39.75,13.0,12.0,7.0,16.0,35.0,7.0,10.25,14.5,10.55,14.388888888888891,56.0,7.88,10.45
2007-08-15,10.45,9.9,12.6,9.85,11.5,5.716666666666666,12.3,7.5,38.0,13.266666666666667,12.033333333333333,7.0,16.0,38.333333333333336,6.833333333333334,10.2625,14.5,10.566666666666668,14.416666666666668,53.25,7.886666666666668,10.216666666666667
2007-08-16,10.45,9.9,13.2,9.85,11.0,5.45,12.3,7.6,36.0,13.533333333333333,12.066666666666668,7.0,16.0,41.66666666666667,6.666666666666666,10.275,14.5,10.583333333333332,14.444444444444445,50.5,7.893333333333333,9.983333333333334
2007-08-17,10.45,9.9,13.8,9.85,11.5,5.75,12.3,7.6,30.0,13.8,12.1,7.0,16.0,45.0,6.5,10.2875,14.75,10.6,14.472222222222221,47.75,7.9,9.75
2007-08-18,10.45,9.75,14.4,9.85,11.5,5.75,12.3,7.5,29.0,14.0,12.1,7.0,16.0,45.0,7.0,10.3,14.75,10.55,14.5,45.0,7.9,9.75
2007-08-19,10.45,9.8,15.0,9.833333333333334,9.0,5.25,12.3,7.5,28.0,14.366666666666667,12.066666666666668,7.0,16.0,45.0,7.166666666666666,10.316666666666668,14.75,10.5375,14.5,42.66666666666667,7.9,9.77
2007-08-20,10.45,9.85,16.5,9.816666666666666,12.0,6.25,12.3,7.5,27.0,14.733333333333333,12.033333333333333,7.0,16.0,45.0,7.333333333333334,10.333333333333332,14.75,10.525,14.5,40.333333333333336,7.9,9.79
2007-08-21,10.45,9.9,17.0,9.8,12.0,6.25,12.3,7.5,27.0,15.1,12.0,7.0,16.0,45.0,7.5,10.35,14.75,10.5125,14.5,38.0,7.9,9.81
2007-08-22,10.45,9.65,16.5,9.8,11.0,6.25,12.3,7.5,26.5,15.7,12.0,7.0,16.0,40.0,7.5,10.35,14.75,10.5,14.5,37.0,7.9,9.83
2007-08-23,10.45,9.6,15.0,9.85,12.0,6.75,12.3,7.4,26.5,15.75,12.2,7.0,16.0,45.0,7.0,10.35,14.75,10.55,14.5,37.0,7.9,9.85
2007-08-24,10.45,9.5,16.5,9.85,13.0,6.25,12.3,7.4,26.8,16.5,12.0,7.0,16.0,40.0,6.5,10.35,14.75,10.55,14.5,35.0,8.0,9.88
2007-08-25,10.35,9.6,16.5,9.9,10.0,6.25,12.3,7.5,26.8,17.0,12.15,7.0,16.0,40.0,6.5,10.4,14.75,10.35,14.5,33.0,8.0,9.88
2007-08-26,10.34,9.6,16.5,9.916666666666666,11.0,6.25,12.3,7.5,27.0,17.166666666666668,12.14,7.0,16.0,38.333333333333336,6.5,10.408333333333333,14.75,10.38,14.5,32.958333333333336,8.0,9.874
2007-08-27,10.33,9.6,16.5,9.933333333333334,11.0,6.4,12.3,7.5,27.0,17.333333333333332,12.13,7.0,16.0,36.66666666666666,6.5,10.416666666666668,14.75,10.41,14.5,32.916666666666664,8.0,9.868
2007-08-28,10.32,9.6,16.5,9.95,12.0,6.25,12.3,7.4,27.0,17.5,12.12,7.0,16.0,35.0,6.5,10.425,14.75,10.44,14.5,32.875,8.0,9.862
2007-08-29,10.31,9.6,17.5,9.966666666666667,11.0,6.25,12.3,7.4,26.8,17.5,12.11,7.0,16.0,34.0,6.0,10.433333333333332,14.75,10.47,14.5,32.833333333333336,8.05,9.856
2007-08-30,10.3,9.6,18.0,9.983333333333334,17.0,6.25,12.3,7.4,26.5,17.0,12.1,7.0,16.0,35.0,6.5,10.441666666666668,14.75,10.5,14.5,32.791666666666664,8.05,9.85
2007-08-31,10.3,9.65,13.0,10.0,8.5,6.25,12.3,7.4,26.5,16.8,12.0,6.916666666666666,16.0,32.0,6.5,10.45,14.75,10.35,14.5,32.75,8.04,9.85
2007-09-01,10.35,9.75,15.0,10.016666666666666,9.0,6.25,12.3,7.4,26.5,16.6,12.0,6.833333333333334,16.0,34.0,7.0,10.458333333333332,14.75,10.4,14.5,32.708333333333336,8.03,9.85
2007-09-02,10.35,9.76,12.5,10.033333333333333,10.0,6.25,12.3,7.4,26.5,16.4,12.033333333333333,6.75,16.0,34.0,6.833333333333334,10.466666666666667,14.75,10.4,14.5,32.666666666666664,8.02,9.88
2007-09-03,10.35,9.77,13.0,10.05,11.0,6.25,12.3,7.4,26.5,16.2,12.066666666666668,7.0,16.0,34.0,6.666666666666666,10.475,14.75,10.4,14.5,32.625,8.01,9.91
2007-09-04,10.35,9.78,12.5,10.066666666666666,8.5,9.5,12.3,7.4,26.45,16.0,12.1,7.0,16.0,34.0,6.5,10.483333333333333,14.75,10.4,14.5,32.583333333333336,8.0,9.94
2007-09-05,10.35,9.79,12.5,10.083333333333334,8.5,9.5,12.3,7.4,26.6,16.2,12.2,7.0,16.0,34.0,6.5,10.491666666666667,14.75,10.4,14.5,32.541666666666664,8.0,9.97
2007-09-06,10.35,9.8,12.5,10.1,8.5,9.5,12.3,7.4,26.45,16.25,12.15,7.0,16.0,34.85714285714286,6.642857142857142,10.5,14.75,10.4,14.5,32.5,8.0,10.0
2007-09-07,10.35,9.81,12.5,10.1,8.5,9.5,12.3,7.4,26.0,16.25,12.0,7.0,16.0,35.714285714285715,6.7857142857142865,10.5,14.75,10.4,14.5,32.5,8.0,10.0
2007-09-08,10.35,9.82,14.0,10.1,8.5,9.5,12.3,7.4,25.8,16.2,12.1,7.0,16.0,36.57142857142857,6.928571428571429,10.5,14.75,10.41,14.5,32.25,8.0,10.0
2007-09-09,10.35,9.83,15.0,10.1,9.0,6.25,12.3,7.4,25.6,16.166666666666668,12.116666666666667,7.0,16.0,37.428571428571416,7.071428571428571,10.5,14.75,10.42,14.5,32.25,7.933333333333334,10.02
