date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other,Potato_Red,Wheat_Dara
2005-01-01,7.75,8.45,4.5,7.75,3.0,4.4,13.0,3.6,20.45,6.5,9.15,4.75,13.5,24.0,4.5,8.8,12.0,8.0,13.4,22.5,2.7,6.85
2005-01-02,7.75,8.45,4.5,7.75,3.0,4.4,13.0,3.6,20.45,6.5,9.15,4.75,13.5,24.0,4.5,8.8,12.0,8.0,13.4,22.5,2.7,6.85
2005-01-03,7.75,8.45,4.5,7.75,3.0,4.4,13.0,3.6,20.45,6.5,9.15,4.75,13.5,24.0,4.5,8.8,12.0,8.0,13.4,22.5,2.7,6.85
2005-01-04,7.75,8.45,4.5,7.75,3.0,4.4,13.0,3.6,20.45,6.5,9.15,4.75,13.5,24.0,4.5,8.8,12.0,8.0,13.4,22.5,2.7,6.85
2005-01-05,7.9,8.15,4.5,7.7666666666666675,3.0,4.4,12.666666666666668,3.6,20.5,6.5,9.133333333333333,5.25,13.5,24.0,5.0,8.816666666666666,12.0,8.0,13.4,22.583333333333336,2.68,6.85
2005-01-06,7.8,8.45,4.5,7.783333333333334,3.0,4.4,12.333333333333332,3.6,20.55,6.55,9.116666666666667,4.7,13.5,24.0,5.0,8.833333333333334,12.0,8.0,13.4,22.666666666666664,2.68,6.85
2005-01-07,7.8,8.5,4.5,7.8,3.0,4.4,12.0,3.6,20.6,6.55,9.1,4.76,13.5,24.0,5.0,8.85,12.0,8.0,13.4,22.75,2.68,6.85
2005-01-08,7.875,8.4,4.5,7.8,3.0,4.4,11.625,3.6,20.6,6.55,9.1,4.82,13.5,24.25,5.0,8.85,12.0,8.0625,13.4,22.75,2.68,6.85
2005-01-09,7.95,8.28,4.5,7.8,3.0,4.4,11.25,3.6,20.566666666666666,6.533333333333334,9.083333333333334,4.88,13.5,24.5,5.0,8.85,12.0,8.125,13.25,22.75,2.67,6.85
2005-01-10,8.025,8.16,4.5,7.8,3.0,4.4,10.875,3.6,20.53333333333333,6.5166666666666675,9.066666666666666,4.94,13.5,24.75,5.0,8.85,12.0,8.1875,13.4,22.75,2.66,6.85
2005-01-11,8.1,8.04,4.5,7.8,3.0,4.4,10.5,3.6,20.5,6.5,9.05,5.0,13.5,25.0,5.0,8.85,12.0,8.25,13.4,22.75,2.65,6.85
2005-01-12,8.0,7.92,4.5,7.8,3.0,4.4,10.5,3.6,20.4,5.5,9.0,4.75,13.5,24.0,6.0,8.85,12.0,8.1,13.4,22.75,2.65,6.85
2005-01-13,8.0,7.8,4.5,7.8,3.0,4.4,10.5,3.6,20.5,5.5,9.1,4.8,13.5,26.0,6.5,8.85,12.0,8.1,13.4,22.75,2.65,6.85
2005-01-14,8.03,7.95,4.5,7.79,3.0,4.4,10.6,3.6,20.5,5.5,9.1,4.84,13.5,26.0,6.2,8.84,12.0,8.1,13.4,22.75,2.65,6.85
2005-01-15,8.06,8.1,4.5,7.78,3.0,4.4,10.7,3.6,20.6,5.58,9.0,4.88,13.5,26.0,5.9,8.83,12.0,8.1,13.4,22.75,2.7,6.85
2005-01-16,8.09,8.25,4.5,7.77,3.0,4.4,10.8,3.6,21.066666666666666,5.52,9.05,4.92,13.5,26.0,5.6,8.82,12.0,8.1,13.4,22.75,2.683333333333333,6.85
2005-01-17,8.12,8.4,4.5,7.76,2.0,5.0,10.9,3.6,21.53333333333333,5.46,9.1,4.96,13.5,26.0,5.3,8.81,12.0,8.1,13.4,22.75,2.666666666666667,6.85
2005-01-18,8.15,8.55,4.0,7.75,2.4,5.0,11.0,3.6,22.0,5.4,9.15,5.0,13.5,26.0,5.0,8.8,12.0,8.1,13.4,22.75,2.65,6.85
2005-01-19,8.2,8.7,3.875,7.75,2.475,5.0625,12.5,3.6,21.8,5.45,9.1,5.0,13.5,27.0,5.5,8.8,12.0,8.3,13.4,22.75,2.65,6.85
2005-01-20,8.2,8.5,3.75,7.75,2.55,5.125,12.5,3.6,22.5,5.45,9.1,5.25,13.5,25.0,5.5,8.8,12.0,8.4,13.4,22.75,2.65,6.85
2005-01-21,8.2,8.55,3.625,7.74,2.625,5.1875,12.4,3.6,22.75,5.466666666666666,9.15,5.2,13.5,25.4,5.4,8.81,12.0,8.48,13.4,22.7,2.666666666666667,6.85
2005-01-22,8.2,8.6,3.5,7.73,2.7,5.25,12.3,3.6,22.8,5.4833333333333325,9.1,5.15,13.5,25.8,5.3,8.82,12.0,8.56,13.4,22.65,2.683333333333333,6.85
2005-01-23,8.2,8.65,3.375,7.72,2.775,5.3125,12.2,3.6,23.066666666666666,5.5,9.1,5.1,13.5,26.2,5.2,8.83,12.0,8.64,13.4,22.6,2.7,6.85
2005-01-24,8.2,8.7,3.25,7.71,2.85,5.375,12.1,3.6,23.333333333333336,5.5,9.1,5.05,13.5,26.6,5.1,8.84,12.0,8.72,13.4,22.55,2.7,6.85
2005-01-25,8.2,8.75,3.125,7.7,2.925,5.4375,12.0,3.6,23.6,5.5,9.1,5.0,13.5,27.0,5.0,8.85,12.0,8.8,13.4,22.5,2.7,6.85
2005-01-26,8.183333333333334,8.683333333333334,3.0,7.716666666666666,3.0,5.5,12.166666666666668,3.6,23.825,5.5,9.1125,4.928571428571427,13.428571428571427,27.333333333333336,5.333333333333334,8.833333333333334,12.0,8.633333333333333,13.4,22.5,2.7,6.85
2005-01-27,8.166666666666666,8.616666666666667,2.8,7.7333333333333325,3.0,4.5,12.333333333333332,3.6,24.05,5.5,9.125,4.8571428571428585,13.357142857142858,27.666666666666664,5.666666666666666,8.816666666666666,12.0,8.466666666666667,13.4,22.5,2.7,6.85
2005-01-28,8.15,8.55,2.916666666666667,7.75,2.966666666666667,4.75,12.5,3.6,24.275,5.5,9.1375,4.785714285714286,13.285714285714285,28.0,6.0,8.8,12.0,8.3,13.4,22.5,2.7,6.85
2005-01-29,8.2,8.45,3.033333333333333,7.75,2.933333333333333,5.0,12.5,3.6,24.5,5.5,9.15,4.714285714285714,13.214285714285715,28.0,5.5,8.8,12.0,8.3,13.4,22.5,2.68,6.85
2005-01-30,8.133333333333333,8.55,3.15,7.7666666666666675,2.9,5.25,12.666666666666668,3.6,24.516666666666666,5.475,9.15,4.6428571428571415,13.142857142857142,28.333333333333336,5.333333333333334,8.833333333333334,12.0,8.3,13.4,22.5,2.68,6.85
2005-01-31,8.066666666666666,8.65,3.266666666666667,7.783333333333334,2.8666666666666667,5.5,12.833333333333332,3.6,24.53333333333333,5.45,9.15,4.571428571428571,13.071428571428573,28.666666666666664,5.166666666666666,8.866666666666667,12.0,8.3,13.4,22.5,2.68,6.85
2005-02-01,8.0,8.75,3.3833333333333333,7.8,2.833333333333333,5.75,13.0,3.6,24.55,5.425,9.15,4.5,13.0,29.0,5.0,8.9,12.0,8.3,13.4,22.5,2.68,6.85
2005-02-02,8.1,8.3,3.5,7.8,2.8,6.0,11.0,3.6,24.566666666666666,5.4,9.15,4.75,13.0,27.0,5.5,8.9,12.0,8.35,13.4,22.5,2.68,6.85
2005-02-03,8.07,8.65,3.166666666666667,7.8,2.766666666666667,6.0,16.0,3.6,24.583333333333336,5.4,9.15,4.75,13.0,27.0,5.5,8.9,12.0,8.15,13.4,22.5,2.68,6.85
2005-02-04,8.1,8.5,2.833333333333333,7.8,2.733333333333333,6.0,11.5,3.6,24.6,5.4,9.15,4.65,13.0,28.0,6.0,8.9,12.0,8.2,13.4,22.5,2.68,6.85
2005-02-05,8.1,8.65,2.5,7.9,2.7,6.0,11.5,3.6,29.8,5.4,9.5,4.55,13.0,28.0,5.5,8.9,12.0,8.2,13.4,22.5,2.68,6.85
2005-02-06,7.9833333333333325,8.716666666666667,3.0,7.9,3.0,6.0,11.5,3.6,28.73,5.1,9.43,4.45,13.0,28.05,5.333333333333334,8.883333333333333,12.0,8.05,13.4,22.666666666666664,2.67,6.85
2005-02-07,7.866666666666666,8.783333333333333,3.0,7.9,3.0,5.2,11.5,3.6,27.66,4.8,9.36,4.35,13.0,28.1,5.166666666666666,8.866666666666667,12.0,7.9,13.4,22.833333333333336,2.66,6.85
2005-02-08,7.75,8.85,3.2,7.9,3.0,4.5,11.5,3.6,26.59,4.5,9.29,4.25,13.0,28.15,5.0,8.85,12.0,7.75,13.4,23.0,2.65,6.85
2005-02-09,7.87,8.25,3.8,7.9,3.0,4.5,11.5,3.6,25.52,4.5,9.22,4.5,13.0,28.2,5.5,8.85,12.0,7.9,13.4,23.0,2.65,6.85
2005-02-10,7.85,8.45,3.5,7.9,3.1,3.0,11.5,3.6,24.45,4.4,9.15,4.75,13.0,28.25,5.5,8.85,12.0,7.9,13.4,23.0,2.6,6.85
2005-02-11,7.7,7.6,3.0,7.9,3.0,2.8,11.5,3.6,24.5,4.4,9.25,4.6,13.0,28.3,5.5,8.85,12.0,7.8,13.4,23.0,2.6,6.85
2005-02-12,7.6960000000000015,8.85,4.0,7.9,3.5,3.2,11.625,3.6,26.0,4.4,9.3,4.45,13.0,28.35,5.625,8.841666666666667,12.0,7.784,13.4,23.0,2.6,6.85
2005-02-13,7.692,8.7,4.0,7.9,3.5,3.2,11.75,3.6,26.53333333333333,4.45,9.266666666666666,4.3,13.0,28.4,5.75,8.833333333333334,12.0,7.768,13.4,23.0,2.6,6.85
2005-02-14,7.688,8.55,4.2,7.9,3.2,3.2,11.875,3.6,27.066666666666666,4.5,9.233333333333334,4.15,13.0,28.45,5.875,8.825,12.0,7.752000000000002,13.4,23.0,2.6,6.85
2005-02-15,7.684,8.4,3.0,7.9,3.2,3.2,12.0,3.6,27.6,4.55,9.2,4.0,13.0,28.5,6.0,8.816666666666666,12.0,7.7360000000000015,13.4,23.0,2.6,6.85
2005-02-16,7.68,8.3,3.0,7.9,3.7,3.2,12.0,3.6,27.5,4.6,9.35,4.5,13.0,34.0,5.5,8.808333333333334,12.0,7.72,13.4,23.0,2.6,6.85
2005-02-17,7.6,8.316666666666666,3.5,7.9,3.0,3.75,11.666666666666668,3.6,27.4,4.6,9.35,4.0,13.0,34.0,5.5,8.8,12.0,7.8,13.4,23.0,2.6,6.85
2005-02-18,7.553333333333334,8.333333333333334,4.0,7.9,4.0,3.7,11.333333333333332,3.6,27.5,4.6,9.4,4.083333333333333,13.0,34.0,6.0,8.8,12.0,7.783333333333334,13.4,23.0,2.55,6.85
2005-02-19,7.506666666666666,8.35,3.5,7.9,2.8,3.3,11.0,3.6,28.6,4.6,9.4,4.166666666666667,13.0,29.0,5.0,8.8,12.0,7.7666666666666675,13.4,23.5,2.55,6.85
2005-02-20,7.46,8.0375,4.0,7.8,3.0,3.5,11.0,3.6,28.566666666666666,4.6,9.4125,4.25,13.0,29.0,5.333333333333334,8.7875,12.0,7.75,13.4,23.5,2.55,6.85
2005-02-21,7.413333333333334,7.725,3.0,7.7,2.3,3.625,11.0,3.6,28.53333333333333,4.6,9.425,4.333333333333333,13.0,29.0,5.666666666666666,8.775,12.0,7.7333333333333325,13.4,23.5,2.55,6.85
2005-02-22,7.366666666666666,7.4125,3.166666666666667,7.6,2.45,3.75,11.0,3.6,28.5,4.6,9.4375,4.416666666666667,13.0,29.0,6.0,8.7625,12.0,7.716666666666666,13.4,23.5,2.55,6.85
2005-02-23,7.32,7.1,3.333333333333333,7.5,2.6,3.875,11.0,3.6,28.4,4.6,9.45,4.5,13.0,29.5,5.5,8.75,12.0,7.7,13.4,23.5,2.55,6.85
2005-02-24,7.25,8.1,3.5,7.8,2.75,4.0,11.0,3.6,28.6,4.65,9.5,4.75,13.0,28.0,5.0,8.75,12.0,7.5,13.4,23.5,2.6,6.85
2005-02-25,7.35,7.65,3.666666666666667,7.8,2.9,4.125,10.5,3.6,28.75,4.65,9.4,4.6,13.0,28.0,5.5,8.75,12.0,7.55,13.4,23.5,2.6,6.85
2005-02-26,7.25,6.9,3.833333333333334,7.8,3.05,4.25,11.0,3.6,28.9,4.65,9.45,4.45,13.0,28.0,5.5,8.75,12.0,7.5375,13.4,23.5,2.6,6.85
2005-02-27,7.15,7.15,4.0,7.633333333333334,3.2,4.375,11.25,3.6,29.05,4.6375,9.45,4.3,13.0,26.666666666666664,5.5,8.766666666666666,12.0,7.525,13.4,23.666666666666664,2.6125,6.85
2005-02-28,7.05,7.4,4.066666666666666,7.466666666666666,2.8,4.5,11.5,3.6,29.2,4.625,9.45,4.15,13.0,25.333333333333336,5.5,8.783333333333333,12.0,7.5125,13.4,23.833333333333336,2.625,6.85
2005-03-01,6.95,7.65,4.133333333333333,7.3,3.5,4.625,11.75,3.6,29.35,4.6125,9.45,4.0,13.0,24.0,5.5,8.8,12.0,7.5,13.4,24.0,2.6375,6.85
2005-03-02,7.15,7.7,4.2,7.1,3.2,4.75,12.0,3.6,29.5,4.6,9.45,4.25,13.0,25.0,5.5,8.9,12.0,7.45,13.4,24.5,2.65,6.85
2005-03-03,7.25,8.15,3.5,7.25,3.5,4.875,12.0,3.6,29.75,4.6,9.5,4.0,13.0,25.0,6.0,8.9,12.0,7.8,13.4,25.0,3.0,6.85
2005-03-04,7.25,8.02142857142857,3.2,7.25,3.5,5.0,12.041666666666668,3.6,29.7,4.6,9.45,4.1,13.0,25.0,6.0,8.9,12.0,7.5,13.4,25.0,3.9,6.85
2005-03-05,7.35,7.892857142857142,3.5,7.3,2.8,4.955263157894737,12.083333333333332,3.6,29.675,5.0,9.4875,4.2,13.0,26.0,6.5,8.9,12.0,8.0,13.4,25.5,3.9,6.85
2005-03-06,7.366666666666666,7.764285714285713,3.5,7.33,2.8,4.910526315789474,12.125,3.6,29.65,5.0,9.525,4.3,13.0,26.5,5.8,8.92,12.0,7.9,13.4,25.6,3.9,6.85
2005-03-07,7.383333333333334,7.635714285714285,4.2,7.36,3.2,4.86578947368421,12.166666666666668,3.6,29.625,5.0,9.5625,4.4,13.0,27.0,5.1,8.94,12.0,7.8,13.4,25.7,3.9,6.85
2005-03-08,7.4,7.507142857142856,2.4,7.39,2.0,4.821052631578947,12.208333333333332,3.6,29.6,5.0,9.6,4.5,13.0,27.5,4.4,8.96,12.0,7.7,13.4,25.8,3.9,6.85
2005-03-09,7.416666666666666,7.378571428571429,2.5,7.42,2.2,4.776315789473684,12.25,3.6,29.5,5.0,9.5,4.0,13.0,28.0,3.7,8.98,12.0,7.6,13.4,25.9,3.9,6.85
2005-03-10,7.433333333333334,7.25,3.066666666666667,7.45,2.8,4.731578947368421,12.291666666666668,3.6,29.6,5.0,9.5,4.5,13.0,28.5,3.0,9.0,12.0,7.5,13.4,26.0,3.9,6.85
2005-03-11,7.45,7.7,3.633333333333333,7.45,3.4,4.686842105263158,12.333333333333332,3.6,31.0,5.1,9.6,4.4,13.0,29.0,5.0,9.0,12.0,7.4,13.4,26.0,4.0,6.85
2005-03-12,7.3125,7.85,4.2,7.4375,4.0,4.642105263157895,12.375,3.6,32.0,5.1,9.6,4.3,13.0,29.0,5.0,8.9375,12.0,7.3,13.4,26.25,4.0,6.85
2005-03-13,7.175,8.0,4.2,7.425,4.25,4.597368421052631,12.416666666666668,3.9,32.2,5.066666666666666,9.6,4.2,13.0,29.0,5.0,8.875,12.0,7.2,13.4,26.5,4.033333333333333,6.85
2005-03-14,7.0375,8.15,4.2,7.4125,4.225,4.552631578947368,12.458333333333332,3.7,32.4,5.033333333333333,9.6,4.1,13.0,29.0,5.0,8.8125,12.0,7.1,13.4,26.75,4.066666666666666,6.85
2005-03-15,6.9,8.3,4.2,7.4,4.2,4.507894736842105,12.5,3.6,32.6,5.0,9.6,4.0,13.0,29.0,5.0,8.75,12.0,7.0,13.4,27.0,4.1,6.85
2005-03-16,7.25,7.6,4.2,7.4,4.175,4.463157894736842,12.5,3.7,32.5,5.0,9.65,4.5,13.0,30.0,5.5,8.75,12.5,7.65,13.4,27.0,4.1,6.85
2005-03-17,6.95,8.65,4.2,7.4,4.15,4.41842105263158,11.0,3.8,32.5,5.0,9.6,5.0,13.0,32.0,5.5,8.75,12.5,7.8,13.4,27.0,3.5,6.85
2005-03-18,7.1,8.05,4.2,7.4,4.125,4.373684210526315,11.0,4.0,32.6,5.0,9.61,4.8,13.0,32.0,5.5,8.75,12.5,7.45,13.406593406593409,27.0,3.5,6.85
2005-03-19,7.15,7.8,4.2,7.4,4.1,4.328947368421051,11.0,4.2,32.8,5.0,9.62,4.6,13.0,32.0,5.5,8.75,12.5,7.75,13.413186813186812,27.0,3.5,6.85
2005-03-20,7.066666666666666,7.966666666666666,4.2,7.383333333333334,4.075,4.28421052631579,11.333333333333332,4.1,33.06666666666666,5.0,9.63,4.4,13.0,32.166666666666664,5.333333333333334,8.733333333333334,12.5,7.5,13.419780219780222,27.0,3.5,6.85
2005-03-21,6.9833333333333325,8.133333333333333,4.2,7.366666666666666,4.05,4.239473684210527,11.666666666666668,4.0,33.333333333333336,5.0,9.64,4.2,13.0,32.333333333333336,5.166666666666666,8.716666666666667,12.5,7.25,13.426373626373627,27.0,3.5,6.85
2005-03-22,6.9,8.3,4.2,7.35,4.025,4.1947368421052635,12.0,4.1,33.6,5.0,9.65,4.0,13.0,32.5,5.0,8.7,12.5,7.0,13.432967032967033,27.0,3.5,6.85
2005-03-23,6.85,8.286363636363637,4.2,7.35,4.0,4.15,11.0,4.1,33.5,5.0,9.6,4.5,13.0,30.0,5.0,8.7,12.5,7.25,13.43956043956044,27.0,3.5,6.85
2005-03-24,7.1,8.272727272727273,4.2,7.35,4.0,4.128571428571428,11.0,4.107142857142858,33.5,5.0,9.616666666666667,5.0,13.0,31.0,5.0,8.7,12.5,7.8,13.446153846153846,27.0,3.5,6.85
2005-03-25,7.091666666666666,8.259090909090908,4.2,7.341666666666666,4.5,4.107142857142858,11.2,4.114285714285715,33.5,5.0,9.633333333333333,4.95,13.0,30.1,5.06,8.7,12.5,7.816666666666666,13.452747252747251,27.041666666666664,3.5,6.85
2005-03-26,7.083333333333334,8.245454545454544,4.3,7.333333333333334,4.583333333333333,4.085714285714285,11.4,4.121428571428572,33.5,4.966666666666667,9.65,4.9,13.0,29.2,5.12,8.7,12.5,7.833333333333334,13.459340659340661,27.083333333333336,3.466666666666667,6.85
2005-03-27,7.075,8.23181818181818,4.4,7.325,4.666666666666667,4.064285714285714,11.6,4.128571428571428,33.5,4.933333333333334,9.666666666666666,4.85,13.0,28.3,5.18,8.7,12.5,7.85,13.465934065934064,27.125,3.433333333333333,6.85
2005-03-28,7.066666666666666,8.218181818181819,4.5,7.316666666666666,4.75,4.042857142857144,11.8,4.135714285714285,33.5,4.9,9.683333333333334,4.8,13.0,27.4,5.24,8.7,12.5,7.866666666666666,13.472527472527473,27.166666666666664,3.4,6.85
2005-03-29,7.058333333333334,8.204545454545455,4.0,7.308333333333334,4.3,4.021428571428571,12.0,4.142857142857142,33.5,4.7,9.7,4.75,13.0,26.5,5.3,8.7,12.5,7.883333333333334,13.479120879120874,27.208333333333336,3.52,6.85
2005-03-30,7.05,8.190909090909091,4.6,7.3,3.7,4.0,12.0,4.15,33.6,4.5,9.6,4.785714285714286,13.0,27.0,5.0,8.7,12.5,7.9,13.485714285714288,27.25,3.64,6.85
2005-03-31,7.033333333333334,8.177272727272728,3.2,7.291666666666666,3.8,4.733333333333333,12.0,4.2,33.75,4.3,9.625,4.821428571428573,13.0,28.0,5.0,8.7,12.5,7.8,13.492307692307694,27.291666666666664,3.76,6.85
2005-04-01,7.0166666666666675,8.163636363636364,4.5,7.283333333333334,4.5,5.466666666666666,12.0,4.2,33.9,4.1,9.65,4.8571428571428585,13.0,28.0,5.0,8.7,12.5,7.7,13.4989010989011,27.333333333333336,3.88,6.85
2005-04-02,7.0,8.15,4.5,7.275,4.5,6.2,12.0,4.2,34.05,3.9,9.675,4.8928571428571415,13.0,27.5,5.5,8.7,12.5,7.6,13.505494505494505,27.375,4.0,6.85
2005-04-03,7.0,8.5,4.5,7.2666666666666675,4.5,6.0,12.333333333333332,4.3,34.2,3.873333333333333,9.7,4.928571428571427,13.0,27.3,5.333333333333334,8.7,12.5,7.65,13.512087912087912,27.416666666666664,4.0,6.85
2005-04-04,7.0,8.85,4.5,7.258333333333334,4.5,6.0,12.666666666666668,4.3,34.35,3.8466666666666662,9.725,4.964285714285714,13.0,27.1,5.166666666666666,8.7,12.7,7.7,13.51868131868132,27.458333333333336,4.0,6.85
2005-04-05,7.0,9.2,4.5,7.25,4.5,6.0,13.0,4.3,34.5,3.82,9.75,5.0,13.0,26.9,5.0,8.7,12.7,7.75,13.525274725274725,27.5,4.0,6.85
2005-04-06,7.0,8.75,4.5,7.5,4.6,6.0,13.0,4.4,35.0,3.82,9.65,5.25,13.0,26.7,5.0,8.7,12.7,7.7,13.531868131868134,28.0,4.0,6.85
2005-04-07,7.0,8.666666666666666,4.5,7.5,4.5,6.7,12.0,4.4,36.0,3.88,9.6,5.0,13.0,26.5,5.0,8.7,12.7,7.6,13.538461538461537,28.0,4.1,6.85
2005-04-08,7.0,8.583333333333334,4.5,7.4,4.5,6.66,12.0,4.4,36.5,4.6,9.7,4.95,13.0,26.0,5.0,8.71,12.7,7.8,13.545054945054947,28.1,4.15,6.85
2005-04-09,7.0,8.5,4.5,7.3,4.5,6.62,12.25,4.5,36.6875,4.6,9.7,4.9,13.0,26.5,5.0,8.72,12.7,7.75,13.551648351648351,28.2,4.15,6.85
2005-04-10,7.0,8.566666666666666,4.5,7.2,4.6,6.58,12.5,4.6,36.875,4.733333333333333,9.7,4.85,13.0,27.0,5.0,8.73,12.7,7.7,13.558241758241758,28.3,4.4,6.85
2005-04-11,7.0,8.633333333333333,4.5,7.1,4.7,6.54,12.75,4.7,37.0625,4.866666666666667,9.7,4.8,13.0,27.5,5.0,8.74,12.7,7.65,13.564835164835165,28.4,4.65,6.85
2005-04-12,7.0,8.7,4.5,7.0,4.8,6.5,13.0,4.8,37.25,5.0,9.7,4.75,13.0,28.0,5.0,8.75,13.0,7.6,13.571428571428573,28.5,4.9,6.85
2005-04-13,7.05,8.75,4.5,7.0,4.58,6.2,14.0,4.8,37.5,5.0,9.6,5.25,13.0,28.5,5.0,8.75,13.0,7.45,13.578021978021978,28.5,4.9,6.85
2005-04-14,7.057142857142857,8.75,4.6,6.866666666666666,4.8,6.7,14.0,4.842857142857143,37.73333333333333,5.0,9.566666666666666,5.25,13.0,28.666666666666664,4.833333333333333,8.8,13.0,7.4714285714285715,13.584615384615386,28.666666666666664,4.9,6.85
2005-04-15,7.064285714285713,8.95,4.58,6.7333333333333325,4.74,6.68,14.0,4.885714285714285,37.96666666666667,5.0,9.533333333333333,5.15,13.0,28.833333333333336,4.666666666666667,8.85,13.0,7.492857142857144,13.591208791208794,28.833333333333336,4.9,6.85
2005-04-16,7.071428571428571,8.7,4.56,6.6,4.68,6.66,14.0,4.928571428571427,38.2,5.5,9.5,5.05,13.0,29.0,4.5,8.9,13.0,7.514285714285713,13.597802197802196,29.0,4.95,6.85
2005-04-17,7.078571428571429,8.7125,4.54,6.61,4.62,6.64,13.333333333333332,4.971428571428572,38.4,5.416666666666666,9.533333333333333,4.95,13.0,29.75,4.666666666666667,8.9,13.0,7.5357142857142865,13.604395604395606,29.05,4.966666666666667,6.85
2005-04-18,7.085714285714285,8.725,4.52,6.62,4.56,6.62,12.666666666666668,5.014285714285714,38.6,5.333333333333334,9.566666666666666,4.85,13.0,30.5,4.833333333333333,8.9,13.0,7.557142857142857,13.61098901098901,29.1,4.983333333333333,6.85
2005-04-19,7.0928571428571425,8.7375,4.5,6.63,4.5,6.6,12.0,5.057142857142857,38.8,5.25,9.6,4.75,13.0,31.25,5.0,8.9,13.0,7.578571428571429,13.617582417582419,29.15,5.0,6.85
2005-04-20,7.1,8.75,4.5,6.64,4.2,6.5,12.0,5.1,39.0,5.25,9.65,5.0,13.0,32.0,5.0,8.9,13.0,7.6,13.624175824175826,29.2,5.0,6.85
2005-04-21,7.0,8.75,4.5,6.65,4.0,6.4,12.0,5.1,39.4,5.75,9.7,4.0,13.0,32.0,5.0,8.9,13.0,7.7,13.630769230769232,29.25,5.7,6.85
2005-04-22,7.0166666666666675,8.76,4.5,6.66,4.2,6.1,12.0,5.2,39.6,6.0,9.65,4.25,12.8,31.2,4.9,8.9,13.0,7.716666666666666,13.637362637362635,29.3,5.8,6.8
2005-04-23,7.033333333333334,8.77,4.1,6.67,4.2,6.2,12.0,5.2,39.75,6.0,9.6,4.5,12.6,30.4,4.8,8.9,13.0,7.7333333333333325,13.643956043956045,29.35,5.8,6.8
2005-04-24,7.05,8.78,4.0,6.68,4.0,5.7,12.0,5.25,40.066666666666656,6.0,9.633333333333333,4.75,12.4,29.6,4.7,8.9,13.0,7.75,13.650549450549452,29.4,5.783333333333334,6.78
2005-04-25,7.066666666666666,8.79,4.2,6.69,4.2,6.0,12.0,5.3,40.38333333333333,6.0,9.666666666666666,5.0,12.2,28.8,4.6,8.9,13.0,7.7666666666666675,13.657142857142858,29.45,5.7666666666666675,6.76
2005-04-26,7.083333333333334,8.8,4.1,6.7,4.1,5.5,12.0,5.3,40.7,6.0,9.7,5.25,12.0,28.0,4.5,8.9,13.0,7.783333333333334,13.663736263736265,29.5,5.75,6.74
2005-04-27,7.1,9.5,4.0,6.7,4.2,5.25,12.0,5.1,40.75,6.0,9.75,5.0,12.0,38.0,4.9,8.9,13.0,7.8,13.670329670329672,29.5,5.75,6.72
2005-04-28,7.0,9.0,4.1,6.7,4.0,5.2,12.0,5.1,41.5,6.0,9.8,5.25,11.5,30.0,5.5,8.9,13.0,7.4,13.676923076923075,29.5,5.75,6.7
2005-04-29,6.98,8.95,4.1,6.683333333333334,4.0,5.21,12.0,5.1,42.0,6.0,9.7,5.3,11.6,30.0,5.0,8.916666666666666,13.0,7.42,13.683516483516483,29.583333333333336,5.75,6.6
2005-04-30,6.96,8.9625,4.1,6.666666666666666,4.0,5.22,12.0,5.3,43.0,5.975,9.75,5.35,11.7,30.0,5.0,8.933333333333334,13.25,7.44,13.690109890109891,29.666666666666664,5.7375,6.6
2005-05-01,6.94,8.975,4.1,6.65,4.0,5.23,12.0,5.4,44.0,5.95,9.75,5.4,11.8,30.333333333333336,4.866666666666667,8.95,13.25,7.46,13.696703296703296,29.75,5.725,6.57
2005-05-02,6.92,8.9875,4.1,6.633333333333334,4.0,5.24,12.0,5.5,45.0,5.925,9.75,5.45,11.9,30.666666666666664,4.733333333333333,8.966666666666667,13.25,7.48,13.703296703296704,29.833333333333336,5.7125,6.54
2005-05-03,6.9,9.0,4.1,6.616666666666666,4.0,5.25,12.0,5.6,46.0,5.9,9.75,5.5,12.0,31.0,4.6,8.983333333333334,13.25,7.5,13.709890109890111,29.916666666666664,5.7,6.51
2005-05-04,6.9,8.75,4.2,6.6,4.0,5.7,12.0,5.6,46.5,5.9,9.7,5.5,12.0,32.0,4.5,9.0,13.25,7.35,13.716483516483517,30.0,5.7,6.48
2005-05-05,7.0,8.7,4.0,6.6,4.0,5.25,12.0,5.6,46.3,5.9,9.7,5.5,12.0,32.0,4.5,9.0,13.0,7.5,13.723076923076926,30.0,5.7,6.45
2005-05-06,7.0,8.707142857142857,4.1,6.5,4.0,5.25,12.0,5.6,46.5,5.9,9.6,5.5,12.0,33.0,6.0,9.0,13.0,7.25,13.729670329670329,30.0,5.7,6.45
2005-05-07,6.9,8.714285714285715,4.0,6.557142857142857,4.0,5.25,12.0,5.5,46.6,5.95,9.65,5.5,12.0,32.0,5.0,9.014285714285714,12.8,7.75,13.736263736263735,30.57142857142857,5.65,6.45
