date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other,Potato_Red,Wheat_Dara,Coriander_Other,Rice_Super Fine,Wheat_1482,Potato_Potato,Rice_Medium,Wheat_Sharbati,Potato_Desi,Rice_III
2005-12-10,10.0,9.0,9.0,9.932608695652174,6.9,7.0,10.75,7.175,24.5,10.0,9.75,5.166666666666666,13.5,28.75,6.5,12.6,12.0,8.63076923076923,16.8,26.0,7.075,7.85,3.0,18.1,7.59,7.25,11.8,10.75,6.5,8.75
2005-12-11,10.0,8.833333333333334,9.0,9.869565217391305,6.67,7.1,10.75,7.15,24.35,10.0,9.766666666666666,5.25,13.533333333333333,29.5,6.5,12.633333333333333,12.0,8.634188034188035,16.7,26.0,7.05,7.85,3.666666666666667,18.1,7.576666666666666,6.916666666666666,11.833333333333332,10.783333333333333,6.5,8.75
2005-12-12,10.0,8.666666666666666,9.0,9.806521739130435,6.44,7.2,10.75,7.125,24.23,10.0,9.783333333333333,5.5,13.566666666666668,30.25,6.5,12.666666666666668,12.0,8.637606837606837,16.7,26.0,7.025,7.833333333333334,4.333333333333334,18.1,7.563333333333333,6.583333333333334,11.866666666666667,10.816666666666668,6.333333333333334,8.7
2005-12-13,10.0,8.5,9.0,9.743478260869566,6.21,7.3,10.75,7.1,24.45,10.0,9.8,5.5,13.6,31.0,6.5,12.7,12.0,8.64102564102564,16.7,26.0,7.0,7.816666666666666,5.0,18.1,7.55,6.25,11.9,10.85,6.166666666666666,8.65
2005-12-14,10.0,9.25,8.75,9.680434782608694,5.98,7.4,10.75,7.1,24.5,10.0,9.8,5.25,13.6,30.68181818181818,6.454545454545455,12.75,12.0,8.644444444444442,16.6,26.0,7.0,7.8,4.0,18.1,7.49,7.25,11.9,9.5,6.0,8.6
2005-12-15,10.0,9.0,8.75,9.617391304347828,5.75,7.5,10.75,7.1,24.6,9.5,9.8,5.25,13.6,30.363636363636363,6.409090909090909,12.75,12.0,8.64786324786325,17.25,26.0,7.0,7.8,4.333333333333333,18.1,7.93,7.25,11.9,10.75,5.6,8.5
2005-12-16,10.0,9.1,8.5,9.554347826086957,5.7,7.0,10.75,7.1,24.75,8.75,9.8,5.333333333333334,13.6,30.04545454545455,6.363636363636362,12.75,12.0,8.651282051282049,16.6,26.0,7.0,8.0,4.666666666666667,18.1,7.65,7.25,11.9,9.5,5.3,8.5
2005-12-17,10.0,9.2,8.0,9.491304347826087,5.6,7.0,10.75,7.075,24.8,8.3,9.8,5.416666666666666,13.6,29.72727272727273,6.3181818181818175,12.7,12.0,8.654700854700854,16.6,26.0,6.975,8.0,5.0,17.7,7.695,8.75,11.9,10.75,5.2,8.5
2005-12-18,10.0,9.3,8.0,9.428260869565216,5.59,7.0,10.75,7.05,24.8,8.1,9.783333333333333,5.5,13.583333333333332,29.40909090909091,6.2727272727272725,12.7,12.0,8.658119658119658,16.6,26.0,6.95,8.0,5.0,17.3,7.74,8.083333333333334,11.891666666666667,10.77,5.0,8.5
2005-12-19,10.0,9.4,8.0,9.365217391304348,5.58,7.0,10.75,7.025,24.85,8.066666666666666,9.766666666666666,5.25,13.566666666666668,29.09090909090909,6.227272727272728,12.7,12.0,8.661538461538463,16.6,26.0,6.925,8.0,5.0,16.9,7.785,7.416666666666666,11.883333333333333,10.79,4.866666666666667,8.516666666666666
2005-12-20,10.0,9.5,8.0,9.30217391304348,5.57,7.0,10.75,7.0,24.9,8.033333333333333,9.75,5.0,13.55,28.772727272727273,6.1818181818181825,12.7,12.0,8.664957264957263,16.5,26.0,6.9,8.0,5.0,16.5,7.83,6.75,11.875,10.81,4.733333333333333,8.533333333333333
2005-12-21,10.0,9.35,7.5,9.23913043478261,5.56,7.0,10.75,7.0,25.0,8.0,9.733333333333334,5.25,13.533333333333333,28.45454545454545,6.136363636363638,12.7,12.0,8.668376068376068,16.6,26.0,6.9,8.0,5.333333333333334,16.5,7.71,6.75,11.866666666666667,10.83,4.6,8.55
2005-12-22,10.0,9.6,7.0,9.17608695652174,5.55,7.0,10.75,6.9,25.1,8.0,9.716666666666667,5.25,13.516666666666667,28.13636363636364,6.090909090909091,12.7,12.0,8.671794871794871,16.64,26.0,6.8,8.0,5.666666666666666,16.5,7.785,6.75,11.858333333333333,10.85,4.7,8.5
2005-12-23,10.0,9.25,6.75,9.113043478260868,5.5,7.0,10.75,6.9,25.15,8.0,9.7,5.25,13.5,27.81818181818182,6.045454545454545,12.75,12.0,8.675213675213676,16.68,26.0,6.8,8.0,6.0,16.5,7.86,7.5,11.85,10.8,4.5,8.5
2005-12-24,10.0,9.3125,6.75,9.05,5.75,7.0,10.75,6.8,25.2,8.0,9.69,5.25,13.51,27.5,6.0,12.75,12.0,8.678632478632478,16.72,26.25,6.7,8.0,5.0,16.5,7.935,6.25,11.83,10.85,4.5,8.5
2005-12-25,10.0,9.375,6.666666666666666,9.085714285714284,5.66,7.0,10.75,6.7,25.23333333333333,7.25,9.68,5.25,13.52,27.18181818181818,5.954545454545455,12.75,12.0,8.682051282051281,16.76,26.25,6.6,8.0,4.666666666666667,16.5,8.01,6.416666666666666,11.81,10.816666666666668,4.7,8.5
2005-12-26,10.0,9.4375,6.583333333333334,9.121428571428572,5.57,7.0,10.75,6.6,25.266666666666666,7.0,9.67,5.0,13.53,26.863636363636363,5.909090909090909,12.75,12.0,8.685470085470085,16.8,26.25,6.5,8.016666666666666,4.333333333333333,16.5,8.085,6.583333333333334,11.79,10.783333333333333,4.733333333333333,8.533333333333333
2005-12-27,10.0,9.5,6.5,9.157142857142855,5.48,7.0,10.75,6.5,25.3,6.75,9.66,5.5,13.54,26.54545454545455,5.863636363636362,12.75,12.0,8.68888888888889,16.7,26.25,6.4,8.033333333333333,4.0,16.5,8.16,6.75,11.77,10.75,4.766666666666667,8.566666666666666
2005-12-28,10.0,9.75,6.25,9.192857142857145,5.39,7.0,10.75,6.5,25.35,6.5,9.65,5.75,13.55,26.22727272727273,5.8181818181818175,12.8,12.0,8.692307692307693,16.681818181818183,26.25,6.4,8.05,5.0,16.5,8.16,6.25,11.75,10.8,4.8,8.6
2005-12-29,10.166666666666666,9.75,6.0,9.22857142857143,5.3,7.0,10.75,6.5,25.4,6.5,9.65,5.5,13.65,25.90909090909091,5.7727272727272725,12.8,12.0,8.695726495726495,16.663636363636364,26.25,6.4,8.05,6.0,16.5,8.07,6.25,11.8,10.85,4.65,8.6
2005-12-30,10.333333333333332,9.75,4.5,9.264285714285714,5.1,7.0,10.75,6.5,25.4,6.5,9.68,5.583333333333334,13.67,25.59090909090909,5.727272727272728,12.8,12.0,8.699145299145298,16.645454545454545,26.5,6.4,8.05,5.0,16.5,8.17,6.25,11.82,10.84,4.65,8.6
2005-12-31,10.5,9.9,4.6,9.3,5.0,7.0,10.75,6.275,25.45,6.5,9.71,5.666666666666666,13.69,25.27272727272727,5.6818181818181825,12.8,12.0,8.702564102564104,16.62727272727273,26.5,6.175,8.1,7.0,16.5,8.08,5.75,11.84,10.83,4.6,8.6
2006-01-01,10.5,9.766666666666666,4.566666666666666,9.6,4.9,7.3,10.75,6.05,25.5,6.5,9.74,5.75,13.71,24.95454545454545,5.636363636363638,12.8,12.0,8.705982905982907,16.60909090909091,26.5,5.95,8.25,6.666666666666666,16.5,8.098387096774195,6.0,11.86,10.82,4.5,8.6
2006-01-02,10.5,9.633333333333333,4.533333333333333,9.9,4.8,7.6,10.75,5.825,25.55,6.375,9.77,5.5,13.73,24.63636363636364,5.590909090909091,12.8,12.0,8.709401709401709,16.59090909090909,26.5,5.725,8.2875,6.333333333333334,16.5,8.116774193548387,6.25,11.88,10.81,4.4125,8.6
2006-01-03,10.5,9.5,4.5,10.2,4.7,7.9,10.75,5.6,25.6,6.25,9.8,5.25,13.75,24.31818181818182,5.545454545454545,12.8,12.0,8.712820512820514,16.572727272727274,26.5,5.5,8.325,6.0,16.5,8.13516129032258,6.5,11.9,10.8,4.325,8.6
2006-01-04,10.5,9.9,4.6,10.5,4.6,8.2,10.75,5.6,25.75,6.125,9.8,5.5,13.75,24.0,5.5,12.8,12.25,8.716239316239317,16.554545454545455,26.5,5.5,8.3625,5.0,16.5,8.153548387096777,6.25,11.9,10.85,4.2375,8.6
2006-01-05,10.0,9.75,4.5,10.0,4.5,8.5,10.75,5.4,25.8,6.0,9.816666666666666,5.5,13.783333333333333,23.0,6.0,12.75,12.25,8.719658119658119,16.53636363636364,26.4,5.3,8.4,5.0,16.5,8.171935483870968,6.25,11.95,10.85,4.15,8.6
2006-01-06,10.0,9.75,4.6,10.0,4.5,8.6,10.75,5.4,25.85,6.0,9.833333333333334,5.5,13.816666666666668,24.0,6.5,12.8,12.25,8.723076923076922,16.518181818181816,26.5,5.3,8.45,5.0,16.5,8.19032258064516,6.0,12.0,10.75,4.1,8.6
2006-01-07,10.5,9.75,4.5,10.0,4.5,8.6,10.75,5.125,26.0,6.0,9.85,5.5,13.85,30.0,6.0,12.7875,12.25,8.726495726495726,16.5,26.5,5.025,8.5,5.0,16.5,8.208709677419355,5.75,12.05,10.8,4.1,8.55
2006-01-08,10.5,9.75,4.533333333333333,10.0,4.4,8.6,10.75,4.85,26.1,6.0,9.866666666666667,5.5,13.883333333333333,28.0,6.0,12.775,12.25,8.72991452991453,16.48,26.5,4.75,8.5,5.0,16.5,8.227096774193548,5.916666666666666,12.1,10.783333333333333,4.0,8.55
2006-01-09,10.5,9.75,4.566666666666666,10.0,4.3,8.6,10.75,4.575,26.2,6.0,9.883333333333333,5.25,13.916666666666668,26.0,6.0,12.7625,12.25,8.733333333333334,16.46,26.5,4.475,8.566666666666666,5.0,16.5,8.245483870967739,6.083333333333334,12.15,10.766666666666667,4.0,8.566666666666666
2006-01-10,10.5,9.75,4.6,10.0,4.2,8.6,10.75,4.3,26.3,6.0,9.9,5.5,13.95,24.0,6.0,12.75,12.25,8.736752136752138,16.44,26.5,4.2,8.633333333333333,5.0,16.5,8.263870967741934,6.25,12.2,10.75,4.0,8.583333333333334
2006-01-11,10.5,9.75,4.7,10.0,4.1,8.6,10.75,4.283333333333333,26.366666666666664,6.0,9.833333333333334,5.75,13.833333333333332,24.0,6.166666666666666,12.75,12.25,8.74017094017094,16.42,26.5,4.183333333333334,8.7,5.0,16.5,8.28225806451613,6.333333333333334,12.066666666666668,10.785714285714288,4.0,8.6
2006-01-12,11.25,9.75,4.75,10.125,4.0,8.6,10.75,4.266666666666667,26.43333333333333,6.0,9.766666666666666,5.25,13.716666666666667,24.0,6.333333333333334,12.75,12.25,8.743589743589745,16.4,26.5,4.166666666666667,8.75,5.0,16.5,8.300645161290323,6.416666666666666,11.933333333333332,10.821428571428573,4.0,8.6
2006-01-13,11.25,9.75,5.0,10.25,4.0,8.75,10.75,4.25,26.5,6.0,9.7,5.416666666666666,13.6,24.0,6.5,12.75,12.25,8.747008547008548,16.38,26.5,4.15,8.833333333333334,5.0,16.5,8.319032258064517,6.5,11.8,10.857142857142858,4.0,8.6
2006-01-14,11.25,9.75,5.0,10.375,4.0,8.75,10.75,4.2125,26.45,6.0,9.7,5.583333333333334,13.6,24.0,6.475,12.75,12.25,8.75042735042735,16.36,26.5,4.1175,8.916666666666666,4.833333333333333,16.525,8.33741935483871,6.4375,11.8,10.892857142857142,4.15,8.6
2006-01-15,11.25,9.75,5.0,10.5,4.0,8.75,10.75,4.175,26.5,6.0,9.7,5.75,13.6,24.0,6.45,12.75,12.25,8.753846153846151,16.34,26.5,4.085,9.0,4.666666666666667,16.55,8.355806451612903,6.375,11.8,10.928571428571427,4.15,8.6
2006-01-16,11.25,9.75,5.0,10.625,4.0,8.75,10.75,4.1375,26.6,5.833333333333334,9.7,5.5,13.6,24.0,6.425,12.75,12.25,8.757264957264958,16.32,26.5,4.0525,9.016666666666666,4.5,16.575,8.374193548387098,6.3125,11.8,10.964285714285712,4.133333333333333,8.583333333333334
2006-01-17,11.25,9.75,5.0,10.75,4.0,8.75,10.75,4.1,26.7,5.666666666666666,9.7,6.0,13.6,24.0,6.4,12.75,12.25,8.760683760683763,16.3,26.5,4.02,9.033333333333333,4.333333333333333,16.6,8.39258064516129,6.25,11.8,11.0,4.116666666666667,8.566666666666666
2006-01-18,11.25,9.75,5.0,10.875,4.0,8.75,10.75,4.1,26.8,5.5,9.65,6.0,13.65,34.0,6.0,12.75,12.25,8.764102564102563,14.3,26.5,4.05,9.05,4.166666666666666,16.6,8.410967741935485,6.3,11.75,11.0,4.1,8.55
2006-01-19,11.25,10.1,5.0,11.0,4.0,8.75,10.75,4.1,26.9,5.25,9.65,6.0,13.65,34.0,6.5,12.75,12.25,8.767521367521367,14.7,26.5,4.0,9.15,4.0,16.6,8.429354838709678,5.75,11.75,11.0,4.1,8.6
2006-01-20,11.25,9.75,5.0,11.125,4.0,8.75,10.75,4.1,26.95,5.0,9.65,6.0,13.65,32.0,6.0,12.74,12.25,8.770940170940174,15.1,26.6,4.0,9.2,4.0,16.6,8.44774193548387,5.75,11.75,11.25,4.1,8.8
2006-01-21,11.25,9.5,5.2,11.25,4.0,8.8,10.75,4.09,27.0,5.0,9.65,6.0,13.65,24.0,6.0,12.73,12.25,8.774358974358975,15.5,26.5,3.97,9.2,4.0,16.6,8.466129032258065,5.75,11.75,11.11,4.0,8.8
2006-01-22,11.25,9.566666666666666,5.05,11.166666666666668,3.9857142857142858,8.82857142857143,10.75,4.08,27.1,5.0,9.65,6.0,13.65,24.0,6.0,12.72,12.25,8.777777777777779,15.9,26.5,3.94,9.2,4.0,16.6,8.484516129032258,6.0,11.75,11.156666666666668,4.0,8.8
2006-01-23,11.25,9.633333333333333,4.9,11.083333333333332,3.971428571428572,8.857142857142854,10.75,4.07,27.3,5.0,9.65,5.75,13.65,24.0,6.0,12.71,12.25,8.78119658119658,16.3,26.5,3.91,9.183333333333334,4.0,16.6,8.502903225806449,6.25,11.75,11.203333333333333,4.0,8.783333333333333
2006-01-24,11.25,9.7,4.75,11.0,3.957142857142857,8.885714285714286,10.75,4.06,27.4,5.0,9.65,6.0,13.65,24.0,6.0,12.7,12.25,8.784615384615384,16.28333333333333,26.5,3.88,9.166666666666666,4.0,16.6,8.521290322580645,6.5,11.75,11.25,4.0,8.766666666666666
2006-01-25,11.25,10.05,4.6,9.7,3.942857142857143,8.914285714285715,10.75,4.05,27.5,5.0,9.65,6.0,13.65,26.0,6.0,12.75,12.25,8.788034188034189,16.266666666666666,26.5,3.85,9.15,4.0,16.6,8.539677419354838,5.75,11.75,11.3,4.0,8.75
2006-01-26,11.25,10.0125,4.566666666666666,9.7,3.928571428571429,8.942857142857143,10.75,4.033333333333333,27.566666666666666,5.0,9.633333333333333,5.75,13.625,26.0,6.0,12.766666666666667,12.25,8.791452991452992,16.25,26.5,3.85,9.1,4.0,16.6,8.558064516129031,5.833333333333334,11.708333333333332,11.266666666666667,4.0,8.75
2006-01-27,11.25,9.975,4.533333333333333,11.0,3.9142857142857146,8.971428571428572,10.75,4.016666666666667,27.633333333333336,5.0,9.616666666666667,5.916666666666666,13.6,26.0,6.0,12.783333333333333,12.25,8.794871794871794,16.25,26.5,3.85,9.05,4.0,16.6,8.576451612903227,5.916666666666666,11.666666666666668,11.233333333333333,4.0,8.75
2006-01-28,10.5,9.9375,4.5,11.0,3.9,9.0,10.75,4.0,27.7,5.0,9.6,6.083333333333334,13.575,26.0,6.0,12.8,12.25,8.798290598290599,16.25,26.5,3.85,9.0,4.0,16.6,8.59483870967742,6.0,11.625,11.2,4.0,8.75
2006-01-29,10.75,9.9,4.5,11.083333333333332,3.9,9.0,10.75,3.983333333333333,27.8,5.0,9.583333333333334,6.25,13.55,26.5,6.0,12.8,12.25,8.801709401709402,16.291666666666668,26.5,3.85,8.9,4.0,16.6,8.613225806451613,5.933333333333334,11.583333333333332,11.216666666666667,4.0,8.8
2006-01-30,11.0,9.8625,4.5,11.166666666666668,3.9,9.0,10.75,3.966666666666667,27.85,4.916666666666667,9.566666666666666,6.0,13.525,27.0,6.0,12.8,12.25,8.805128205128208,16.333333333333332,26.5,3.85,8.733333333333334,4.0,16.6,8.631612903225808,5.866666666666666,11.541666666666668,11.233333333333333,4.0,8.816666666666666
2006-01-31,11.25,9.825,4.5,11.25,3.9,9.0,10.75,3.95,27.9,4.833333333333333,9.55,6.0,13.5,27.5,6.0,12.8,12.25,8.808547008547007,16.375,26.5,3.85,8.566666666666666,4.0,16.6,8.65,5.8,11.5,11.25,4.0,8.833333333333334
2006-02-01,11.25,9.7875,4.6,10.5,3.9,9.0,10.75,3.95,27.95,4.75,9.55,6.25,13.5,22.0,6.5,12.8,12.25,8.811965811965813,16.416666666666668,26.5,3.85,8.4,4.0,16.6,8.6,6.0,11.5,11.25,4.0,8.85
2006-02-02,11.25,9.75,4.5,9.25,3.9,9.0,10.75,3.6,28.0,4.5,9.55,6.0,13.5,25.0,6.5,12.75,12.25,8.815384615384616,16.458333333333332,27.0,3.8,8.4,4.0,16.6,8.68,5.25,11.5,11.25,4.0,8.85
2006-02-03,11.25,9.85,4.5,9.25,3.85,9.0,10.75,3.68,28.3,4.25,9.55,6.166666666666666,13.5,27.0,6.6,12.75,12.25,8.81880341880342,16.5,27.0,3.88,8.4,4.0,16.6,8.75,5.25,11.5,11.25,4.0,8.85
2006-02-04,11.25,9.75,4.5,11.0,3.85,9.0,10.75,3.76,28.4,4.2,9.55,6.333333333333334,13.5,30.0,6.5,12.75,12.25,8.822222222222221,16.5,27.0,3.96,8.42,4.0,16.6,8.62,5.25,11.5,11.0,4.0,8.86
2006-02-05,11.25,9.633333333333333,4.333333333333333,10.416666666666668,3.85,9.0,10.75,3.84,28.6,4.15,9.566666666666666,6.5,13.533333333333333,28.666666666666664,6.333333333333334,12.75,12.25,8.825641025641024,16.5,27.0,4.04,8.44,4.0,16.6,8.67,5.25,11.55,11.0,4.0,8.87
2006-02-06,11.25,9.516666666666666,4.166666666666667,9.833333333333334,3.85,9.0,10.75,3.92,32.7,4.1,9.583333333333334,6.0,13.566666666666668,27.333333333333336,6.166666666666666,12.75,12.25,8.82905982905983,16.5,27.0,4.12,8.46,4.0,16.6,8.72,5.25,11.6,11.0,4.0,8.88
2006-02-07,11.25,9.4,4.0,9.25,3.84,9.0,10.75,4.0,36.8,4.05,9.6,6.0,13.6,26.0,6.0,12.75,12.25,8.832478632478633,16.5,27.0,4.2,8.48,4.0,16.6,8.77,5.25,11.65,11.0,4.0,8.89
2006-02-08,11.25,9.15,3.8,10.75,3.83,9.0,10.75,3.8,40.9,4.0,9.6,6.25,13.6,26.0,6.5,12.75,12.25,8.835897435897436,16.5,27.0,4.0,8.5,4.0,16.6,8.75,5.25,11.65,11.0,4.0,8.9
2006-02-09,11.25,9.083333333333334,3.7,10.75,3.82,9.0,10.75,3.8,29.1,4.0,9.571428571428571,6.0,13.55,25.333333333333336,6.666666666666666,12.766666666666667,12.25,8.83931623931624,16.5,27.0,3.983333333333333,8.6,4.0,16.6,8.78,5.25,11.592857142857142,11.0,4.0,9.0
2006-02-10,11.25,9.016666666666666,3.7,9.25,3.81,9.0,10.75,3.8,29.15,4.0,9.542857142857144,5.916666666666666,13.5,24.666666666666664,6.833333333333334,12.783333333333333,12.25,8.842735042735043,16.5,27.0,3.966666666666667,8.6,4.0,16.6,8.7,5.25,11.535714285714285,11.0,4.0,9.0
2006-02-11,11.25,8.95,3.75,9.25,3.8,9.0,10.75,3.8,29.2,4.0,9.514285714285714,5.833333333333334,13.45,24.0,7.0,12.8,12.25,8.846153846153848,16.5,27.0,3.95,8.6,4.0,16.6,8.75,5.25,11.47857142857143,11.0,4.0,9.0
2006-02-12,11.25,8.9,3.7,9.833333333333334,3.8,9.0,10.75,3.8,29.2,4.0,9.485714285714286,5.75,13.4,23.333333333333336,7.166666666666666,12.79,12.25,8.84957264957265,16.5,27.0,3.933333333333333,8.6,4.0,16.6,8.796666666666667,5.25,11.42142857142857,11.0,4.0,9.0
2006-02-13,11.25,8.85,3.65,10.416666666666668,3.8,9.0,10.75,3.8,29.25,4.0,9.457142857142856,6.0,13.35,22.666666666666664,7.333333333333334,12.78,12.25,8.852991452991454,16.5,27.0,3.916666666666667,8.616666666666667,4.0,16.6,8.843333333333334,5.25,11.364285714285714,11.0,4.0,9.0
2006-02-14,11.25,8.8,3.6,11.0,3.7,9.0,10.75,3.8,29.35,4.0,9.428571428571429,5.75,13.3,22.0,7.5,12.77,12.1,8.856410256410259,16.5,27.0,3.9,8.633333333333333,4.0,16.6,8.89,5.25,11.307142857142857,11.0,4.0,9.0
2006-02-15,10.0,8.5,3.5,9.35,3.6,9.0,10.75,3.8,29.4,4.0,9.4,6.0,13.25,26.0,6.0,12.76,12.1,8.85982905982906,16.5,27.0,3.9,8.65,4.0,16.6,8.883571428571429,5.25,11.25,11.0,4.0,9.0
2006-02-16,10.0,9.0,3.6,9.35,3.5,9.0,10.75,3.8,29.5,4.0,9.4,6.25,13.1,22.0,7.5,12.75,12.1,8.863247863247864,16.5,27.0,3.9,8.65,4.0,16.6,8.877142857142857,5.25,11.25,11.0,4.0,9.0
2006-02-17,10.0,8.85,3.5,9.35,3.5,9.0,10.75,3.8,29.3,4.0,9.42,6.15,13.08,22.6,7.5,12.75,12.1,8.866666666666667,16.5,27.0,3.9,8.7,4.1,16.6,8.870714285714287,5.25,11.3,11.01,4.1,9.0
2006-02-18,10.25,8.7,3.5,10.0,3.5,9.0,10.75,3.8,29.4,4.1,9.44,6.05,13.06,23.2,7.5,12.75,12.1,8.87008547008547,16.5,27.0,3.9,8.75,4.2,16.6,8.864285714285714,5.25,11.35,11.0,4.15,9.0
2006-02-19,10.25,8.55,3.533333333333333,9.783333333333333,3.5,8.8,10.75,3.8,29.4,4.1,9.46,5.95,13.04,23.8,7.5,12.766666666666667,12.1,8.873504273504274,16.5,27.0,3.9,8.8,4.3,16.6,8.857857142857146,5.25,11.4,11.0,4.0,9.0
2006-02-20,10.25,8.4,3.566666666666667,9.566666666666666,3.5,8.8,10.75,3.8,29.5,4.066666666666666,9.48,5.85,13.02,24.4,7.5,12.783333333333333,12.1,8.87692307692308,16.5,27.0,3.9,8.8,4.4,16.6,8.85142857142857,5.25,11.45,11.0,4.0,9.0
2006-02-21,10.25,8.25,3.6,9.35,3.566666666666667,8.8,10.75,3.8,29.6,4.033333333333333,9.5,5.75,13.0,25.0,7.5,12.8,12.1,8.88034188034188,16.5,27.0,3.9,8.8,4.5,16.6,8.845,5.25,11.5,11.0,4.0,9.0
2006-02-22,10.25,7.85,3.65,9.35,3.633333333333333,8.8,10.75,3.8,29.5,4.0,9.5,5.0,13.0,28.0,6.5,12.75,12.1,8.883760683760684,16.5,27.0,3.9,8.8,3.0,16.6,8.838571428571429,5.25,11.5,11.0,4.0,9.0
2006-02-23,10.25,8.0,3.5,9.35,3.7,8.8,10.75,3.8,29.4,4.0,9.6,5.0,13.25,26.0,6.5,12.75,12.1,8.887179487179488,16.5,27.0,4.0,8.8,3.0,16.6,8.832142857142857,5.25,11.5,11.0,4.0,9.0
2006-02-24,10.25,8.35,3.6,9.35,3.7,8.7,10.75,3.8,29.5,4.0,9.6,5.333333333333334,13.25,28.0,6.5,12.75,12.1,8.890598290598291,16.766666666666666,27.25,4.0,8.8,4.0,16.6,8.825714285714287,5.25,11.5,11.0,4.0,9.0
2006-02-25,10.25,7.95,3.6,9.325,3.75,8.75,10.75,3.775,29.5,4.0,9.7,5.666666666666666,13.4,30.0,6.0,12.75,12.1,8.894017094017093,17.03333333333333,27.0,3.975,8.8,3.5,16.6,8.819285714285714,5.25,11.5,11.0,4.0,9.0
2006-02-26,9.916666666666666,7.833333333333334,3.683333333333333,9.3,3.75,9.0,10.75,3.75,28.75,4.0,9.666666666666666,6.0,13.4,27.5,5.866666666666666,12.75,12.1,8.8974358974359,17.3,27.083333333333336,3.95,8.8,3.833333333333333,16.6,8.812857142857146,5.25,11.5,11.0,3.9,9.0
2006-02-27,9.583333333333334,7.716666666666666,3.766666666666667,9.275,3.75,9.0,10.75,3.725,28.4,4.0,9.633333333333333,6.0,13.4,25.0,5.7333333333333325,12.75,12.1,8.900854700854701,17.14,27.166666666666664,3.925,8.783333333333333,4.166666666666667,16.6,8.80642857142857,5.25,11.5,11.0,3.916666666666667,9.0
2006-02-28,9.25,7.6,3.85,9.25,3.766666666666667,9.0,10.75,3.7,28.266666666666666,4.0,9.6,6.0,13.4,22.5,5.6,12.75,12.1,8.904273504273506,16.98,27.25,3.9,8.766666666666666,4.5,16.6,8.8,5.25,11.5,11.0,3.933333333333333,9.0
2006-03-01,9.25,7.6,3.8,8.5,3.783333333333333,9.0,10.75,3.7,28.133333333333336,4.0,9.5875,6.0,13.4,27.5,6.0,12.6,12.0,8.907692307692308,16.82,27.25,3.8,8.75,5.0,16.6,8.793571428571429,5.25,11.5,11.0,3.95,9.0
2006-03-02,9.25,7.85,3.75,8.5,3.8,9.0,10.75,3.7,28.0,4.0,9.575,6.0,13.4,24.0,6.2,12.6,12.0,8.911111111111111,16.66,27.25,3.8,8.75,6.0,16.6,8.787142857142857,5.25,11.5,11.0,3.9,9.0
2006-03-03,9.25,8.0,3.75,8.5,3.8,9.0,10.75,3.7,28.1,4.0,9.5625,6.0,13.4,27.0,6.5,12.6,12.0,8.914529914529913,16.5,27.25,3.8,8.8,5.0,16.6,8.780714285714286,5.25,11.5,11.0,4.1,9.0
2006-03-04,9.25,8.65,3.8,9.25,3.9,9.0,9.5,3.75,28.2,4.0,9.55,6.0,13.4,25.0,6.5,12.5,12.0,8.917948717948716,16.5,27.4,3.875,8.8,5.0,16.6125,8.774285714285714,5.25,11.5,11.0,4.1,9.0
2006-03-05,9.25,8.516666666666666,3.8,8.916666666666666,3.9,9.0,9.55,3.8,28.15,4.0,9.55,6.0,13.4,25.666666666666664,6.5,12.533333333333333,12.0,8.921367521367523,16.5,27.43333333333333,3.95,8.8,5.0,16.625,8.767857142857144,5.25,11.5,11.0,4.15,9.0
2006-03-06,9.25,8.383333333333333,3.8,8.583333333333334,3.9,9.0,9.6,3.85,28.25,4.0,9.55,6.0,13.4,26.333333333333336,6.5,12.566666666666668,12.0,8.924786324786325,15.5,27.466666666666665,4.025,8.783333333333333,5.0,16.6375,8.76142857142857,5.25,11.5,11.0,4.15,9.0
2006-03-07,9.25,8.25,3.8,8.25,3.9,9.0,9.65,3.9,28.3,4.0,9.55,6.0,13.4,27.0,6.5,12.6,12.0,8.928205128205127,16.5,27.5,4.1,8.766666666666666,5.0,16.65,8.755,5.25,11.5,11.0,4.15,9.0
2006-03-08,9.25,8.5,3.85,8.25,3.9,9.0,9.7,4.0,28.4,4.0,9.55,5.75,13.4,25.0,6.0,12.6,12.0,8.931623931623932,16.5,27.5,4.15,8.75,6.0,16.65,8.748571428571429,5.25,11.5,11.0,4.15,9.0
2006-03-09,9.25,8.5,3.85,8.25,3.9,9.0,9.7,4.1,28.5,4.0,9.55,6.0,13.4,27.0,6.0,12.6,12.0,8.935042735042733,16.5,27.5,4.25,8.75,6.166666666666666,16.65,8.742142857142857,5.25,11.5,11.0,4.1,9.0
2006-03-10,9.25,8.5,3.8,8.5,3.9,9.0,9.7,4.1,28.6,4.0,9.55,5.916666666666666,13.4,28.0,6.0,12.6,12.0,8.938461538461539,16.5,27.4,4.25,8.8,6.333333333333334,16.65,8.735714285714286,5.0,11.5,11.0,4.15,9.0
