date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine,Apple_Apple,Banana_Pachha Bale,Rice_Other,Rice_Ratnachudi 718 5-749,Wheat_147 Average,Rice_B P T,Apple_Other,Potato_Red,Wheat_Dara,Coriander_Other,Rice_Super Fine,Wheat_1482,Potato_Potato,Rice_Medium,Wheat_Sharbati,Potato_Desi,Rice_III
2009-11-07,18.0,17.3,16.0,17.5,10.8,9.0,17.0,16.22,38.6,16.5,14.0,6.966666666666666,22.25,45.0,7.0,23.8,17.4,16.5,31.2,44.5,16.32,12.1,45.0,23.9,14.19,14.2,16.5,16.8,15.6,15.5
2009-11-08,18.0,17.4,15.733333333333333,17.5,11.0,9.0,17.0,15.88,38.3,16.0,14.0,7.0,22.25,45.0,7.0,23.833333333333336,17.4,16.666666666666668,31.2,44.0,15.98,12.0,33.66666666666667,23.9,14.363333333333333,14.3,16.5,16.833333333333332,14.5,15.5
2009-11-09,18.0,17.5,15.466666666666667,17.5,11.0,9.0,17.0,15.54,38.0,16.0,14.0,7.25,22.25,45.0,7.0,23.866666666666664,17.4,16.833333333333332,31.2,43.5,15.64,11.966666666666667,22.333333333333336,23.9,14.536666666666667,14.4,16.5,16.866666666666667,14.166666666666668,15.533333333333333
2009-11-10,18.0,17.6,15.2,17.5,11.0,9.0,17.0,15.2,37.5,16.0,14.0,7.5,22.25,45.0,7.0,23.9,17.4,17.0,31.2,43.0,15.3,11.933333333333332,11.0,23.9,14.71,14.5,16.5,16.9,13.833333333333332,15.566666666666668
2009-11-11,18.0,17.45,15.25,17.5,11.0,9.0,17.0,13.0,37.75,16.0,14.0,7.0,22.25,50.0,7.0,24.0,17.4,17.0,31.2,42.0,13.4,11.9,16.0,23.9,14.65,14.5,16.5,16.8,13.5,15.6
2009-11-12,18.0,17.0,15.3,17.5,11.0,9.0,17.0,12.7,37.5,15.5,14.0,6.5,22.25,50.0,7.0,24.0,17.4,16.75,31.2,41.75,13.7,11.8,20.5,23.9,14.68,14.5,16.5,16.8,12.8,15.6
2009-11-13,18.0,15.95,15.3,17.5,11.0,9.0,17.0,12.8,38.0,15.0,14.0,6.666666666666666,22.25,55.0,7.0,16.9,17.4,16.75,31.2,41.5,13.0,11.8,25.0,24.0,14.64,14.5,16.5,16.9,12.0,15.65
2009-11-14,18.0,17.0,15.3,17.5,11.0,9.0,17.0,12.8,38.25,15.5,14.0,6.833333333333334,22.25,54.66666666666667,6.916666666666666,23.9,17.3,16.5,31.2,41.5,13.0,12.0,17.0,24.0,14.65,14.5,16.5,12.8,12.0,15.65
2009-11-15,18.0,17.1,15.3,17.5,11.0,9.0,17.0,12.8,38.65,15.75,14.142857142857142,7.0,22.314285714285717,54.33333333333333,6.833333333333334,23.93333333333333,17.3,16.583333333333332,31.2,41.5,13.0,12.3,17.5,24.0,14.653333333333332,14.5,16.57142857142857,14.133333333333333,12.0,15.65
2009-11-16,18.0,17.2,15.3,17.5,11.0,9.0,17.0,12.8,39.0,15.766666666666667,14.285714285714285,7.0,22.378571428571423,54.0,6.75,23.966666666666665,17.3,16.666666666666668,31.2,41.5,13.0,12.3,18.0,24.0,14.656666666666668,14.5,16.642857142857142,15.466666666666667,11.866666666666667,15.633333333333333
2009-11-17,18.0,17.3,15.3,17.5,10.5,8.833333333333334,17.0,12.8,38.75,15.783333333333333,14.428571428571427,7.0,22.442857142857147,53.66666666666667,6.666666666666666,24.0,17.225,16.75,31.7,41.5,13.0,12.3,18.5,24.0,14.66,14.5,16.714285714285708,16.8,11.733333333333333,15.616666666666667
2009-11-18,18.0,17.95,15.0,17.5,10.0,8.666666666666666,17.0,12.7,38.5,15.8,14.571428571428573,7.0,22.507142857142853,53.33333333333333,6.583333333333334,24.0,17.15,17.0,31.7,41.6,13.0,12.3,19.0,24.0,14.5,14.5,16.785714285714292,16.75,11.6,15.6
2009-11-19,18.0,16.5,15.0,17.5,9.5,8.5,17.0,12.7,39.0,17.0,14.714285714285715,7.5,22.57142857142857,53.0,6.5,23.9,17.075,16.75,31.5,41.6,13.0,12.25,19.5,24.0,14.57,14.5,16.857142857142858,12.8,10.8,15.65
2009-11-20,17.5,17.45,15.0,17.6,8.5,8.5,17.0,12.7,39.5,17.5,14.857142857142858,7.666666666666666,22.635714285714286,50.0,7.0,23.9,17.0,16.75,31.7,41.0,13.0,12.1,20.0,24.0,14.7,15.0,16.92857142857143,16.9,10.8,15.65
2009-11-21,17.5,18.4,14.0,17.7,9.0,8.5,17.0,12.7,39.25,17.5,15.0,7.833333333333334,22.7,50.0,7.0,23.9,17.0,16.75,31.7,41.0,13.0,11.9,21.25,24.0,14.81,14.3,17.0,13.0,11.0,15.65
2009-11-22,17.666666666666668,18.033333333333328,14.166666666666668,17.8,9.0,9.0,17.0,12.7,38.0,17.5,15.083333333333332,8.0,22.73333333333333,51.0,7.0,23.866666666666664,17.0,16.75,31.5,41.0,13.0,11.9,22.5,24.0,14.706666666666667,14.366666666666667,17.066666666666666,14.266666666666667,11.0,15.65
2009-11-23,17.833333333333332,17.666666666666668,14.333333333333332,17.9,9.0,9.5,17.0,12.7,38.1,17.0,15.166666666666668,7.5,22.766666666666666,52.0,7.0,23.833333333333336,17.0,16.75,31.5,41.0,13.0,11.9,23.75,24.0,14.603333333333332,14.433333333333332,17.133333333333333,15.533333333333333,10.966666666666667,15.6
2009-11-24,18.0,17.3,14.5,18.0,8.966666666666667,9.666666666666666,17.0,12.7,38.0,16.5,15.25,7.666666666666666,22.8,53.0,7.0,23.8,16.8,16.75,33.2,41.0,13.0,11.9,25.0,24.0,14.5,14.5,17.2,16.8,10.933333333333332,15.55
2009-11-25,18.0,18.3,13.3,18.0,8.933333333333334,9.833333333333334,17.0,12.7,37.5,16.0,15.25,7.833333333333334,22.866666666666664,55.0,7.0,23.9,16.8,16.75,33.2,41.0,13.0,11.9,25.0,24.0,14.9,14.5,17.21666666666667,16.9,10.9,15.5
2009-11-26,18.0,17.95,13.3,17.5,8.9,10.0,17.0,12.7,37.75,16.0,15.25,8.0,22.93333333333333,50.0,7.0,24.0,16.8,16.75,33.3,41.0,13.0,12.0,45.0,24.0,15.0,14.0,17.233333333333334,16.9,11.0,15.5
2009-11-27,17.5,18.4,13.25,18.0,9.5,10.0,17.0,16.0,38.2,16.0,15.25,7.833333333333334,23.0,54.0,7.0,24.0,16.8,16.75,33.3,41.0,16.8,12.0,30.0,24.0,15.12,14.0,17.25,16.8,11.0,15.5
2009-11-28,18.0,18.4375,13.3125,17.5,10.0,10.0,17.0,16.02,38.21666666666667,16.0,15.2875,7.666666666666666,23.0,53.75,7.0,24.05,17.2,16.775,33.2,41.25,16.84,12.0,30.0,24.0,14.71,11.0,17.3125,16.85,12.0,15.4
2009-11-29,17.833333333333332,18.475,13.375,17.666666666666668,10.0,10.0,17.0,16.04,38.23333333333333,16.0,15.325,7.5,23.0,53.5,7.0,24.1,17.2,16.8,33.2,41.5,16.88,12.0,30.0,24.0,14.756666666666668,10.6,17.375,16.9,12.5,15.4
2009-11-30,17.666666666666668,18.5125,13.4375,17.833333333333332,10.0,10.0,17.0,16.06,38.25,15.5,15.3625,7.416666666666666,23.0,53.25,7.0,24.15,17.2,16.825,33.2,41.75,16.92,11.933333333333332,30.0,24.0,14.803333333333333,10.2,17.4375,16.95,12.166666666666668,15.366666666666667
2009-12-01,17.5,18.55,13.5,18.0,10.166666666666666,10.0,17.0,16.08,38.5,15.0,15.4,7.333333333333334,23.0,53.0,7.0,24.2,17.5,16.85,31.5,42.0,16.96,11.866666666666667,30.0,24.0,14.85,9.8,17.5,17.0,11.833333333333332,15.333333333333332
2009-12-02,17.5,18.2,13.5,18.0,10.333333333333332,10.0,20.0,16.1,39.5,14.5,15.3,7.25,23.0,55.0,7.0,24.25,17.5,16.75,31.5,42.0,17.0,11.8,30.0,24.0,14.5,9.4,17.5,13.2,11.5,15.3
2009-12-03,18.0,16.5,13.5,17.5,10.5,10.0,20.0,16.1,41.0,14.5,15.4,7.25,23.0,53.0,6.8,24.3,17.5,16.85,31.5,42.0,17.0,11.8,30.0,24.1,14.74,9.0,17.5,13.2,11.0,15.0
2009-12-04,17.5,18.15,13.5,18.0,10.5,10.1,20.0,16.1,41.5,14.25,15.4,7.416666666666666,23.0,55.0,7.0,24.4,17.5,16.75,31.5,42.0,17.0,12.0,25.0,24.1,13.86,9.0,17.5,13.2,10.5,14.8
2009-12-05,17.5,17.55,13.5,17.5,10.0,10.1,20.0,15.075,42.0,14.0,15.4,7.583333333333334,23.0,55.0,7.0,24.5,17.5,16.8,31.5,42.0,15.925,12.15,20.0,24.1,14.05,12.0,17.5,17.0,9.75,14.5
2009-12-06,17.666666666666668,17.833333333333332,13.5,17.666666666666668,10.0,10.2,20.0,14.05,42.0,14.0,15.433333333333332,7.75,23.0,51.66666666666667,6.833333333333334,24.53333333333333,17.5,16.85,31.5,42.0,14.85,12.25,17.666666666666668,24.1,14.003333333333332,12.0,17.5,17.03333333333333,9.5,14.5
2009-12-07,17.833333333333332,18.116666666666667,13.5,17.833333333333332,10.0,10.2,20.0,13.025,42.5,13.933333333333332,15.466666666666667,7.75,23.0,48.33333333333333,6.666666666666666,24.566666666666666,17.5,16.9,31.7,42.0,13.775,12.333333333333332,15.333333333333332,24.1,13.956666666666667,12.0,17.5,17.066666666666666,9.2,14.366666666666667
2009-12-08,18.0,18.4,13.5,18.0,9.666666666666666,10.2,20.0,12.0,43.0,13.866666666666667,15.5,7.75,23.0,45.0,6.5,24.6,17.75,16.95,30.7,42.0,12.7,12.416666666666668,13.0,24.1,13.91,12.0,17.5,17.1,8.9,14.233333333333333
2009-12-09,18.0,18.5,13.6,18.0,9.333333333333334,10.2,20.0,12.0,43.25,13.8,15.5,7.5,23.0,50.0,7.0,24.7,17.75,17.0,30.5,42.1,12.7,12.5,10.0,24.1,14.4,12.0,17.5,17.4,8.6,14.1
2009-12-10,18.0,16.55,13.6,18.0,9.0,10.2,20.0,11.6,43.5,12.5,15.5,7.5,23.0,50.0,7.5,24.75,17.75,17.0,30.7,42.1,12.5,12.3,9.0,24.2,13.91,12.0,17.5,17.5,8.5,14.0
2009-12-11,17.5,16.8,13.497826086956522,17.5,9.0,10.2,20.0,11.0,44.0,12.5,15.5,7.5,23.0,45.0,7.0,24.7,17.75,17.0,30.7,42.269565217391296,12.3,12.3,8.0,24.1,13.97,12.4,17.5,17.5,8.4,14.0
2009-12-12,17.375,17.7,13.395652173913042,17.5,9.0,10.2,20.0,10.75,44.5,12.0,15.5,7.5,23.0,46.25,7.0,24.6,18.0,17.0,30.7,42.43913043478261,11.9,12.3,7.0,24.1,14.5,12.3,17.5,17.4,8.0,14.0
2009-12-13,17.25,17.633333333333333,13.293478260869565,17.5,9.0,10.2,20.0,10.5,44.75,12.0,15.5,7.5,23.0,47.5,7.0,24.566666666666666,18.0,17.083333333333332,30.7,42.60869565217391,11.5,12.4,6.333333333333334,24.1,14.3,11.533333333333333,17.5,17.433333333333334,8.0,14.0
2009-12-14,17.125,17.566666666666666,13.191304347826087,17.5,9.0,10.2,20.0,10.25,45.0,12.0,15.5,7.5,23.0,48.75,7.0,24.53333333333333,18.2,17.166666666666668,30.7,42.77826086956522,11.1,12.366666666666667,5.666666666666666,24.1,14.1,10.766666666666667,17.5,17.46666666666667,8.25,14.166666666666668
2009-12-15,17.0,17.5,13.089130434782607,17.5,9.0,10.2,20.0,10.0,45.5,12.0,15.5,7.575,23.0,50.0,7.0,24.5,18.3,17.25,30.7,42.947826086956525,10.7,12.333333333333332,5.0,24.1,13.9,10.0,17.5,17.5,8.5,14.333333333333332
2009-12-16,16.85,18.2,12.98695652173913,17.666666666666668,9.0,10.2,20.0,9.7,46.0,12.0,15.5,7.65,23.0,45.0,7.0,23.535714285714285,18.5,17.0,30.5,43.11739130434783,10.2,12.3,5.0,24.1,13.49,10.5,17.5,17.535714285714292,8.75,14.5
2009-12-17,17.0,17.3,12.884782608695652,17.833333333333332,9.0,10.2,20.0,8.7,46.5,12.0,15.5,7.725,23.0,40.0,7.0,22.57142857142857,18.75,17.25,30.5,43.28695652173913,9.7,12.25,4.0,23.7,14.22,12.3,17.5,17.57142857142857,8.75,14.65
2009-12-18,17.5,17.65,12.782608695652176,18.0,8.5,10.1,20.0,8.3,46.5,11.833333333333332,15.7,7.8,23.2,45.0,7.0,21.607142857142854,18.75,17.25,30.5,43.45652173913043,9.2,12.275,4.5,23.6,14.15,14.0,17.6,17.607142857142858,8.208333333333334,14.658333333333333
2009-12-19,17.5,17.0,12.680434782608694,18.0,7.5,10.1,20.0,8.1,46.35,11.666666666666668,15.7,7.875,23.2,40.0,6.6,20.642857142857142,18.75,17.25,30.5,43.62608695652174,8.92,12.3,6.0,23.6,13.8,12.0,17.6,17.642857142857142,7.666666666666666,14.666666666666668
2009-12-20,17.4,17.25,12.578260869565218,17.916666666666668,7.0,10.1,20.0,7.9,46.5,11.5,15.7,7.95,23.2,41.66666666666667,6.7333333333333325,19.67857142857143,18.75,17.166666666666668,30.6,43.79565217391304,8.64,12.325,5.333333333333334,23.6,13.653333333333332,11.25,17.6,17.67857142857143,7.125,14.675
2009-12-21,17.3,17.5,12.47608695652174,17.833333333333332,7.0,10.1,20.0,7.7,47.0,11.333333333333332,15.7,8.025,23.2,43.33333333333333,6.866666666666666,18.714285714285715,19.0,17.083333333333332,30.5,43.96521739130435,8.36,12.35,4.666666666666666,23.6,13.506666666666668,10.5,17.6,17.714285714285708,6.583333333333334,14.683333333333332
2009-12-22,17.2,17.75,12.37391304347826,17.75,6.833333333333334,10.133333333333333,20.0,7.5,47.5,11.166666666666668,15.7,8.1,23.2,45.0,7.0,17.75,19.0,17.0,30.5,44.13478260869565,8.08,12.375,4.0,23.6,13.36,9.75,17.6,17.75,6.041666666666668,14.691666666666668
2009-12-23,17.1,17.55,12.271739130434785,17.666666666666668,6.666666666666666,10.166666666666666,20.0,7.3,47.1,11.0,15.70625,8.175,23.20625,45.0,7.0,24.9,19.0,16.75,30.5,44.30434782608696,7.8,12.4,6.0,23.6,13.71,10.0,17.6125,17.75,5.5,14.7
2009-12-24,17.0,17.05,12.169565217391305,17.583333333333332,6.5,10.2,18.0,7.3,47.5,11.0,15.7125,8.25,23.2125,50.0,7.0,24.8,19.0,16.75,30.5,44.47391304347826,7.8,12.1,4.5,23.5,13.68,9.861111111111109,17.625,17.7,6.0,14.75
2009-12-25,17.0,16.983333333333334,12.067391304347826,17.5,6.5,10.2,18.0,6.8,48.0,11.25,15.71875,8.325,23.21875,50.0,6.916666666666666,24.9,19.0,16.75,30.7,44.64347826086956,7.2,12.0,4.535714285714286,23.5,13.64,9.722222222222221,17.6375,17.9,6.0,14.75
2009-12-26,17.0,16.916666666666668,11.965217391304348,17.5,6.5,10.2,18.0,6.7,48.2,11.25,15.725,8.4,23.225,50.0,6.833333333333334,24.9,19.0,16.75,30.3,44.81304347826087,7.12,12.0,4.571428571428573,23.5,13.5,9.583333333333334,17.65,18.0,6.0,14.75
2009-12-27,17.0,16.85,11.86304347826087,17.083333333333332,6.5,10.2,18.0,6.6,48.0,12.25,15.73125,8.475,23.23125,50.0,6.75,24.8625,19.0,16.75,30.5,44.98260869565217,7.04,12.25,4.6071428571428585,23.5,13.266666666666667,9.444444444444443,17.6625,17.95,6.25,14.5
2009-12-28,17.0,16.78333333333333,11.76086956521739,16.666666666666668,6.5,10.2,18.0,6.5,47.66666666666667,12.433333333333332,15.7375,8.55,23.2375,50.0,6.666666666666666,24.825,19.25,16.75,30.5,45.15217391304348,6.96,12.25,4.6428571428571415,23.5,13.033333333333333,9.305555555555557,17.675,17.9,6.133333333333334,14.466666666666667
2009-12-29,17.0,16.71666666666667,11.658695652173913,16.25,6.5,10.233333333333334,18.0,6.4,47.33333333333333,12.616666666666667,15.74375,8.625,23.24375,50.0,6.583333333333334,24.7875,19.25,16.75,30.6,45.32173913043478,6.88,12.25,4.678571428571427,23.5,12.8,9.166666666666666,17.6875,17.85,6.0166666666666675,14.433333333333332
2009-12-30,17.0,16.65,11.556521739130435,16.25,6.5,10.266666666666667,18.0,6.3,47.0,12.8,15.75,8.7,23.25,50.0,6.5,24.75,19.25,16.75,30.5,45.49130434782609,6.8,12.25,4.714285714285714,23.5,13.45,9.027777777777779,17.7,17.8,5.9,14.4
2009-12-31,17.0,17.7,11.454347826086956,16.25,6.5,10.3,18.0,6.3,47.5,13.0,15.75,8.775,23.25,45.0,6.5,24.7,19.25,16.75,30.7,45.66086956521739,6.8,12.25,4.75,23.5,13.48,8.888888888888891,17.7,17.75,6.0,14.5
2010-01-01,17.0,17.6,11.352173913043478,16.25,6.6,10.3,18.0,6.3,48.0,13.5,15.75,8.85,23.25,53.0,6.5,24.7,19.5,16.15,30.7,45.8304347826087,6.8,12.25,4.785714285714286,23.5,12.7,8.75,17.7,17.7,6.0,14.7
2010-01-02,17.0,17.0,11.25,16.25,6.6,10.3,18.0,6.3,48.0,13.0,15.8,8.925,23.25,47.0,6.5,24.75,19.5,16.15,30.5,46.0,6.8,12.3,4.821428571428573,23.5,12.75,9.0625,17.75,17.75,6.0,14.75
2010-01-03,17.0,16.916666666666668,11.27,16.25,6.6,10.3,18.0,6.3,48.1,12.75,15.8,9.0,23.25,48.0,6.666666666666666,24.8,19.5,16.266666666666666,30.5,46.12,6.8,12.35,4.8571428571428585,23.5,13.02,9.375,17.75,17.766666666666666,6.3,14.7
2010-01-04,17.0,16.833333333333332,11.29,16.25,4.1,10.3,18.0,6.3,48.25,12.5,15.8,9.0,23.25,49.0,6.833333333333334,24.85,19.5,16.383333333333333,30.5,46.24,6.8,12.366666666666667,4.8928571428571415,23.5,13.29,9.6875,17.75,17.783333333333328,6.2,14.633333333333333
2010-01-05,17.0,16.75,11.31,16.25,4.9,10.366666666666667,18.0,6.3,48.0,12.25,15.8,9.0,23.25,50.0,7.0,24.9,19.5,16.5,30.5,46.36,6.8,12.383333333333333,4.928571428571429,23.5,13.56,10.0,17.75,17.8,6.1,14.566666666666668
2010-01-06,17.0,16.55,11.33,16.25,5.7,10.433333333333332,18.0,6.3,48.0,12.0,15.8,8.0,23.25,45.0,7.0,25.0,19.5,16.5,30.5,46.48,6.8,12.4,4.964285714285714,23.5,13.19,10.0,17.75,17.9,6.0,14.5
2010-01-07,17.0,17.8,11.35,16.25,6.5,10.5,18.0,6.3,48.25,12.0,15.8,8.5,23.25,50.0,7.0,25.0,19.5,16.5,30.7,46.6,6.8,12.3,5.0,23.5,13.24,10.0,17.75,18.0,5.45,14.5
2010-01-08,17.0,17.1,11.2,17.25,6.0,10.5,18.0,6.0,48.5,12.066666666666668,15.8,8.333333333333334,23.25,48.0,7.0,25.0,19.5,16.5,30.5,46.7,6.8,12.3,5.0,23.4,13.28,9.75,17.7,17.9,5.3,14.5
2010-01-09,17.0,16.8,11.3,17.25,5.5,10.5,18.0,6.0,48.5,12.133333333333333,15.8,8.166666666666666,23.25,48.5,7.125,24.9,19.5,16.5,30.6,46.7,6.8,12.3,5.0,23.4,13.4,6.5,17.75,17.9,5.15,14.5
2010-01-10,17.0,16.983333333333334,11.3,17.25,5.0,10.5,18.0,6.0,48.75,12.2,15.8,8.0,23.25,49.0,7.25,24.966666666666665,19.7,16.5,30.6,46.7,6.8,12.3,5.0,23.4,13.506666666666668,6.583333333333334,17.75,17.866666666666667,5.0,14.5
2010-01-11,17.0,17.166666666666668,11.3,17.25,4.5,10.5,18.0,6.0,48.91666666666667,12.3,15.8,8.0,23.25,49.5,7.375,25.03333333333333,19.7,16.5,30.5,46.7,6.8,12.366666666666667,5.0,23.4,13.613333333333333,6.666666666666666,17.75,17.833333333333332,5.033333333333333,14.533333333333333
2010-01-12,17.0,17.35,11.3,17.25,4.666666666666667,10.5,18.0,6.0,49.08333333333333,12.4,15.8,8.0,23.25,50.0,7.5,25.1,19.7,16.5,31.5,46.7,6.8,12.433333333333332,5.0,23.4,13.72,6.75,17.75,17.8,5.066666666666666,14.566666666666668
2010-01-13,17.0,17.1,11.3,17.25,4.833333333333333,10.5,18.0,6.0,49.25,12.5,15.8,7.5,23.25,48.75,7.375,25.12142857142857,19.7,16.5,31.5,46.7,6.8,12.5,5.0,23.4,13.7,6.5,17.75,17.81428571428571,5.1,14.6
2010-01-14,17.0,17.21666666666667,11.25,17.25,5.0,10.5,18.0,6.0,49.7,12.5,15.8,8.0,23.3,47.5,7.25,25.142857142857146,19.7,16.5,31.5,46.75,6.8,12.6,5.333333333333334,23.4,13.68,6.666666666666666,17.766666666666666,17.82857142857143,5.0,14.6
2010-01-15,17.0,17.333333333333332,11.25,17.25,5.0,10.5,18.0,6.0,50.0,12.5,15.8,8.0,23.35,46.25,7.125,25.164285714285718,19.7,16.5,31.5,46.75,6.8,12.6,5.666666666666666,23.2,13.66,6.833333333333334,17.783333333333328,17.84285714285714,5.0,14.6
2010-01-16,17.0,17.45,11.25,17.25,5.5,11.0,18.0,5.871428571428571,50.0,12.5,15.8,8.0,23.4,45.0,7.0,25.185714285714283,19.7,16.5,31.5,46.75,6.6571428571428575,12.7,6.0,23.242857142857147,13.64,7.0,17.8,17.857142857142858,5.15,14.55
2010-01-17,17.0,17.25,11.25,17.25,5.0,11.0,18.0,5.742857142857144,51.0,12.75,15.8,8.0,23.4,45.0,7.0,25.20714285714286,19.7,16.5,31.5,46.75,6.514285714285713,12.8,5.333333333333334,23.285714285714285,13.62,7.0,17.8,17.87142857142857,5.25,14.55
2010-01-18,17.0,17.05,11.25,17.25,4.8,11.0,18.0,5.614285714285715,51.5,12.5,15.8,7.0,23.4,45.0,7.0,25.228571428571428,19.8,16.5,31.7,46.75,6.371428571428571,12.783333333333333,4.666666666666666,23.328571428571426,13.6,7.0,17.8,17.885714285714286,5.1,14.566666666666668
2010-01-19,17.0,16.85,11.25,17.25,4.7,11.0,18.0,5.485714285714287,52.0,12.25,15.8,8.0,23.4,45.0,7.0,25.25,19.8,16.5,31.5,46.75,6.2285714285714295,12.766666666666667,4.0,23.37142857142857,13.58,7.0,17.8,17.9,4.95,14.583333333333332
2010-01-20,17.0,17.05,11.25,17.25,4.6,11.0,18.0,5.357142857142857,52.0,12.0,15.866666666666667,8.0,23.43333333333333,45.0,7.0,25.3,20.0,16.5,31.7,46.75,6.085714285714285,12.75,4.0,23.414285714285718,13.79,7.0,17.866666666666667,18.0,4.8,14.6
2010-01-21,17.0,16.9,11.25,17.25,4.5,11.0,18.0,5.228571428571429,52.5,12.0,15.933333333333332,8.0,23.466666666666665,45.0,7.5,25.4,20.0,16.5,31.7,46.75,5.942857142857143,12.6,6.0,23.45714285714286,13.0,7.0,17.933333333333334,18.0,4.5,14.5
2010-01-22,17.0,16.85,11.25,17.25,4.5,11.0,18.0,5.1,53.0,12.0,16.0,8.333333333333334,23.5,50.0,7.0,25.5,20.0,16.5,31.5,47.0,5.8,12.5,5.5,23.5,13.3,7.0,18.0,17.9,4.0,14.5
2010-01-23,17.0,16.7,11.241666666666667,17.25,4.3,11.0,18.0,4.8,53.0,12.0,16.0,8.666666666666666,23.5,45.0,7.0,25.5,20.0,16.75,31.5,47.0,5.6,12.6,7.0,23.5,13.68,7.0,18.0,18.0,4.0,14.5
2010-01-24,17.0,16.67,11.233333333333333,17.25,4.3,11.0,18.0,4.5,52.5,12.0,16.0,9.0,23.5,46.0,7.0,25.5,20.0,16.7,31.5,47.0,5.4,12.6,6.6,23.5,13.634,6.5,18.0,18.0,4.3,14.4
2010-01-25,17.0,16.64,11.225,17.25,4.3,11.0,18.0,4.2,52.0,12.1,16.0,8.0,23.5,47.0,7.0,25.5,20.0,16.65,31.7,47.0,5.2,12.6125,6.2,23.5,13.588,6.75,18.0,18.0,4.425,14.45
2010-01-26,17.0,16.61,11.216666666666667,17.25,4.133333333333333,11.0,18.0,3.9,52.0,12.2,16.0,7.5,23.5,48.0,7.0,25.5,20.0,16.6,31.7,47.0,5.0,12.625,5.8,23.5,13.542,6.6875,18.0,18.0,4.55,14.5
2010-01-27,17.0,16.58,11.208333333333332,17.25,3.966666666666667,11.0,18.0,3.6,53.0,12.3,16.0,8.0,23.5,49.0,7.0,25.5,20.0,16.55,31.7,47.0,4.8,12.6375,5.4,23.5,13.496,6.625,18.0,18.0,4.675,14.55
2010-01-28,17.0,16.55,11.2,17.25,3.8,11.0,18.0,3.3,52.5,12.4,16.0,8.0,23.5,50.0,7.0,25.5,20.0,16.5,31.5,47.0,4.6,12.65,5.0,23.5,13.45,6.5625,18.0,18.0,4.8,14.6
2010-01-29,17.0,16.65,11.85,17.25,3.8,11.0,18.0,3.15,54.0,13.0,16.0,7.666666666666666,23.5,51.0,7.2,25.4,20.0,16.5,31.5,47.0,4.6,12.65,6.5,23.5,13.26,6.5,18.0,17.9,4.5,14.75
2010-01-30,17.0,16.65,11.8,17.25,4.0,11.0,18.0,3.1375,53.5,13.5,16.0,7.333333333333334,23.5,55.0,7.0,25.4,20.0,16.4,31.5,47.0,4.525,12.7,6.0,23.5,13.25,7.0,18.0,17.8,4.25,14.75
2010-01-31,17.0,16.616666666666667,11.8,17.25,3.8,11.5,18.0,3.125,53.5,13.5,16.0,7.0,23.5,55.0,7.0,25.366666666666664,20.0,16.35,31.5,47.0,4.45,12.7,5.666666666666666,23.5,13.24,7.333333333333334,18.0,17.766666666666666,4.0,14.85
2010-02-01,17.0,16.583333333333332,11.8,17.25,3.6,12.0,18.0,3.1125,54.0,13.5,16.0,7.0,23.5,55.0,7.0,25.333333333333336,20.0,16.3,31.5,47.0,4.375,12.683333333333332,5.333333333333334,23.5,13.23,7.666666666666666,18.0,17.733333333333334,4.0,14.85
2010-02-02,17.0,16.55,11.8,17.25,3.733333333333333,12.0,18.0,3.1,54.3,13.5,16.0,8.0,23.5,55.0,7.0,25.3,20.0,16.25,31.7,47.0,4.3,12.666666666666668,5.0,23.5,13.22,8.0,18.0,17.7,4.0,14.85
2010-02-03,17.0,16.6,11.8,17.25,3.8666666666666663,12.0,18.0,3.1,54.0,13.5,16.25,8.0,23.5,50.0,7.0,25.3,20.0,16.25,29.5,47.0,4.3,12.65,6.0,23.5,13.21,6.5,18.0,17.6,4.0,14.85
2010-02-04,17.0,17.05,11.0,17.25,4.0,12.0,18.0,3.1,53.0,13.0,16.5,8.0,23.5,50.0,7.0,25.4,20.0,16.25,29.4,47.25,4.3,12.6,8.0,23.2,13.2,6.5,18.0,17.6,4.1,14.9
2010-02-05,16.5,16.25,11.75,16.5,4.0,12.0,18.0,3.0,52.5,13.0,16.5,7.666666666666666,23.6,55.0,7.0,25.4,20.5,16.25,29.5,47.25,4.4,12.6,8.166666666666666,23.2,13.04,7.0,18.0,13.5,4.1,14.9
2010-02-06,16.5,16.25,11.75,16.5,4.0,12.0,18.0,2.95,52.0,13.0,16.5,7.333333333333334,23.7,55.0,7.0,25.4,20.5,16.25,29.7,47.25,4.425,12.65,8.333333333333334,23.2,13.18,6.2,18.0,17.5,4.0,15.25
2010-02-07,16.5,16.583333333333332,11.766666666666667,16.5,4.0,12.0,18.0,2.9,51.0,12.8,16.5,7.0,23.8,51.66666666666667,7.0,25.43333333333333,20.5,16.25,29.66,47.25,4.45,12.6,8.5,23.2,13.24,6.2,18.0,17.53333333333333,3.6,15.25
2010-02-08,16.5,16.916666666666668,11.783333333333333,16.5,4.0,12.0,18.0,2.85,51.0,12.8,16.5,7.0,23.9,48.33333333333333,7.0,25.466666666666665,20.5,16.25,29.62,47.25,4.475,12.6,5.0,23.2,13.3,6.5,18.0,17.566666666666666,3.566666666666667,15.266666666666667
