date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other
2008-03-06,10.783333333333333,11.033333333333333,5.3571428571428585,12.033333333333333,4.5
2008-03-07,10.766666666666667,11.166666666666668,5.5,12.066666666666668,4.5
2008-03-08,10.75,11.3,5.5,12.1,5.0
2008-03-09,10.81,11.34,5.0,12.136666666666667,4.5
2008-03-10,10.87,11.38,5.5,12.173333333333332,4.5
2008-03-11,10.93,11.42,5.5,12.21,4.5
2008-03-12,10.99,11.46,5.5,12.1575,4.5
2008-03-13,11.05,11.5,5.5,12.105,4.5
2008-03-14,11.0,11.75,6.0,12.0525,4.5
2008-03-15,10.6,11.75,5.5,12.0,4.5
2008-03-16,10.6,11.72,5.0,11.916666666666668,4.5
2008-03-17,10.6,11.69,5.0,11.833333333333332,4.5
2008-03-18,10.6,11.66,5.5,11.75,4.5
2008-03-19,10.6,11.63,5.5,11.5,4.5
2008-03-20,10.6,11.6,5.5,11.568333333333333,4.5
2008-03-21,10.58,11.53,5.5,11.636666666666667,4.0
2008-03-22,10.56,11.46,5.0,11.705,4.0
2008-03-23,10.54,11.39,5.0,11.773333333333332,4.333333333333333
2008-03-24,10.52,11.32,5.0,11.841666666666667,4.666666666666667
2008-03-25,10.5,11.25,5.0,11.91,5.0
2008-03-26,10.5,11.6,5.5,11.71,4.5
2008-03-27,10.5,11.6,5.5,11.61,4.0
2008-03-28,10.5,11.6,6.0,11.75,5.0
2008-03-29,10.5,11.6,5.5,11.5,5.5
2008-03-30,10.5,11.6,5.5,11.666666666666668,5.166666666666666
2008-03-31,10.5,11.6,5.5,11.833333333333332,4.833333333333333
2008-04-01,10.5,11.6,5.5,12.0,4.5
2008-04-02,10.5,11.6,5.5,11.61,4.5
2008-04-03,10.5,11.6,5.5,11.5,4.5
2008-04-04,10.5,11.75,5.5,12.0,4.5
2008-04-05,10.5,12.0,5.5,12.0,5.5
2008-04-06,10.45,11.916666666666668,5.0,11.833333333333332,4.5
2008-04-07,10.4,11.833333333333332,5.5,11.666666666666668,5.0
2008-04-08,10.35,11.75,5.5,11.5,4.5
2008-04-09,10.3,12.0,5.5,11.6,4.5
2008-04-10,10.45,12.0,5.5,11.669230769230769,5.5
2008-04-11,10.25,11.75,5.5,11.738461538461538,5.0
2008-04-12,10.25,11.75,5.333333333333334,11.807692307692307,5.0
2008-04-13,10.1875,11.65,5.166666666666666,11.876923076923076,5.0
2008-04-14,10.125,11.55,5.0,11.946153846153846,5.0
2008-04-15,10.0625,11.45,5.1,12.015384615384615,4.9
2008-04-16,10.0,11.35,5.2,12.084615384615386,4.8
2008-04-17,10.0,11.35,5.3,12.153846153846155,4.7
2008-04-18,10.0,11.25,5.4,12.223076923076926,4.6
2008-04-19,10.0,11.25,5.5,12.292307692307695,4.5
2008-04-20,10.166666666666666,11.333333333333332,5.333333333333334,12.361538461538462,4.666666666666667
2008-04-21,10.333333333333332,11.416666666666668,5.166666666666666,12.430769230769231,4.833333333333333
2008-04-22,10.5,11.5,5.0,12.5,5.0
2008-04-23,10.5,11.2,5.0,12.0,4.833333333333333
2008-04-24,10.0,11.25,5.0,12.5,4.666666666666667
2008-04-25,10.0,11.5,5.0,12.5,4.5
2008-04-26,10.0,11.35,5.0,12.11,5.0
2008-04-27,10.033333333333333,11.4,5.0,12.167142857142858,5.0
2008-04-28,10.066666666666666,11.45,5.0,12.224285714285712,5.0
2008-04-29,10.1,11.5,5.0,12.28142857142857,5.0
2008-04-30,10.125,11.475,5.5,12.338571428571427,4.5
2008-05-01,10.15,11.45,5.333333333333334,12.395714285714286,4.5555555555555545
2008-05-02,10.175,11.425,5.166666666666666,12.452857142857145,4.611111111111111
2008-05-03,10.2,11.4,5.0,12.51,4.666666666666667
2008-05-04,10.133333333333333,11.433333333333332,4.833333333333333,12.456666666666667,4.722222222222221
2008-05-05,10.066666666666666,11.466666666666667,4.666666666666666,12.403333333333332,4.777777777777779
2008-05-06,10.0,11.5,4.5,12.35,4.833333333333333
2008-05-07,10.1,11.4,4.333333333333333,12.01,4.888888888888889
2008-05-08,10.05,11.25,4.166666666666666,12.206666666666667,4.9444444444444455
2008-05-09,10.0,11.2,4.0,12.403333333333332,5.0
2008-05-10,10.025,11.2,4.5,12.6,4.5
2008-05-11,10.05,11.2,5.0,12.566666666666668,5.0
2008-05-12,10.075,11.2,5.0,12.533333333333333,4.5
2008-05-13,10.1,11.2,6.0,12.5,4.5
2008-05-14,10.05,11.2,5.5,12.11,5.0
2008-05-15,10.0,11.25,5.5,11.5,4.5
2008-05-16,10.0,11.2,5.5,11.9,4.5
2008-05-17,10.0,11.0,5.5,12.0,4.5
2008-05-18,9.95,11.033333333333333,5.5,11.833333333333332,4.4
2008-05-19,9.9,11.066666666666668,5.5,11.666666666666668,4.3
2008-05-20,9.85,11.1,5.5,11.5,4.2
2008-05-21,9.4,11.0,5.5,11.6,4.1
2008-05-22,9.3,10.85,5.5,11.67,4.0
2008-05-23,9.5,10.9,5.5,11.74,4.125
2008-05-24,9.7,11.05,5.5,11.81,4.25
2008-05-25,9.716666666666667,11.0,5.5,11.694285714285714,4.375
2008-05-26,9.733333333333334,10.95,5.5,11.57857142857143,4.5
2008-05-27,9.75,10.9,5.5,11.462857142857144,4.5
2008-05-28,9.75,10.9,5.5,11.347142857142858,4.5
2008-05-29,9.6,11.1,5.5,11.231428571428573,4.5
2008-05-30,9.5,10.9,5.5,11.115714285714288,4.5
2008-05-31,9.5,10.9,5.5,11.0,4.5
2008-06-01,9.583333333333334,10.85,5.5,11.375,4.0
2008-06-02,9.666666666666666,10.8,5.5,11.75,5.5
2008-06-03,9.75,10.75,5.5,12.125,5.0
2008-06-04,10.0,10.9,5.5,12.5,5.0
2008-06-05,10.0,10.5,5.5,11.35,4.5
2008-06-06,10.0,10.5,5.5,12.0,4.5
2008-06-07,10.05,10.75,5.5,12.0,4.666666666666667
2008-06-08,10.066666666666666,10.75,5.5,11.916666666666668,4.833333333333333
2008-06-09,10.083333333333334,10.75,5.5,11.833333333333332,5.0
2008-06-10,10.1,10.75,5.5,11.75,5.0
2008-06-11,10.1,10.9,5.5,11.783333333333333,5.0
2008-06-12,10.0,10.85,5.5,11.816666666666668,4.5
2008-06-13,10.1,11.0,6.0,11.85,4.5
2008-06-14,10.1,10.875,5.833333333333334,11.5,4.833333333333333
2008-06-15,10.1,10.75,5.666666666666666,11.703333333333333,5.166666666666666
2008-06-16,10.1,10.625,5.5,11.906666666666668,5.5
2008-06-17,10.1,10.5,6.0,12.11,4.0
2008-06-18,10.15,11.25,5.5,11.75,4.5
2008-06-19,10.2,11.0,5.5,11.7,4.5
2008-06-20,10.35,11.1,6.0,12.11,5.5
2008-06-21,10.35,10.6,5.5,11.75,5.5
2008-06-22,10.4,10.466666666666667,5.5,11.75,5.4
2008-06-23,10.45,10.333333333333332,5.5,11.75,5.3
2008-06-24,10.5,10.2,5.5,11.75,5.2
2008-06-25,10.4,10.25,5.5,12.5,5.1
2008-06-26,10.3,10.05,5.5,12.0,5.0
2008-06-27,10.35,9.9,5.5,11.5,4.9
2008-06-28,10.2,10.0,5.5,11.4,4.8
2008-06-29,10.233333333333334,10.016666666666666,5.5,11.466666666666667,4.7
2008-06-30,10.266666666666667,10.033333333333333,5.5,11.533333333333333,4.6
2008-07-01,10.3,10.05,5.5,11.6,4.5
2008-07-02,10.15,9.9,5.5,11.75,4.5
2008-07-03,10.15,10.25,5.5,12.0,4.5
2008-07-04,9.9,9.9,5.0,11.91,4.5
2008-07-05,10.5,10.25,5.5,12.0,4.5
2008-07-06,10.533333333333333,10.316666666666668,5.5,11.936666666666667,4.5
2008-07-07,10.566666666666668,10.383333333333333,5.5,11.873333333333333,5.5
2008-07-08,10.6,10.45,5.5,11.81,5.0
2008-07-09,10.75,10.25,5.5,11.7,4.5
2008-07-10,10.45,10.2,5.5,11.68,5.5
2008-07-11,10.6,10.55,5.5,11.71,5.5
2008-07-12,10.75,10.55,5.613636363636363,12.0,5.5
2008-07-13,10.75,10.483333333333333,5.727272727272728,12.175,5.5
2008-07-14,10.75,10.416666666666668,5.840909090909091,12.35,5.5
2008-07-15,10.75,10.35,5.954545454545455,12.525,5.5
2008-07-16,10.65,10.55,6.0681818181818175,12.7,5.5
2008-07-17,10.65,10.25,6.181818181818183,12.25,5.5
2008-07-18,10.7,10.3,6.295454545454545,13.0,5.5
2008-07-19,10.65,10.35,6.409090909090909,13.26,5.5
2008-07-20,10.683333333333332,10.333333333333332,6.5227272727272725,13.173333333333332,5.5
2008-07-21,10.716666666666667,10.316666666666668,6.636363636363638,13.086666666666668,5.5
2008-07-22,10.75,10.3,6.75,13.0,5.5
2008-07-23,11.0,10.3,6.863636363636362,12.979285714285714,5.5
2008-07-24,10.95,10.25,6.977272727272728,12.958571428571426,5.5
2008-07-25,10.8,10.4,7.090909090909091,12.937857142857142,5.5
2008-07-26,10.75,10.1,7.204545454545455,12.917142857142858,5.5
2008-07-27,10.683333333333332,10.216666666666667,7.3181818181818175,12.89642857142857,5.5
2008-07-28,10.616666666666667,10.333333333333332,7.4318181818181825,12.875714285714285,5.5
2008-07-29,10.55,10.45,7.545454545454545,12.855,5.5
2008-07-30,10.6,10.2,7.659090909090909,12.834285714285713,5.5
2008-07-31,10.8,10.25,7.772727272727272,12.813571428571427,5.5
2008-08-01,10.65,10.45,7.886363636363638,12.792857142857144,5.5
2008-08-02,10.7,10.3,8.0,12.772142857142859,5.5
2008-08-03,10.716666666666667,10.45,8.0,12.751428571428573,5.5
2008-08-04,10.733333333333333,10.6,9.0,12.730714285714289,6.0
2008-08-05,10.75,10.75,11.0,12.71,6.0
2008-08-06,10.65,10.25,8.0,12.5,6.0
2008-08-07,10.75,10.5,8.0,12.15,7.0
2008-08-08,10.4,10.2,7.5,12.61,7.5
2008-08-09,10.75,10.35,8.0,11.75,7.0
2008-08-10,10.633333333333333,10.366666666666667,8.0,11.77,6.5
2008-08-11,10.516666666666667,10.383333333333333,13.0,11.79,7.5
2008-08-12,10.4,10.4,8.0,11.81,7.5
2008-08-13,10.9,10.75,7.5,11.805714285714286,7.0
2008-08-14,10.7,10.65,14.0,11.801428571428573,7.0
2008-08-15,10.7,10.62,14.0,11.797142857142855,7.5
2008-08-16,10.7,10.59,15.0,11.792857142857144,7.5
2008-08-17,10.7,10.56,15.0,11.788571428571426,7.5
2008-08-18,10.7,10.53,12.0,11.784285714285714,6.5
2008-08-19,10.7,10.5,16.0,11.78,7.5
2008-08-20,10.75,10.7,13.0,11.775714285714288,6.5
2008-08-21,10.85,10.55,13.0,11.77142857142857,7.5
2008-08-22,10.82857142857143,10.564285714285713,13.0,11.767142857142858,7.5
2008-08-23,10.807142857142857,10.57857142857143,12.8,11.762857142857142,7.2
2008-08-24,10.785714285714288,10.592857142857143,12.6,11.758571428571427,6.9
2008-08-25,10.764285714285712,10.607142857142858,12.4,11.754285714285713,6.6
2008-08-26,10.742857142857142,10.621428571428572,12.2,11.75,6.3
2008-08-27,10.721428571428572,10.635714285714286,12.0,11.821428571428573,6.0
2008-08-28,10.7,10.65,12.0,11.892857142857142,7.0
2008-08-29,10.8,10.45,12.0,11.964285714285715,6.5
2008-08-30,10.725,10.425,12.0,12.035714285714285,7.0
2008-08-31,10.65,10.4,11.4,12.107142857142858,5.833333333333334
2008-09-01,10.575,10.375,10.8,12.178571428571427,4.666666666666666
2008-09-02,10.5,10.35,10.2,12.25,3.5
2008-09-03,10.466666666666667,10.266666666666667,9.6,12.178571428571427,3.5
2008-09-04,10.433333333333332,10.183333333333334,9.0,12.107142857142858,4.0
2008-09-05,10.4,10.1,11.0,12.035714285714285,4.5
2008-09-06,10.5,10.3,11.0,11.964285714285715,4.5
2008-09-07,10.583333333333332,10.483333333333333,11.0,11.892857142857142,4.333333333333333
2008-09-08,10.666666666666668,10.666666666666668,11.0,11.821428571428573,4.166666666666667
2008-09-09,10.75,10.85,11.0,11.75,4.0
2008-09-10,10.6,10.75,11.0,11.75,4.5
2008-09-11,10.25,10.25,13.0,11.5,4.5
2008-09-12,9.75,10.25,13.0,11.518333333333333,6.0
2008-09-13,10.5,10.35,12.0,11.536666666666667,4.0
2008-09-14,10.416666666666668,10.316666666666668,12.0,11.555,4.0
2008-09-15,10.333333333333332,10.283333333333333,11.0,11.573333333333332,4.0
2008-09-16,10.25,10.25,11.0,11.591666666666667,4.5
2008-09-17,9.7,10.3,13.0,11.61,4.5
2008-09-18,10.15,9.9,13.0,11.71,4.0
2008-09-19,10.6,10.65,13.0,11.31,4.5
2008-09-20,10.75,10.65,13.0,11.0,4.0
2008-09-21,10.8,10.766666666666667,13.0,11.083333333333332,4.0
2008-09-22,10.85,10.883333333333333,13.0,11.166666666666668,4.0
2008-09-23,10.9,11.0,13.0,11.25,4.0
2008-09-24,10.85,11.2,13.0,11.31,4.0
2008-09-25,10.75,11.2,13.0,11.11,4.0
2008-09-26,10.5,11.05,12.0,11.088,5.0
2008-09-27,10.6,10.9,11.0,11.066,4.5
2008-09-28,10.591666666666667,10.929166666666667,11.0,11.044,4.666666666666667
2008-09-29,10.583333333333332,10.958333333333332,11.0,11.022,4.833333333333333
2008-09-30,10.575,10.9875,11.0,11.0,5.0
2008-10-01,10.566666666666668,11.016666666666667,11.0,10.91,4.5
2008-10-02,10.558333333333332,11.045833333333333,11.0,10.91,4.5
2008-10-03,10.55,11.075,11.0,10.91,4.666666666666667
2008-10-04,10.541666666666668,11.104166666666668,11.0,10.91,4.833333333333333
2008-10-05,10.533333333333333,11.133333333333333,11.0,10.94,5.0
2008-10-06,10.525,11.1625,11.0,10.97,4.5
2008-10-07,10.516666666666667,11.191666666666668,11.0,11.0,5.0
2008-10-08,10.508333333333333,11.220833333333333,10.0,11.0,5.0
2008-10-09,10.5,11.25,10.0,11.0,4.5
2008-10-10,10.75,11.0,10.0,11.0,5.5
2008-10-11,11.0,11.25,10.2,11.0,5.5
2008-10-12,10.916666666666668,11.166666666666668,10.4,11.016666666666667,5.5
2008-10-13,10.833333333333332,11.083333333333332,10.6,11.033333333333333,5.5
2008-10-14,10.75,11.0,10.8,11.05,5.5
2008-10-15,10.75,11.25,11.0,11.033333333333333,5.5
2008-10-16,10.6,11.25,11.0,11.016666666666667,5.5
2008-10-17,10.75,11.5,11.0,11.0,5.5
2008-10-18,10.5,11.5,11.0,10.7,5.5
2008-10-19,10.583333333333332,11.5,11.333333333333332,11.2,5.333333333333334
2008-10-20,10.666666666666668,11.5,11.666666666666668,11.133333333333333,5.166666666666666
2008-10-21,10.75,11.5,12.0,11.066666666666668,5.0
2008-10-22,10.6,11.25,11.0,11.0,5.166666666666666
2008-10-23,10.75,11.5,11.0,11.0155,5.333333333333334
2008-10-24,10.75,11.75,11.0,11.031,5.5
2008-10-25,11.0,11.75,10.0,11.046500000000002,5.5
2008-10-26,10.975,11.775,10.333333333333332,11.062,5.666666666666666
2008-10-27,10.95,11.8,10.666666666666668,11.0775,5.833333333333334
2008-10-28,10.925,11.825,11.0,11.093,6.0
2008-10-29,10.9,11.85,10.0,11.1085,5.5
2008-10-30,10.875,11.875,11.0,11.124,5.5
2008-10-31,10.85,11.9,10.0,11.1395,5.5
2008-11-01,10.825,11.925,10.0,11.155,5.5
2008-11-02,10.8,11.95,9.0,11.1705,5.5
2008-11-03,10.775,11.975,9.5,11.186,3.5
2008-11-04,10.75,12.0,9.5,11.2015,4.5
2008-11-05,10.6,12.3,10.0,11.217,4.666666666666667
2008-11-06,10.75,11.5,10.0,11.2325,4.833333333333333
2008-11-07,10.8,11.75,10.0,11.248,5.0
2008-11-08,10.5,11.75,9.0,11.2635,4.0
2008-11-09,10.466666666666667,11.75,10.0,11.279000000000002,4.5
2008-11-10,10.433333333333332,11.75,9.5,11.2945,5.0
2008-11-11,10.4,11.75,10.0,11.31,5.5
2008-11-12,10.75,12.0,9.0,11.25,5.5
2008-11-13,10.75,11.75,9.0,11.5,5.40625
2008-11-14,10.75,12.0,9.0,11.0,5.3125
2008-11-15,10.75,11.75,9.0,11.31,5.21875
2008-11-16,10.666666666666668,11.666666666666668,9.0,11.21,5.125
2008-11-17,10.583333333333332,11.583333333333332,9.0,11.186666666666667,5.03125
2008-11-18,10.5,11.5,9.0,11.163333333333332,4.9375
2008-11-19,10.75,11.25,9.0,11.14,4.84375
2008-11-20,10.85,11.5,9.0,11.2,4.75
2008-11-21,10.6,11.25,9.0,11.0,4.65625
2008-11-22,10.5,11.25,9.0,11.0,4.5625
2008-11-23,10.533333333333333,11.25,9.0,11.0,4.46875
2008-11-24,10.566666666666668,11.25,9.0,11.5,4.375
2008-11-25,10.6,11.25,9.0,11.14,4.28125
2008-11-26,10.5,11.0,9.0,11.0,4.1875
2008-11-27,10.75,11.25,9.0,10.9,4.09375
2008-11-28,10.75,11.5,9.0,11.25,4.0
2008-11-29,10.55,10.75,8.0,11.21,4.0
2008-11-30,10.616666666666667,11.0,8.0,11.473333333333333,4.0
2008-12-01,10.683333333333332,11.25,8.0,11.736666666666668,4.0
2008-12-02,10.75,11.5,8.0,12.0,4.0
2008-12-03,10.75,11.25,8.0,11.0,4.0
2008-12-04,10.8,11.5,8.0,11.4,4.0
2008-12-05,10.82857142857143,11.535714285714285,8.0,11.01,4.0
2008-12-06,10.857142857142858,11.571428571428573,8.0,10.9,4.0
2008-12-07,10.885714285714288,11.607142857142858,8.0,10.958333333333332,4.0
2008-12-08,10.914285714285713,11.642857142857142,8.0,11.016666666666667,4.0
2008-12-09,10.942857142857143,11.678571428571427,8.0,11.075,4.0
2008-12-10,10.971428571428573,11.714285714285715,8.0,11.133333333333333,4.0
2008-12-11,11.0,11.75,8.0,11.191666666666668,4.0
2008-12-12,11.0,11.5,8.0,11.25,4.0
2008-12-13,11.1,11.75,8.0,11.51,3.5
2008-12-14,11.233333333333333,12.0,8.0,11.673333333333332,4.0
2008-12-15,11.366666666666667,12.25,8.0,11.836666666666668,4.0
2008-12-16,11.5,12.5,8.0,12.0,4.0
2008-12-17,11.75,12.5,9.0,11.25,3.5
2008-12-18,11.85,12.5,9.0,11.65,3.0
2008-12-19,11.75,12.25,12.0,11.81,3.0
2008-12-20,11.75,12.5,11.0,12.0,3.5
2008-12-21,11.666666666666668,12.333333333333332,11.0,12.05,3.333333333333333
2008-12-22,11.583333333333332,12.166666666666668,11.0,12.1,3.166666666666667
2008-12-23,11.5,12.0,11.0,12.15,3.0
2008-12-24,11.75,12.0,11.0,12.2,3.0
2008-12-25,11.583333333333332,11.833333333333332,12.5,12.25,4.0
2008-12-26,11.416666666666668,11.666666666666668,12.666666666666668,11.51,2.75
2008-12-27,11.25,11.5,12.833333333333332,11.81,2.5
2008-12-28,11.316666666666668,11.616666666666667,13.0,11.795,3.5
2008-12-29,11.383333333333333,11.733333333333333,13.0,11.78,4.0
2008-12-30,11.45,11.85,13.666666666666668,11.765,3.5
2008-12-31,11.5,12.0,14.333333333333332,11.75,3.0
2009-01-01,11.5,11.75,15.0,11.791666666666668,2.5
2009-01-02,11.75,12.25,13.0,11.833333333333332,2.5
2009-01-03,11.75,12.25,9.0,11.875,3.0
2009-01-04,11.583333333333332,12.166666666666668,13.0,11.916666666666668,3.0
2009-01-05,11.416666666666668,12.083333333333332,13.0,11.958333333333332,2.5
2009-01-06,11.25,12.0,14.5,12.0,2.25
2009-01-07,11.32,12.075,15.0,12.0,2.5
2009-01-08,11.39,12.15,15.0,13.0,2.5
2009-01-09,11.46,12.225,15.0,12.0,2.5
2009-01-10,11.53,12.3,15.0,13.0,2.5
2009-01-11,11.6,12.375,14.0,12.833333333333332,2.5
2009-01-12,11.67,12.45,15.0,12.666666666666668,2.5
2009-01-13,11.74,12.525,15.0,12.5,2.5
2009-01-14,11.81,12.6,16.0,13.0,2.6
2009-01-15,11.88,12.675,15.0,12.666666666666668,2.5
2009-01-16,11.95,12.75,15.0,12.333333333333332,3.0
2009-01-17,11.5,12.25,13.0,12.0,3.0
2009-01-18,11.5,12.25,13.0,12.083333333333332,2.833333333333333
2009-01-19,11.5,12.25,13.0,12.166666666666668,2.666666666666667
2009-01-20,11.5,12.25,13.0,12.25,2.5
2009-01-21,11.75,12.0,15.0,13.0,2.0
2009-01-22,11.25,11.75,15.0,12.0,2.5
2009-01-23,11.5,12.25,16.0,12.55,2.0
2009-01-24,11.5,12.0,15.0,11.9,2.0
2009-01-25,11.5,11.9375,15.333333333333332,11.9525,2.0625
2009-01-26,11.5,11.875,15.666666666666668,12.005,2.125
2009-01-27,11.5,11.8125,16.0,12.0575,2.1875
2009-01-28,11.5,11.75,15.5,12.11,2.25
2009-01-29,11.5,12.25,16.5,11.71,2.0
2009-01-30,11.75,12.0,15.5,11.71,2.0
2009-01-31,11.25,11.75,15.5,12.25,2.0
2009-02-01,11.25,11.75,15.5,12.166666666666668,2.25
2009-02-02,11.25,11.75,15.5,12.083333333333332,2.0
2009-02-03,11.25,11.75,13.0,12.0,2.5
2009-02-04,11.5,11.75,13.0,12.5,2.5
2009-02-05,11.25,12.0,12.0,11.75,3.0
2009-02-06,11.5,11.75,13.0,12.5,2.5
2009-02-07,11.25,12.0,13.5,12.4525,2.5
2009-02-08,11.166666666666668,11.916666666666668,13.5,12.405,2.5
2009-02-09,11.083333333333332,11.833333333333332,14.0,12.3575,2.75
2009-02-10,11.0,11.75,13.0,12.31,3.0
2009-02-11,11.0,11.75,14.0,11.75,3.25
2009-02-12,11.0,12.0,13.5,12.51,3.0
2009-02-13,11.25,12.2,13.675,12.5,2.9821428571428568
2009-02-14,11.25,11.75,13.85,12.51,2.9642857142857144
2009-02-15,11.233333333333333,12.616666666666667,14.025,12.5075,2.946428571428572
2009-02-16,11.216666666666667,13.483333333333333,14.2,12.505,2.9285714285714284
2009-02-17,11.2,14.35,14.375,12.5025,2.9107142857142856
2009-02-18,11.3,12.4,14.55,12.5,2.8928571428571432
2009-02-19,10.3,12.3,14.725,12.63,2.875
2009-02-20,10.9,12.0,14.9,12.26,2.8571428571428568
2009-02-21,11.6,11.9,15.075,12.5,2.8392857142857144
2009-02-22,11.45,11.775,15.25,12.566666666666668,2.821428571428572
2009-02-23,11.3,11.65,15.425,12.633333333333333,2.8035714285714284
2009-02-24,11.15,11.525,15.6,12.7,2.7857142857142856
2009-02-25,11.0,11.4,15.775,12.38,2.7678571428571432
2009-02-26,11.0,11.75,15.95,12.75,2.75
2009-02-27,11.25,12.0,16.125,12.5,2.7321428571428568
2009-02-28,11.25,12.0,16.3,12.5,2.7142857142857144
2009-03-01,11.25,12.233333333333333,16.475,12.166666666666668,2.696428571428572
2009-03-02,11.25,12.466666666666667,16.65,11.833333333333332,2.6785714285714284
2009-03-03,11.25,12.7,16.825,11.5,2.6607142857142856
2009-03-04,11.25,12.0,17.0,11.5,2.642857142857143
2009-03-05,11.25,12.75,16.3125,12.5,2.625
2009-03-06,11.25,12.5,15.625,12.4,2.607142857142857
2009-03-07,11.25,13.0,14.9375,12.81,2.5892857142857144
2009-03-08,11.208333333333332,13.0,14.25,12.675,2.5714285714285707
2009-03-09,11.166666666666668,13.0,13.5625,12.54,2.5535714285714293
2009-03-10,11.125,13.0,12.875,12.405,2.5357142857142856
2009-03-11,11.083333333333332,13.0,12.1875,12.27,2.517857142857143
2009-03-12,11.041666666666668,13.0,11.5,12.135,2.5
2009-03-13,11.0,13.0,11.607142857142858,12.0,2.5
2009-03-14,11.0,12.75,11.714285714285715,12.5,2.5
2009-03-15,11.083333333333332,13.0,11.821428571428573,12.5,2.5
2009-03-16,11.166666666666668,13.25,11.928571428571427,12.5,2.5
2009-03-17,11.25,13.5,12.035714285714285,12.5,2.5
2009-03-18,11.25,13.5,12.142857142857142,12.5,2.5
2009-03-19,11.5,13.75,12.25,12.0,2.5
2009-03-20,11.5,13.5,12.357142857142858,12.0,2.5
2009-03-21,11.5,13.25,12.464285714285715,12.0,2.5
2009-03-22,11.5,13.416666666666668,12.571428571428573,12.0,2.5
2009-03-23,11.5,13.583333333333332,12.678571428571427,12.0,2.5
2009-03-24,11.5,13.75,12.785714285714285,12.0,2.5
2009-03-25,11.5,13.75,12.892857142857142,12.0,2.5
2009-03-26,11.75,14.0,13.0,12.0,2.5
2009-03-27,11.729166666666668,13.958333333333332,13.5,12.0,2.5
2009-03-28,11.708333333333332,13.916666666666668,12.0,12.0,2.25
2009-03-29,11.6875,13.875,11.333333333333332,12.0,2.5
2009-03-30,11.666666666666668,13.833333333333332,10.666666666666668,12.0,2.75
2009-03-31,11.645833333333332,13.791666666666668,10.0,12.0,3.0
2009-04-01,11.625,13.75,10.5,12.0,2.5
2009-04-02,11.604166666666668,13.708333333333332,10.5,12.0,2.5
2009-04-03,11.583333333333332,13.666666666666668,10.5,12.0,2.5
2009-04-04,11.5625,13.625,5.0,12.0,2.5
2009-04-05,11.541666666666668,13.583333333333332,7.5,12.0,2.0
2009-04-06,11.520833333333332,13.541666666666668,10.0,12.0,2.5
2009-04-07,11.5,13.5,9.5,12.0,2.25
2009-04-08,11.5,13.5,10.5,12.0,3.875
2009-04-09,11.75,13.75,10.0,12.0,5.5
2009-04-10,11.75,13.5,10.0,12.2,4.5
2009-04-11,11.5,13.75,10.0,12.0,5.0
2009-04-12,11.55,13.7,10.0,12.01,5.5
2009-04-13,11.6,13.65,10.0,12.02,5.5
2009-04-14,11.65,13.6,10.166666666666666,12.03,6.0
2009-04-15,11.7,13.55,10.333333333333332,12.04,6.0
2009-04-16,11.75,13.5,10.5,12.05,4.5
2009-04-17,11.5,13.75,9.5,11.75,4.5
2009-04-18,11.75,13.5,10.0,12.48,4.0
2009-04-19,11.75,13.5,9.833333333333334,12.36,4.083333333333333
2009-04-20,11.75,13.5,9.666666666666666,12.24,4.166666666666667
2009-04-21,11.75,13.5,9.5,12.12,4.25
2009-04-22,11.75,13.5,9.5,12.12,4.5
2009-04-23,11.5,13.0,9.25,12.146666666666668,4.0
2009-04-24,11.5,13.5,9.5,12.173333333333332,4.5
2009-04-25,11.5,13.0,9.0,12.2,4.5
2009-04-26,11.583333333333332,13.166666666666668,9.5,12.083333333333332,4.5
2009-04-27,11.666666666666668,13.333333333333332,9.0,11.966666666666667,7.5
2009-04-28,11.75,13.5,9.0,11.85,7.5
2009-04-29,11.25,13.0,9.0,13.0,8.0
2009-04-30,11.333333333333332,13.25,9.0,12.32,8.25
2009-05-01,11.416666666666668,13.5,9.0,12.366,8.0
2009-05-02,11.5,13.75,8.5,12.412,7.5
2009-05-03,11.5,13.666666666666668,8.25,12.458,8.25
2009-05-04,11.5,13.583333333333332,8.25,12.504,8.5
2009-05-05,11.5,13.5,8.25,12.55,7.5
2009-05-06,11.25,13.0,7.25,12.51,5.5
2009-05-07,12.0,13.05,7.5,13.0,7.5
2009-05-08,11.75,13.75,7.25,12.75,6.5
2009-05-09,11.25,13.5,6.5,12.61,6.5
2009-05-10,11.375,13.5,6.833333333333334,12.656666666666668,6.4375
2009-05-11,11.5,13.5,7.166666666666666,12.703333333333333,6.375
2009-05-12,11.625,13.5,7.5,12.75,6.3125
2009-05-13,11.75,13.75,7.5,12.91,6.25
2009-05-14,11.75,13.25,7.5,12.859230769230768,6.5
2009-05-15,11.75,14.0,7.25,12.808461538461538,6.5
2009-05-16,11.75,13.75,7.25,12.757692307692306,6.5
2009-05-17,11.7,13.583333333333332,7.333333333333334,12.706923076923074,6.666666666666666
2009-05-18,11.65,13.416666666666668,7.416666666666666,12.656153846153845,6.833333333333334
2009-05-19,11.6,13.25,7.5,12.605384615384615,7.0
2009-05-20,11.5,13.25,7.25,12.554615384615385,6.5
2009-05-21,11.5,13.75,7.0,12.503846153846155,6.5
2009-05-22,11.25,13.75,7.25,12.453076923076924,6.5
2009-05-23,11.3,13.0,7.25,12.402307692307694,6.5
