date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine
2008-12-11,11.0,11.75,10.277777777777779,10.5,5.5,12.5,15.0,2.75,41.3,11.0,14.35,6.5,17.5
2008-12-12,11.0,11.5,10.333333333333332,10.5,5.5,13.0,15.0,2.6,41.0,11.5,14.4,6.5,17.5
2008-12-13,11.1,11.75,10.388888888888891,10.525,5.5,12.7,15.0,2.6,41.25,12.0,14.45,6.5,17.5
2008-12-14,11.233333333333333,12.0,10.444444444444443,10.55,5.5,13.633333333333333,15.0,2.6,41.4,12.5,14.433333333333332,6.5,17.5
2008-12-15,11.366666666666667,12.25,10.5,10.575,5.5,14.566666666666668,15.0,2.6,41.9,13.0,14.416666666666668,6.5,17.5
2008-12-16,11.5,12.5,10.555555555555557,10.6,5.5,15.5,15.0,2.6,42.0,12.75,14.4,6.5,17.5
2008-12-17,11.75,12.5,10.611111111111109,10.6,5.5,15.5,15.0,2.5,41.0,12.5,14.3,6.5,17.5
2008-12-18,11.85,12.5,10.666666666666668,10.6,5.5,12.0,15.129629629629632,2.5,41.25,12.4,14.35,6.5,17.5
2008-12-19,11.75,12.25,10.722222222222221,10.6,5.5,13.0,15.25925925925926,2.4,40.5,12.3,14.2,6.5,17.5
2008-12-20,11.75,12.5,10.777777777777779,10.6,5.5,14.0,15.388888888888891,2.4,40.25,12.4,14.15,6.5,17.5
2008-12-21,11.666666666666668,12.333333333333332,10.833333333333332,10.6,5.5,13.5,15.518518518518519,2.4,40.0,12.5,14.116666666666667,6.5,17.5
2008-12-22,11.583333333333332,12.166666666666668,10.888888888888891,10.6,5.5,13.0,15.648148148148149,2.4,39.8,12.75,14.083333333333332,6.5,17.53333333333333
2008-12-23,11.5,12.0,10.944444444444445,10.6,5.5,12.5,15.777777777777779,2.4,39.5,12.8,14.05,6.5,17.566666666666666
2008-12-24,11.75,12.0,11.0,10.6,5.5,12.875,15.907407407407408,2.4,39.3,12.75,14.0,6.5,17.6
2008-12-25,11.583333333333332,11.833333333333332,11.211538461538463,10.666666666666668,5.458333333333334,13.25,16.037037037037038,2.4166666666666665,39.5,12.85,14.1,6.5,17.6
2008-12-26,11.416666666666668,11.666666666666668,11.423076923076925,10.733333333333333,5.416666666666666,13.625,16.166666666666668,2.4333333333333336,39.9,13.0,14.25,6.5,17.416666666666668
2008-12-27,11.25,11.5,11.634615384615385,10.8,5.375,14.0,16.296296296296294,2.45,40.0,13.1,14.2,6.5,17.233333333333334
2008-12-28,11.316666666666668,11.616666666666667,11.846153846153845,10.866666666666667,5.333333333333334,14.0,16.425925925925927,2.466666666666667,40.25,13.6,14.183333333333332,6.5,17.05
2008-12-29,11.383333333333333,11.733333333333333,12.057692307692307,10.933333333333332,5.291666666666666,14.0,16.555555555555557,2.4833333333333334,40.4,13.8,14.166666666666668,6.5,17.05
2008-12-30,11.45,11.85,12.269230769230768,11.0,5.25,14.0,16.685185185185183,2.5,40.45,13.85,14.15,6.5,17.55
2008-12-31,11.5,12.0,12.480769230769232,11.0,5.208333333333334,13.7,16.814814814814817,2.5,40.13333333333333,13.9,14.2,6.5,17.55
2009-01-01,11.5,11.75,12.692307692307693,11.0,5.166666666666666,13.966666666666667,16.944444444444443,2.5,39.816666666666656,13.95,14.25,6.5,17.55
2009-01-02,11.75,12.25,12.903846153846155,11.0,5.125,14.233333333333333,17.074074074074073,3.0,39.5,14.0,4.25,6.5,17.55
2009-01-03,11.75,12.25,13.115384615384615,11.05,5.083333333333333,14.5,17.203703703703706,3.25,39.6,14.2,6.75,6.5,17.55
2009-01-04,11.583333333333332,12.166666666666668,13.326923076923075,11.1,5.041666666666667,14.766666666666667,17.333333333333332,3.5,39.7,14.1,9.25,6.5,17.55
2009-01-05,11.416666666666668,12.083333333333332,13.538461538461537,11.15,5.0,15.033333333333333,17.462962962962962,3.75,39.75,14.15,11.75,6.5,17.55
2009-01-06,11.25,12.0,13.75,11.2,5.0,15.3,17.592592592592595,4.0,39.9,14.25,14.25,6.5,17.55
2009-01-07,11.32,12.075,13.5,11.2,5.0,14.0,17.722222222222218,3.8,39.75,14.0,14.25,6.5,17.55
2009-01-08,11.39,12.15,13.527777777777779,11.233333333333333,5.0,15.0,17.85185185185185,3.8,40.03333333333333,14.1,14.3,6.5,17.55
2009-01-09,11.46,12.225,13.555555555555555,11.266666666666667,5.0,15.4,17.98148148148148,3.8,40.316666666666656,14.2,14.35,6.666666666666666,17.55
2009-01-10,11.53,12.3,13.583333333333332,11.3,5.0,16.86,18.11111111111111,3.8,40.6,14.3,14.3,6.833333333333334,17.55
2009-01-11,11.6,12.375,13.611111111111109,11.333333333333332,5.0,16.34,18.240740740740737,3.8,41.0,14.4,14.266666666666667,7.0,17.55
2009-01-12,11.67,12.45,13.638888888888891,11.366666666666667,5.0,15.82,18.37037037037037,3.8,41.5,14.5,14.233333333333333,7.0,17.55
2009-01-13,11.74,12.525,13.666666666666668,11.4,5.0,15.3,18.5,3.8,41.5,14.25,14.2,7.0,17.53333333333333
2009-01-14,11.81,12.6,13.694444444444445,11.3,5.0,14.5,18.5,3.6,41.6,14.15,14.2,7.0,17.516666666666666
2009-01-15,11.88,12.675,13.722222222222221,11.5,5.0,14.0,18.5,3.8,41.5,14.2,14.2,7.0,17.5
2009-01-16,11.95,12.75,13.75,11.3,5.0,11.4,18.5,3.6,41.6,14.35,14.3,7.0,17.833333333333332
2009-01-17,11.5,12.25,12.5,11.325,5.0,11.5,18.5,3.633333333333333,41.25,14.4,14.35,7.0,18.166666666666668
2009-01-18,11.5,12.25,14.5,11.35,5.0,11.666666666666668,18.5,3.666666666666667,41.3,14.3,14.35,7.0,18.5
2009-01-19,11.5,12.25,14.5,11.375,5.0,11.833333333333332,18.5,3.7,41.2,14.25,14.35,7.0,18.5
2009-01-20,11.5,12.25,13.5,11.4,5.0,12.0,18.5,3.733333333333333,41.25,13.6,14.35,7.0,18.5
2009-01-21,11.75,12.0,14.5,11.5,5.0,11.4,18.5,3.766666666666667,42.0,13.5,14.3,6.5,18.5
2009-01-22,11.25,11.75,12.5,11.471428571428573,5.5,10.0,18.5,3.8,42.25,13.4,14.4,6.5,18.5
2009-01-23,11.5,12.25,12.5,11.442857142857143,5.5,10.0,18.5,3.833333333333333,42.1,13.2,14.45,6.5,18.5
2009-01-24,11.5,12.0,11.25,11.414285714285713,6.0,10.0,18.5,3.8666666666666663,41.0,13.0,14.5,6.5,18.5
2009-01-25,11.5,11.9375,11.5,11.385714285714286,5.0,11.333333333333332,18.5,3.9,40.82,12.72,14.475,6.5,18.5
2009-01-26,11.5,11.875,12.5,11.357142857142858,6.0,12.666666666666668,18.5,3.933333333333333,40.64,12.44,14.45,6.5,18.5
2009-01-27,11.5,11.8125,12.5,11.32857142857143,6.0,14.0,18.5,3.966666666666667,40.46,12.16,14.425,6.5,18.5
2009-01-28,11.5,11.75,11.25,11.3,5.0,12.5,18.5,4.0,40.28,11.88,14.4,6.5,18.5
2009-01-29,11.5,12.25,11.25,11.3,5.5,13.0,19.5,4.0,40.1,11.6,14.45,6.5,18.5
2009-01-30,11.75,12.0,11.25,11.3,5.5,12.0,19.5,4.2,40.0,10.4,14.5,6.666666666666666,18.516666666666666
2009-01-31,11.25,11.75,12.5,11.3,5.0,12.0,19.5,4.15,40.03333333333333,10.35,14.4,6.833333333333334,18.533333333333328
2009-02-01,11.25,11.75,12.2,11.3,4.9,12.666666666666668,19.5,4.1,40.066666666666656,10.3,14.466666666666667,7.0,18.55
2009-02-02,11.25,11.75,11.9,11.3,4.8,13.333333333333332,19.5,4.05,40.1,10.25,14.533333333333333,7.0,18.55
2009-02-03,11.25,11.75,11.6,11.3,4.7,14.0,19.5,4.0,39.9,10.0,14.6,7.0,18.55
2009-02-04,11.5,11.75,11.3,11.3,4.6,15.0,19.5,4.0,39.7,9.75,14.65,7.0,18.55
2009-02-05,11.25,12.0,11.0,11.3,4.5,12.0,19.5,4.0,39.5,10.0,14.6,7.0,18.55
2009-02-06,11.5,11.75,11.25,11.3,4.5,14.0,19.5,4.0,39.0,10.2,14.5,7.0,18.55
2009-02-07,11.25,12.0,11.25,11.275,5.0,12.7,19.5,4.025,38.8,9.8,14.45,7.0,18.55
2009-02-08,11.166666666666668,11.916666666666668,11.25,11.25,5.0,12.566666666666668,19.5,4.05,38.55,9.6,14.483333333333333,7.0,18.55
2009-02-09,11.083333333333332,11.833333333333332,11.25,11.225,5.0,12.433333333333332,19.5,4.075,38.7,9.75,14.516666666666667,7.0,18.55
2009-02-10,11.0,11.75,11.25,11.2,5.0,12.3,19.5,4.1,38.5,9.65,14.55,7.0,18.55
2009-02-11,11.0,11.75,11.25,11.0,5.0,12.0,19.5,4.1,38.35,9.5,14.4,7.0,18.55
2009-02-12,11.0,12.0,11.25,11.0,5.0,12.5,19.5,4.166666666666667,38.2,9.45,14.2,7.0,18.55
2009-02-13,11.25,12.2,11.25,11.0,5.0,13.0,19.5,4.233333333333333,38.5,9.5,14.25,7.0,18.55
2009-02-14,11.25,11.75,11.25,11.0,5.0,11.4,19.5,4.3,38.6,9.7,14.2,7.0,18.55
2009-02-15,11.233333333333333,12.616666666666667,11.25,11.0,5.0,11.716666666666667,19.5,4.366666666666667,38.7,9.95,14.266666666666667,7.0,18.55
2009-02-16,11.216666666666667,13.483333333333333,11.25,11.0,5.0,12.033333333333333,19.5,4.433333333333334,38.75,10.15,14.333333333333332,7.0,18.55
2009-02-17,11.2,14.35,11.25,11.0,5.0,12.35,19.5,4.5,39.5,10.2,14.4,7.0,18.55
2009-02-18,11.3,12.4,11.25,11.2,5.0,13.5,19.5,4.7,39.8,10.516666666666667,14.433333333333332,7.0,18.55
2009-02-19,10.3,12.3,11.25,11.2,5.0,13.3,19.5,4.8,40.1,10.833333333333332,14.466666666666667,7.0,18.55
2009-02-20,10.9,12.0,11.25,11.2,5.0,12.0,20.0,4.8,40.4,11.15,14.5,7.0,18.55
2009-02-21,11.6,11.9,11.25,11.15,5.0,13.5,20.0,4.85,41.0,11.25,14.4,7.0,18.55
2009-02-22,11.45,11.775,11.25,11.1,5.0,13.666666666666668,20.0,4.9,42.0,11.5,14.383333333333333,7.0,18.55
2009-02-23,11.3,11.65,11.25,11.05,5.0,13.833333333333332,20.0,4.95,42.5,11.8,14.366666666666667,7.0,18.55
2009-02-24,11.15,11.525,11.25,11.0,5.0,14.0,20.0,5.0,42.7,12.2,14.35,7.0,18.55
2009-02-25,11.0,11.4,11.25,11.0,5.0,12.35,20.0,5.0,42.7,12.5,14.3,7.0,18.55
2009-02-26,11.0,11.75,11.25,11.0,5.0,13.8,20.0,5.3,42.8,12.7,14.3,7.0,18.55
2009-02-27,11.25,12.0,10.0,11.0,5.0,12.9,20.0,5.5,42.6,12.6,14.25,7.0,18.533333333333328
2009-02-28,11.25,12.0,11.25,11.0,5.0,14.0,20.0,5.65,42.5,12.5,14.2,7.0,18.516666666666666
2009-03-01,11.25,12.233333333333333,11.25,11.0,5.0,13.5,20.0,5.8,42.4,12.4,14.233333333333333,7.0,18.5
2009-03-02,11.25,12.466666666666667,11.25,11.0,5.0,13.0,20.0,5.95,42.3,12.3,14.266666666666667,7.0,18.55
2009-03-03,11.25,12.7,10.0,11.0,5.0,12.5,20.0,6.1,42.0,12.0,14.3,7.0,18.55
2009-03-04,11.25,12.0,10.0,11.0,5.0,12.0,20.0,6.2,41.85,11.8,14.25,7.0,18.55
2009-03-05,11.25,12.75,10.0,11.0,4.5,12.5,20.0,6.2333333333333325,41.7,11.6,14.2,7.0,17.55
2009-03-06,11.25,12.5,10.5,11.0,5.0,13.5,20.0,6.2666666666666675,41.5,11.5,14.1,7.0,17.55
2009-03-07,11.25,13.0,10.0,11.0,4.5,12.3,20.0,6.3,41.594444444444434,11.316666666666668,14.10909090909091,7.0,17.55
2009-03-08,11.208333333333332,13.0,8.75,11.0,5.0,12.685714285714289,20.0,6.333333333333334,41.68888888888889,11.133333333333333,14.118181818181816,7.0,17.55
2009-03-09,11.166666666666668,13.0,8.75,11.0,5.0,13.071428571428573,20.0,6.366666666666666,41.78333333333333,10.95,14.127272727272727,7.5,17.5
2009-03-10,11.125,13.0,9.0,11.0,5.0,13.457142857142856,20.0,6.4,41.87777777777777,10.766666666666667,14.136363636363635,7.5,17.55
2009-03-11,11.083333333333332,13.0,8.75,11.0,5.5,13.842857142857142,20.0,6.433333333333334,41.97222222222223,10.583333333333332,14.145454545454545,7.0,17.55
2009-03-12,11.041666666666668,13.0,8.75,11.0,5.0,14.22857142857143,20.0,6.466666666666666,42.06666666666667,10.4,14.154545454545454,7.0,17.55
2009-03-13,11.0,13.0,8.75,11.0,5.0,14.614285714285714,20.0,6.5,42.16111111111111,10.216666666666667,14.163636363636362,7.0,17.55
2009-03-14,11.0,12.75,8.75,11.0,5.5,15.0,20.0,6.5,42.25555555555556,10.033333333333333,14.172727272727272,7.0,17.55
2009-03-15,11.083333333333332,13.0,7.5,11.0,5.0,14.666666666666668,20.0,6.5,42.35,9.85,14.181818181818182,7.0,17.55
2009-03-16,11.166666666666668,13.25,8.75,11.0,5.5,14.333333333333332,20.0,6.5,42.4,9.9,14.19090909090909,7.0,17.55
2009-03-17,11.25,13.5,8.75,11.0,5.5,14.0,20.0,6.5,42.5,10.0,14.2,7.0,18.55
2009-03-18,11.25,13.5,10.0,11.0,6.75,14.25,20.0,6.5,42.55,10.25,14.3,7.0,18.55
2009-03-19,11.5,13.75,10.0,11.0,6.0,14.0,20.0,6.6,42.6,9.75,14.25,7.5,18.55
2009-03-20,11.5,13.5,10.0,10.85,6.0,12.7,20.0,7.0,42.7,9.4,14.2,7.333333333333334,18.55
2009-03-21,11.5,13.25,10.0,10.85,6.0,14.2,20.0,7.15,42.8,9.35,14.25,7.166666666666666,18.55
2009-03-22,11.5,13.416666666666668,8.0,10.85,6.25,13.466666666666667,20.0,7.3,42.9,9.3,14.233333333333333,7.0,18.55
2009-03-23,11.5,13.583333333333332,9.0,10.85,6.0,12.733333333333333,20.0,7.45,43.0,9.25,14.216666666666667,7.0,18.55
2009-03-24,11.5,13.75,7.0,10.85,6.0,12.0,20.0,7.6,43.2,9.0,14.2,7.0,18.5
2009-03-25,11.5,13.75,6.5,10.8,5.666666666666666,14.0,20.0,7.5,43.5,8.7,14.25,7.0,18.5
2009-03-26,11.75,14.0,6.0,10.8,5.333333333333334,15.0,20.0,7.7,43.6,8.0,14.35,7.0,18.5
2009-03-27,11.729166666666668,13.958333333333332,5.5,10.8,5.0,12.0,20.0,7.5,43.75,7.9,14.4,7.0,18.5
2009-03-28,11.708333333333332,13.916666666666668,5.5,10.775,5.166666666666666,14.0,20.0,7.55,43.5,7.7,14.45,7.0,18.5
2009-03-29,11.6875,13.875,5.5,10.75,5.333333333333334,14.666666666666668,20.0,7.6,43.75,7.3,14.433333333333332,7.0,18.5
2009-03-30,11.666666666666668,13.833333333333332,5.5,10.725,5.5,15.333333333333332,20.0,7.65,44.0,7.0,14.416666666666668,7.0,18.5
2009-03-31,11.645833333333332,13.791666666666668,6.0,10.7,6.25,16.0,20.0,7.7,44.2,7.1,14.4,7.0,18.5
2009-04-01,11.625,13.75,6.0,10.685714285714287,6.75,15.0,20.0,7.7714285714285705,44.4,7.2,14.5,7.0,18.55
2009-04-02,11.604166666666668,13.708333333333332,5.5,10.67142857142857,6.25,14.0,20.0,7.8428571428571425,44.6,7.3,14.45,7.0,8.55
2009-04-03,11.583333333333332,13.666666666666668,6.75,10.657142857142857,8.0,13.0,20.0,7.914285714285715,44.7,7.25,14.5,7.0,11.883333333333333
2009-04-04,11.5625,13.625,6.25,10.642857142857142,8.0,14.0,20.0,7.985714285714287,44.8,7.2,14.55,7.0,15.216666666666665
2009-04-05,11.541666666666668,13.583333333333332,6.375,10.628571428571428,7.75,15.0,20.0,8.057142857142857,44.9,7.4,14.583333333333332,7.0,18.55
2009-04-06,11.520833333333332,13.541666666666668,6.5,10.614285714285714,7.5,14.166666666666668,20.0,8.128571428571428,45.0,7.5,14.616666666666667,7.0,18.55
2009-04-07,11.5,13.5,6.625,10.6,7.25,13.333333333333332,20.0,8.2,45.2,7.7,14.65,7.0,19.05
2009-04-08,11.5,13.5,6.75,10.5,7.0,12.5,20.0,8.2,45.4,7.8,14.65,7.0,19.05
2009-04-09,11.75,13.75,6.75,10.444444444444443,7.5,13.0,20.0,8.233333333333334,45.6,8.0,14.6,7.0,19.05
2009-04-10,11.75,13.5,7.0,10.388888888888891,9.0,15.0,19.5,8.266666666666666,45.5,7.95,14.5,7.0,19.05
2009-04-11,11.5,13.75,7.0,10.333333333333332,8.0,12.5,19.0,8.3,45.4,7.9,14.6,7.0,19.05
2009-04-12,11.55,13.7,7.0,10.277777777777779,8.5,14.5,18.5,8.333333333333334,45.2,7.8,14.6,7.0,19.05
2009-04-13,11.6,13.65,6.5,10.222222222222221,9.0,14.166666666666668,18.0,8.366666666666667,45.2,7.75,14.6,7.0,19.05
2009-04-14,11.65,13.6,7.0,10.166666666666666,9.0,13.833333333333332,17.5,8.4,45.21666666666667,7.833333333333334,14.6,7.0,19.05
2009-04-15,11.7,13.55,6.0,10.111111111111109,9.5,13.5,17.0,8.433333333333334,45.23333333333333,7.916666666666666,14.5,7.0,19.05
2009-04-16,11.75,13.5,5.5,10.055555555555557,8.0,13.5,16.5,8.466666666666667,45.25,8.0,14.5,7.0,19.05
2009-04-17,11.5,13.75,5.5,10.0,8.0,14.5,16.5,8.5,45.5,8.15,14.6,7.0,19.05
2009-04-18,11.75,13.5,5.0,10.0,8.5,12.0,16.5,8.55,46.0,8.0,14.7,7.0,19.05
2009-04-19,11.75,13.5,4.5,10.0,8.5,12.5,16.5,8.6,47.5,7.6,14.716666666666667,7.0,19.05
2009-04-20,11.75,13.5,5.0,10.0,8.5,13.333333333333332,16.5,8.65,49.0,7.5,14.733333333333333,7.0,19.05
2009-04-21,11.75,13.5,5.5,10.0,8.0,14.166666666666668,16.5,8.7,49.5,7.25,14.75,7.0,19.05
2009-04-22,11.75,13.5,5.0,10.0,7.75,15.0,16.5,8.75,49.2,7.1,14.7,7.0,19.05
2009-04-23,11.5,13.0,5.0,10.0,8.0,16.0,16.5,8.8,49.0,6.9,14.75,7.0,19.05
2009-04-24,11.5,13.5,5.0,10.0,8.5,16.5,16.5,8.8,48.7,6.8,14.7,7.083333333333334,19.05
2009-04-25,11.5,13.0,5.5,9.95,8.0,16.5,16.5,8.8,48.8,6.7,14.75,7.166666666666666,19.05
2009-04-26,11.583333333333332,13.166666666666668,5.0,9.9,8.0,16.5,16.5,8.8,48.9,6.6,14.75,7.25,19.05
2009-04-27,11.666666666666668,13.333333333333332,5.0,9.85,8.5,16.5,16.5,8.8,49.0,6.5,14.75,7.0,19.0
2009-04-28,11.75,13.5,5.0,9.8,7.5,16.5,16.5,8.8,49.1,6.35,14.75,7.25,19.0
2009-04-29,11.25,13.0,5.25,9.82857142857143,7.625,16.5,16.5,8.857142857142854,49.25,6.5,14.7,7.25,19.0
2009-04-30,11.333333333333332,13.25,5.5,9.857142857142854,7.75,16.5,16.5,8.914285714285715,49.58333333333333,6.533333333333334,14.7,7.0,19.0
2009-05-01,11.416666666666668,13.5,5.75,9.885714285714286,7.875,15.5,16.5,8.971428571428572,49.91666666666667,6.566666666666666,14.6,7.0,19.016666666666666
2009-05-02,11.5,13.75,6.0,9.914285714285716,8.0,16.0,16.5,9.028571428571428,50.25,6.6,14.65,7.0,19.033333333333328
2009-05-03,11.5,13.666666666666668,5.0,9.942857142857145,8.0,17.5,16.5,9.085714285714284,50.3,6.7,14.666666666666668,7.0,19.05
2009-05-04,11.5,13.583333333333332,5.0,9.971428571428572,8.5,17.472560975609756,16.5,9.142857142857146,50.4,6.75,14.683333333333332,7.0,19.05
2009-05-05,11.5,13.5,5.5,10.0,8.0,17.445121951219512,16.5,9.2,50.5,6.65,14.7,7.0,19.05
2009-05-06,11.25,13.0,5.5,9.85,8.0,17.41768292682927,16.5,9.2,50.9,6.75,14.75,7.0,19.05
2009-05-07,12.0,13.05,5.0,9.85,8.5,17.390243902439025,16.5,9.2,51.25,6.85,14.75,7.0,19.05
2009-05-08,11.75,13.75,4.25,9.85,8.5,17.36280487804878,16.5,9.2,51.5,6.7,14.8,7.166666666666666,19.05
2009-05-09,11.25,13.5,4.25,9.88,8.5,17.335365853658537,16.5,9.242857142857146,51.7,6.9,14.85,7.333333333333334,19.05
2009-05-10,11.375,13.5,4.5,9.91,8.5,17.307926829268293,16.5,9.285714285714283,51.6,6.85,14.833333333333332,7.5,19.05
2009-05-11,11.5,13.5,4.25,9.94,8.5,17.280487804878053,16.5,9.32857142857143,51.7,6.8,14.816666666666668,7.5,19.05
2009-05-12,11.625,13.5,4.25,9.97,8.5,17.253048780487806,16.5,9.371428571428572,51.1,6.65,14.8,7.5,19.05
2009-05-13,11.75,13.75,4.25,10.0,8.5,17.225609756097562,16.5,9.414285714285716,51.46666666666667,6.633333333333334,14.783333333333333,7.5,19.05
2009-05-14,11.75,13.25,5.0,10.0,8.5,17.198170731707318,16.5,9.457142857142856,51.83333333333333,6.616666666666666,14.766666666666667,7.5,19.05
2009-05-15,11.75,14.0,4.25,10.0,8.5,17.170731707317074,16.5,9.5,52.2,6.6,14.75,7.333333333333334,19.033333333333328
2009-05-16,11.75,13.75,4.4,9.9625,8.4,17.14329268292683,16.5,9.475,52.5,6.65,14.75,7.166666666666666,19.016666666666666
2009-05-17,11.7,13.583333333333332,4.55,9.925,8.3,17.115853658536587,16.5,9.45,52.8,6.6,14.766666666666667,7.0,19.0
2009-05-18,11.65,13.416666666666668,4.7,9.8875,8.2,17.08841463414634,16.5,9.425,53.0,6.5,14.783333333333333,7.0,19.05
2009-05-19,11.6,13.25,4.85,9.85,8.1,17.060975609756095,16.5,9.4,53.33333333333333,6.6,14.8,7.0,18.05
2009-05-20,11.5,13.25,5.0,9.8,8.0,17.033536585365848,16.5,9.3,53.66666666666667,6.45,14.75,7.0,18.05
2009-05-21,11.5,13.75,4.75,9.8,8.0,17.006097560975608,16.5,9.3,54.0,6.1,14.7,6.5,18.05
2009-05-22,11.25,13.75,5.0,9.8,8.0,16.978658536585364,16.5,9.3,54.5,6.0,14.8,6.666666666666666,18.05
2009-05-23,11.3,13.0,5.0,9.8,8.5,16.95121951219512,16.5,9.3,54.6,6.15,14.75,6.833333333333334,18.05
2009-05-24,11.383333333333333,12.933333333333332,5.0,9.8,8.0,16.92378048780488,16.5,9.3,54.8,6.1,14.783333333333333,7.0,18.05
2009-05-25,11.466666666666667,12.866666666666667,5.5,9.8,8.0,16.896341463414632,16.5,9.3,55.0,6.0,14.816666666666668,7.0,18.05
2009-05-26,11.55,12.8,5.0,9.8,8.5,16.868902439024392,16.5,9.3,55.5,5.85,14.85,7.0,18.05
2009-05-27,11.5,13.25,5.5,9.85,8.5,16.841463414634152,16.0,9.35,55.7,5.6,14.8,7.0,18.05
2009-05-28,11.25,13.5,5.5,9.85,9.0,16.814024390243905,16.0,9.4,56.0,5.7,14.75,7.0,18.05
2009-05-29,11.0,12.25,5.75,9.85,8.5,16.78658536585366,16.0,9.4,56.4,5.85,14.85,6.833333333333334,18.05
2009-05-30,11.0,12.3,6.5,9.841666666666667,8.0,16.759146341463413,16.0,9.416666666666666,56.6125,5.9125,14.8375,6.666666666666666,18.05
2009-05-31,11.0,12.866666666666667,6.526315789473684,9.833333333333334,8.171052631578947,16.73170731707317,16.25,9.433333333333334,56.825,5.975,14.825,6.5,18.05
2009-06-01,11.0,13.433333333333332,6.552631578947369,9.825,8.342105263157897,16.704268292682926,16.5,9.45,57.0375,6.0375,14.8125,7.0,18.05
2009-06-02,11.0,14.0,6.578947368421053,9.816666666666666,8.513157894736842,16.676829268292682,16.75,9.466666666666667,57.25,6.1,14.8,7.0,18.05
2009-06-03,11.0,13.416666666666668,6.605263157894736,9.808333333333334,8.684210526315791,16.649390243902438,16.75,9.483333333333334,57.4,6.0,14.8,7.0,18.05
2009-06-04,11.0,12.833333333333332,6.63157894736842,9.8,8.855263157894736,16.621951219512194,16.5,9.5,65.0,5.9,14.7,7.0,18.05
2009-06-05,11.0,12.25,6.657894736842105,9.8,9.026315789473683,16.594512195121947,16.5,9.5,65.0,6.1,14.75,7.0,18.05
2009-06-06,11.0,12.75,6.684210526315789,9.8125,9.197368421052632,16.567073170731707,16.5,9.475,65.5,6.25,14.85,7.0,18.05
2009-06-07,11.0,13.083333333333332,6.7105263157894735,9.825,9.368421052631579,16.539634146341463,16.5,9.45,65.6,6.25,14.9,7.0,18.05
2009-06-08,11.0,13.416666666666668,6.736842105263157,9.8375,9.539473684210526,16.51219512195122,16.5,9.425,65.75,6.15,14.95,7.0,18.05
2009-06-09,11.0,13.75,6.763157894736843,9.85,9.710526315789474,16.484756097560975,16.5,9.4,65.95,6.0,15.0,7.0,18.05
2009-06-10,11.5,13.75,6.7894736842105265,9.85,9.881578947368421,16.45731707317073,16.5,9.8,66.9,5.95,14.85,7.0,18.05
2009-06-11,11.1,13.75,6.815789473684211,9.85,10.052631578947368,16.429878048780488,16.5,10.0,66.9,6.15,14.9,7.0,18.05
2009-06-12,11.25,13.55,6.842105263157895,9.85,10.223684210526317,16.402439024390244,16.5,10.2,65.5,6.25,14.95,7.0,17.883333333333333
2009-06-13,11.0,12.25,6.86842105263158,9.85,10.394736842105262,16.375,16.5,10.26,65.2,6.35,14.95,7.0,17.716666666666672
2009-06-14,11.016666666666667,12.533333333333333,6.894736842105264,9.85,10.56578947368421,16.347560975609756,16.5,10.32,65.35,6.4,14.966666666666667,7.0,17.55
2009-06-15,11.033333333333333,12.816666666666668,6.921052631578947,9.85,10.736842105263158,16.320121951219512,16.5,10.38,65.0,6.5,14.983333333333333,7.0,17.55
2009-06-16,11.05,13.1,6.947368421052631,9.85,10.907894736842103,16.29268292682927,16.5,10.44,64.75,6.5,15.0,7.0,17.55
2009-06-17,11.25,12.2,6.973684210526316,9.85,11.078947368421053,16.265243902439025,16.5,10.5,64.5,6.5,15.0,7.0,17.55
2009-06-18,11.25,13.75,7.0,9.841666666666667,11.25,16.23780487804878,16.5,10.716666666666667,65.0,6.6,14.9,7.0,17.5
2009-06-19,11.25,12.75,7.0,9.833333333333334,11.25,16.210365853658537,16.5,10.933333333333332,65.0,6.6,15.1,7.0,17.516666666666666
2009-06-20,11.0,13.6,7.25,9.825,11.25,16.182926829268293,16.5,11.15,65.5,7.0,15.1,7.0,17.53333333333333
2009-06-21,10.916666666666668,13.233333333333333,7.5,9.816666666666666,11.25,16.155487804878053,16.5,11.366666666666667,65.75,7.15,15.066666666666668,7.0,17.55
2009-06-22,10.833333333333332,12.866666666666667,7.75,9.808333333333334,11.25,16.128048780487806,16.5,11.583333333333332,65.75,6.75,15.033333333333333,7.5,17.55
2009-06-23,10.75,12.5,9.0,9.8,11.25,16.100609756097562,16.5,11.8,65.75,6.5,15.0,7.0,17.55
2009-06-24,12.35,12.333333333333332,9.5,9.8,11.25,16.073170731707318,16.5,11.8,65.75,4.05,15.2,7.5,17.55
2009-06-25,12.25,12.166666666666668,9.0,9.8,11.25,16.045731707317074,16.5,11.75,65.9,6.4,15.25,7.0,17.55
2009-06-26,11.25,12.0,9.0,9.807692307692307,11.25,16.01829268292683,16.5,11.751923076923076,66.0,6.5,15.25,7.166666666666666,17.55
2009-06-27,11.5,13.05,9.0,9.815384615384616,11.25,15.990853658536587,16.5,11.753846153846155,66.5,6.8,15.15,7.333333333333334,17.55
2009-06-28,11.5,12.966666666666667,8.0,9.823076923076922,11.25,15.96341463414634,16.5,11.755769230769232,66.65,7.0,15.083333333333332,7.5,17.55
