date,Wheat_Lokwan,Wheat_Rajasthan Tukdi,Onion_Other,Wheat_Other,Potato_Other,Banana_Other,Rice_Dappa,Potato_Jyoti,Apple_Delicious,Onion_Red,Rice_Coarse,Banana_Medium,Rice_Fine
2005-01-01,7.9,8.45,3.5,7.4,4.0,10.4,13.0,1.6,20.45,3.45,9.15,4.75,13.5
2005-01-02,7.9,8.45,3.5,7.4,4.0,10.4,13.0,1.6,20.45,3.45,9.15,4.75,13.5
2005-01-03,7.9,8.45,3.75,7.4,5.0,10.4,13.0,1.6,20.45,3.45,9.15,4.75,13.5
2005-01-04,7.9,8.45,3.25,7.4,4.25,10.4,13.0,1.6,20.45,3.45,9.15,4.75,13.5
2005-01-05,7.9,8.15,3.25,7.433333333333334,4.25,10.4,12.666666666666668,1.6666666666666663,20.5,3.5,9.133333333333333,5.25,13.5
2005-01-06,7.9,8.45,3.25,7.466666666666666,4.5,10.4,12.333333333333332,1.7333333333333334,20.55,3.55,9.116666666666667,4.7,13.5
2005-01-07,7.8,8.5,3.25,7.5,4.0,10.4,12.0,1.8,20.6,3.6,9.1,4.76,13.5
2005-01-08,7.7,8.4,3.5,7.5,4.083333333333333,10.4,11.625,1.9,20.6,3.65,9.1,4.82,13.5
2005-01-09,7.69,8.28,3.75,7.5,4.166666666666667,10.4,11.25,2.0,20.566666666666666,3.683333333333333,9.083333333333334,4.88,13.5
2005-01-10,7.68,8.16,4.0,7.5,4.25,10.4,10.875,2.1,20.53333333333333,3.716666666666667,9.066666666666666,4.94,13.5
2005-01-11,7.67,8.04,3.25,7.5,4.0,10.4,10.5,2.2,20.5,3.75,9.05,5.0,13.5
2005-01-12,7.66,7.92,3.25,7.5,3.25,10.4,10.5,2.2,20.4,3.75,9.0,4.75,13.5
2005-01-13,7.65,7.8,3.5,7.5,3.583333333333333,10.4,10.5,2.2,20.5,3.7,9.1,4.8,13.5
2005-01-14,7.758333333333334,7.95,3.75,7.5,3.916666666666667,10.4,10.6,2.2,20.5,3.65,9.1,4.84,13.5
2005-01-15,7.866666666666666,8.1,4.0,7.5,4.25,10.4,10.7,2.15,20.6,3.6,9.0,4.88,13.5
2005-01-16,7.975,8.25,3.75,7.5,4.25,10.4,10.8,2.1,21.066666666666666,3.566666666666667,9.05,4.92,13.5
2005-01-17,8.083333333333334,8.4,4.25,7.5,4.0,10.4,10.9,2.05,21.53333333333333,3.533333333333333,9.1,4.96,13.5
2005-01-18,8.191666666666666,8.55,3.5,7.5,4.25,10.4,11.0,2.0,22.0,3.5,9.15,5.0,13.5
2005-01-19,8.3,8.7,3.75,7.5,4.5,10.4,12.5,2.0,21.8,3.4,9.1,5.0,13.5
2005-01-20,8.25,8.5,4.0,7.5,4.25,10.4,12.5,2.0,22.5,3.45,9.1,5.25,13.5
2005-01-21,8.18,8.55,3.75,7.52,3.9375,10.4,12.4,1.94,22.75,3.3,9.15,5.2,13.5
2005-01-22,8.11,8.6,3.5,7.54,3.625,10.4,12.3,1.88,22.8,3.35,9.1,5.15,13.5
2005-01-23,8.04,8.65,3.25,7.56,3.3125,10.4,12.2,1.82,23.066666666666666,3.35,9.1,5.1,13.5
2005-01-24,7.97,8.7,3.0,7.58,3.0,10.4,12.1,1.76,23.333333333333336,3.35,9.1,5.05,13.5
2005-01-25,7.9,8.75,3.25,7.6,3.75,10.4,12.0,1.7,23.6,3.35,9.1,5.0,13.5
2005-01-26,7.9833333333333325,8.683333333333334,3.333333333333333,7.6,3.833333333333333,10.4,12.166666666666668,1.7,23.825,3.3875,9.1125,4.928571428571427,13.428571428571427
2005-01-27,8.066666666666666,8.616666666666667,3.416666666666667,7.6,3.916666666666667,10.4,12.333333333333332,1.7,24.05,3.425,9.125,4.8571428571428585,13.357142857142858
2005-01-28,8.15,8.55,3.5,7.6,4.0,10.4,12.5,1.7,24.275,3.4625,9.1375,4.785714285714286,13.285714285714285
2005-01-29,7.9,8.45,3.75,7.6,4.25,10.383035714285713,12.5,1.7,24.5,3.5,9.15,4.714285714285714,13.214285714285715
2005-01-30,7.966666666666666,8.55,3.0,7.6,3.75,10.366071428571429,12.666666666666668,1.7,24.516666666666666,3.533333333333333,9.15,4.6428571428571415,13.142857142857142
2005-01-31,8.033333333333333,8.65,3.25,7.6,3.75,10.349107142857145,12.833333333333332,1.7,24.53333333333333,3.566666666666667,9.15,4.571428571428571,13.071428571428573
2005-02-01,8.1,8.75,3.0,7.6,4.25,10.332142857142856,13.0,1.7,24.55,3.6,9.15,4.5,13.0
2005-02-02,7.9,8.3,3.25,7.6,4.25,10.315178571428572,11.0,1.7,24.566666666666666,3.55,9.15,4.75,13.0
2005-02-03,8.2,8.65,3.166666666666667,7.6,4.083333333333333,10.298214285714286,16.0,1.7,24.583333333333336,3.45,9.15,4.75,13.0
2005-02-04,7.4,8.5,3.083333333333333,7.6,3.916666666666667,10.28125,11.5,1.7,24.6,3.5,9.15,4.65,13.0
2005-02-05,8.0,8.65,3.0,7.583333333333334,3.75,10.264285714285714,11.5,1.7,29.8,3.75,9.5,4.55,13.0
2005-02-06,8.0,8.716666666666667,3.125,7.566666666666666,3.75,10.247321428571428,11.5,1.7,28.73,3.69,9.43,4.45,13.0
2005-02-07,8.0,8.783333333333333,3.25,7.55,3.75,10.230357142857144,11.5,1.7,27.66,3.63,9.36,4.35,13.0
2005-02-08,8.0,8.85,3.375,7.533333333333334,3.75,10.213392857142855,11.5,1.7,26.59,3.57,9.29,4.25,13.0
2005-02-09,7.9,8.25,3.5,7.5166666666666675,3.75,10.196428571428571,11.5,1.7,25.52,3.51,9.22,4.5,13.0
2005-02-10,8.0,8.45,3.416666666666667,7.5,3.833333333333333,10.179464285714284,11.5,1.7,24.45,3.45,9.15,4.75,13.0
2005-02-11,8.25,7.6,3.333333333333333,7.5,3.916666666666667,10.1625,11.5,1.8,24.5,3.5,9.25,4.6,13.0
2005-02-12,8.25,8.85,3.25,7.475,4.0,10.145535714285714,11.625,1.85,26.0,3.5,9.3,4.45,13.0
2005-02-13,8.083333333333334,8.7,3.333333333333333,7.45,4.083333333333333,10.128571428571428,11.75,1.9,26.53333333333333,3.5,9.266666666666666,4.3,13.0
2005-02-14,7.916666666666666,8.55,3.416666666666667,7.425,4.166666666666667,10.111607142857146,11.875,1.95,27.066666666666666,3.5,9.233333333333334,4.15,13.0
2005-02-15,7.75,8.4,3.5,7.4,4.25,10.094642857142855,12.0,2.0,27.6,3.5,9.2,4.0,13.0
2005-02-16,7.3,8.3,3.375,7.4,4.25,10.07767857142857,12.0,2.0,27.5,3.55,9.35,4.5,13.0
2005-02-17,7.35,8.316666666666666,3.25,7.3,4.25,10.060714285714283,11.666666666666668,2.0,27.4,3.6,9.35,4.0,13.0
2005-02-18,7.4,8.333333333333334,3.125,7.3,4.25,10.04375,11.333333333333332,2.0,27.5,3.6,9.4,4.083333333333333,13.0
2005-02-19,7.45,8.35,3.0,7.28,4.25,10.026785714285717,11.0,2.0,28.6,3.65,9.4,4.166666666666667,13.0
2005-02-20,7.4,8.0375,3.5,7.26,4.25,10.00982142857143,11.0,2.0,28.566666666666666,3.65,9.4125,4.25,13.0
2005-02-21,7.35,7.725,3.25,7.24,4.0,9.992857142857146,11.0,2.0,28.53333333333333,3.65,9.425,4.333333333333333,13.0
2005-02-22,7.3,7.4125,3.5,7.22,3.75,9.975892857142854,11.0,2.0,28.5,3.65,9.4375,4.416666666666667,13.0
2005-02-23,7.25,7.1,3.5,7.2,4.0,9.95892857142857,11.0,2.0,28.4,3.7,9.45,4.5,13.0
2005-02-24,7.25,8.1,3.5,7.2,4.0,9.941964285714283,11.0,2.0,28.6,3.65,9.5,4.75,13.0
2005-02-25,7.4,7.65,3.5,7.2,3.75,9.925,10.5,2.0,28.75,3.6,9.4,4.6,13.0
2005-02-26,7.3,6.9,3.416666666666667,7.2,3.666666666666667,9.908035714285717,11.0,2.2,28.9,3.55,9.45,4.45,13.0
2005-02-27,7.2666666666666675,7.15,3.333333333333333,7.2,3.583333333333333,9.89107142857143,11.25,2.4,29.05,3.5375,9.45,4.3,13.0
2005-02-28,7.2333333333333325,7.4,3.25,7.2,3.5,9.874107142857145,11.5,2.6,29.2,3.525,9.45,4.15,13.0
2005-03-01,7.2,7.65,4.25,7.2,4.0,9.857142857142854,11.75,2.8,29.35,3.5125,9.45,4.0,13.0
2005-03-02,7.0,7.7,4.0,7.2,4.0,9.840178571428572,12.0,2.7,29.5,3.5,9.45,4.25,13.0
2005-03-03,6.95,8.15,3.5,7.2,3.75,9.823214285714286,12.0,2.6,29.75,3.75,9.5,4.0,13.0
2005-03-04,6.942857142857143,8.02142857142857,3.5,7.2,3.75,9.80625,12.041666666666668,2.6,29.7,3.7,9.45,4.1,13.0
2005-03-05,6.935714285714287,7.892857142857142,3.5,7.166666666666666,3.75,9.789285714285716,12.083333333333332,2.666666666666667,29.675,3.7125,9.4875,4.2,13.0
2005-03-06,6.928571428571429,7.764285714285713,3.375,7.133333333333334,3.75,9.772321428571429,12.125,2.733333333333333,29.65,3.725,9.525,4.3,13.0
2005-03-07,6.921428571428571,7.635714285714285,3.25,7.1,3.75,9.755357142857145,12.166666666666668,2.8,29.625,3.7375,9.5625,4.4,13.0
2005-03-08,6.914285714285715,7.507142857142856,3.125,7.066666666666666,3.75,9.738392857142856,12.208333333333332,2.8666666666666667,29.6,3.75,9.6,4.5,13.0
2005-03-09,6.9071428571428575,7.378571428571429,3.0,7.033333333333334,3.75,9.721428571428572,12.25,2.933333333333333,29.5,3.7,9.5,4.0,13.0
2005-03-10,6.9,7.25,2.875,7.0,3.75,9.704464285714286,12.291666666666668,3.0,29.6,3.6,9.5,4.5,13.0
2005-03-11,7.25,7.7,2.75,7.0,3.75,9.6875,12.333333333333332,3.2,31.0,3.5,9.6,4.4,13.0
2005-03-12,7.175,7.85,2.75,7.0,3.75,9.670535714285714,12.375,3.275,32.0,3.6,9.6,4.3,13.0
2005-03-13,7.1,8.0,2.75,7.0,3.75,9.653571428571428,12.416666666666668,3.35,32.2,3.633333333333333,9.6,4.2,13.0
2005-03-14,7.025,8.15,2.75,7.0,3.75,9.636607142857144,12.458333333333332,3.425,32.4,3.666666666666667,9.6,4.1,13.0
2005-03-15,6.95,8.3,3.25,7.0,3.75,9.619642857142855,12.5,3.5,32.6,3.7,9.6,4.0,13.0
2005-03-16,7.0,7.6,2.75,7.0,3.75,9.602678571428571,12.5,3.5,32.5,3.75,9.65,4.5,13.0
2005-03-17,7.75,8.65,3.25,6.8,4.5,9.585714285714284,11.0,3.5,32.5,3.6,9.6,5.0,13.0
2005-03-18,6.9,8.05,3.25,6.8,4.0,9.56875,11.0,3.6,32.6,3.65,9.61,4.8,13.0
2005-03-19,7.0,7.8,3.25,6.791666666666666,4.0,9.551785714285714,11.0,3.6,32.8,3.6,9.62,4.6,13.0
2005-03-20,7.2,7.966666666666666,3.5,6.783333333333334,4.0,9.534821428571428,11.333333333333332,3.6,33.06666666666666,3.65,9.63,4.4,13.0
2005-03-21,7.4,8.133333333333333,3.25,6.775,4.0,9.517857142857146,11.666666666666668,3.6,33.333333333333336,3.7,9.64,4.2,13.0
2005-03-22,7.6,8.3,3.75,6.7666666666666675,4.25,9.500892857142857,12.0,3.6,33.6,3.75,9.65,4.0,13.0
2005-03-23,7.590909090909091,8.286363636363637,4.25,6.758333333333334,4.25,9.48392857142857,11.0,3.6,33.5,3.65,9.6,4.5,13.0
2005-03-24,7.581818181818181,8.272727272727273,3.75,6.75,4.25,9.466964285714283,11.0,3.6,33.5,3.666666666666667,9.616666666666667,5.0,13.0
2005-03-25,7.572727272727272,8.259090909090908,3.8055555555555554,6.75,4.4,9.45,11.2,3.63,33.5,3.683333333333333,9.633333333333333,4.95,13.0
2005-03-26,7.5636363636363635,8.245454545454544,3.861111111111111,6.75,4.55,9.433035714285717,11.4,3.66,33.5,3.7,9.65,4.9,13.0
2005-03-27,7.554545454545455,8.23181818181818,3.916666666666667,6.75,4.7,9.41607142857143,11.6,3.69,33.5,3.716666666666667,9.666666666666666,4.85,13.0
2005-03-28,7.545454545454545,8.218181818181819,3.9722222222222223,6.75,4.85,9.399107142857146,11.8,3.72,33.5,3.733333333333333,9.683333333333334,4.8,13.0
2005-03-29,7.536363636363636,8.204545454545455,4.027777777777779,6.75,5.0,9.382142857142858,12.0,3.75,33.5,3.75,9.7,4.75,13.0
2005-03-30,7.527272727272727,8.190909090909091,4.083333333333333,6.742857142857144,4.9375,9.36517857142857,12.0,3.828571428571428,33.6,3.85,9.6,4.785714285714286,13.0
2005-03-31,7.518181818181818,8.177272727272728,4.138888888888889,6.735714285714287,4.875,9.348214285714283,12.0,3.9071428571428566,33.75,3.858333333333333,9.625,4.821428571428573,13.0
2005-04-01,7.509090909090909,8.163636363636364,4.194444444444445,6.7285714285714295,4.8125,9.33125,12.0,3.9857142857142858,33.9,3.8666666666666663,9.65,4.8571428571428585,13.0
2005-04-02,7.5,8.15,4.25,6.721428571428572,4.75,9.314285714285717,12.0,4.064285714285714,34.05,3.875,9.675,4.8928571428571415,13.0
2005-04-03,7.566666666666666,8.5,4.25,6.7142857142857135,5.0,9.29732142857143,12.333333333333332,4.142857142857142,34.2,3.883333333333333,9.7,4.928571428571427,13.0
2005-04-04,7.633333333333334,8.85,3.75,6.707142857142856,4.75,9.280357142857145,12.666666666666668,4.221428571428572,34.35,3.891666666666667,9.725,4.964285714285714,13.0
2005-04-05,7.7,9.2,3.5,6.7,4.5,9.263392857142858,13.0,4.3,34.5,3.9,9.75,5.0,13.0
2005-04-06,7.6,8.75,3.75,6.7,4.75,9.246428571428572,13.0,4.333333333333333,35.0,4.0,9.65,5.25,13.0
2005-04-07,7.6,8.666666666666666,3.5,6.7,4.75,9.229464285714286,12.0,4.366666666666667,36.0,4.0,9.6,5.0,13.0
2005-04-08,7.6,8.583333333333334,3.5,6.7,5.0,9.2125,12.0,4.4,36.5,4.15,9.7,4.95,13.0
2005-04-09,7.6,8.5,5.0,6.7125,5.0,9.195535714285716,12.25,4.375,36.6875,4.175,9.7,4.9,13.0
2005-04-10,7.583333333333334,8.566666666666666,4.708333333333333,6.725,5.0,9.178571428571429,12.5,4.35,36.875,4.2,9.7,4.85,13.0
2005-04-11,7.566666666666666,8.633333333333333,4.416666666666667,6.7375,5.0,9.161607142857145,12.75,4.325,37.0625,4.225,9.7,4.8,13.0
2005-04-12,7.55,8.7,4.125,6.75,5.0,9.144642857142856,13.0,4.3,37.25,4.25,9.7,4.75,13.0
2005-04-13,7.4,8.75,3.833333333333333,6.75,5.0,9.127678571428572,14.0,4.3,37.5,4.4,9.6,5.25,13.0
2005-04-14,8.0,8.75,3.541666666666666,6.758333333333334,5.0,9.110714285714286,14.0,4.416666666666667,37.73333333333333,4.35,9.566666666666666,5.25,13.0
2005-04-15,7.6,8.95,3.25,6.7666666666666675,5.0,9.09375,14.0,4.533333333333333,37.96666666666667,4.3,9.533333333333333,5.15,13.0
2005-04-16,7.6,8.7,3.25,6.775,5.0,9.076785714285714,14.0,4.65,38.2,4.25,9.5,5.05,13.0
2005-04-17,7.7,8.7125,3.5,6.783333333333334,5.0,9.059821428571428,13.333333333333332,4.766666666666667,38.4,4.233333333333333,9.533333333333333,4.95,13.0
2005-04-18,7.8,8.725,3.4444444444444446,6.791666666666666,5.0555555555555545,9.042857142857144,12.666666666666668,4.883333333333333,38.6,4.216666666666667,9.566666666666666,4.85,13.0
2005-04-19,7.9,8.7375,3.3888888888888893,6.8,5.111111111111111,9.025892857142855,12.0,5.0,38.8,4.2,9.6,4.75,13.0
2005-04-20,8.0,8.75,3.333333333333333,6.8,5.166666666666666,9.008928571428571,12.0,5.2,39.0,4.1,9.65,5.0,13.0
2005-04-21,7.75,8.75,3.2777777777777777,6.8,5.222222222222221,8.991964285714285,12.0,5.3,39.4,4.0,9.7,4.0,13.0
2005-04-22,7.74,8.76,3.2222222222222223,6.8,5.277777777777779,8.975,12.0,5.292857142857144,39.6,4.1,9.65,4.25,12.8
2005-04-23,7.73,8.77,3.166666666666667,6.8,5.333333333333334,8.958035714285714,12.0,5.285714285714286,39.75,4.0,9.6,4.5,12.6
2005-04-24,7.72,8.78,3.1111111111111107,6.8,5.388888888888888,8.941071428571428,12.0,5.2785714285714285,40.066666666666656,3.966666666666667,9.633333333333333,4.75,12.4
2005-04-25,7.71,8.79,3.055555555555556,6.8,5.4444444444444455,8.924107142857142,12.0,5.271428571428571,40.38333333333333,3.933333333333333,9.666666666666666,5.0,12.2
2005-04-26,7.7,8.8,3.0,6.8,5.5,8.907142857142857,12.0,5.264285714285714,40.7,3.9,9.7,5.25,12.0
2005-04-27,7.8,9.5,3.25,6.8,5.5,8.89017857142857,12.0,5.257142857142857,40.75,3.75,9.75,5.0,12.0
2005-04-28,7.75,9.0,3.25,6.8,5.5,8.873214285714285,12.0,5.25,41.5,3.8,9.8,5.25,11.5
2005-04-29,7.55,8.95,3.25,6.8,5.5,8.85625,12.0,5.242857142857143,42.0,3.7,9.7,5.3,11.6
2005-04-30,7.5375,8.9625,3.25,6.8,5.5,8.839285714285715,12.0,5.235714285714286,43.0,3.65,9.75,5.35,11.7
2005-05-01,7.525,8.975,3.25,6.8,5.5,8.82232142857143,12.0,5.228571428571429,44.0,3.633333333333333,9.75,5.4,11.8
2005-05-02,7.5125,8.9875,3.25,6.8,5.5,8.805357142857142,12.0,5.221428571428572,45.0,3.6166666666666663,9.75,5.45,11.9
2005-05-03,7.5,9.0,3.25,6.8,5.5,8.788392857142858,12.0,5.214285714285714,46.0,3.6,9.75,5.5,12.0
2005-05-04,7.75,8.75,3.25,6.8,5.5,8.77142857142857,12.0,5.207142857142856,46.5,3.55,9.7,5.5,12.0
2005-05-05,7.2,8.7,3.25,6.8,5.5,8.754464285714285,12.0,5.2,46.3,3.65,9.7,5.5,12.0
2005-05-06,7.278571428571428,8.707142857142857,3.25,6.8,5.5,8.7375,12.0,5.2,46.5,3.7,9.6,5.5,12.0
2005-05-07,7.357142857142858,8.714285714285715,3.25,6.8181818181818175,5.5,8.720535714285715,12.0,5.1909090909090905,46.6,3.65,9.65,5.5,12.0
2005-05-08,7.435714285714287,8.721428571428572,3.2,6.836363636363636,5.5,8.70357142857143,12.0,5.181818181818182,46.6,3.683333333333333,9.65,5.5,12.0
2005-05-09,7.514285714285713,8.72857142857143,3.15,6.854545454545455,5.5,8.686607142857143,12.0,5.172727272727274,46.6,3.716666666666667,9.65,5.5,12.0
2005-05-10,7.5928571428571425,8.735714285714286,3.1,6.872727272727272,5.5,8.669642857142858,12.0,5.163636363636363,46.6,3.75,9.65,5.5,12.0
2005-05-11,7.671428571428571,8.742857142857144,3.05,6.890909090909092,5.5,8.652678571428572,12.0,5.154545454545455,46.8,3.8,9.7,5.5,12.0
2005-05-12,7.75,8.75,3.0,6.909090909090909,5.5,8.635714285714286,12.0,5.145454545454545,46.75,3.7,9.75,6.0,12.0
2005-05-13,7.3,8.55,2.75,6.927272727272728,5.5,8.61875,12.0,5.136363636363637,46.85,3.65,9.7,5.9,12.0
2005-05-14,7.75,8.5,2.8125,6.945454545454545,5.5,8.601785714285715,12.0,5.127272727272729,46.5,3.6,9.6,5.8,12.0
2005-05-15,7.7,8.35,2.875,6.963636363636364,5.5,8.584821428571429,12.0,5.118181818181818,46.33333333333333,3.7,9.633333333333333,5.7,12.0
2005-05-16,7.65,8.2,2.9375,6.9818181818181815,5.5,8.567857142857143,12.0,5.109090909090909,46.16666666666667,3.8,9.666666666666666,5.6,12.0
2005-05-17,7.6,8.05,3.0,7.0,5.5,8.550892857142857,12.0,5.1,46.0,3.9,9.7,5.5,12.0
2005-05-18,7.8,8.9,3.25,7.0,5.5,8.533928571428572,12.0,5.1,46.1,3.95,9.8,5.75,12.0
2005-05-19,7.25,9.25,3.25,7.0,5.5,8.516964285714286,12.0,5.1,46.0,4.0,9.7,5.25,12.0
2005-05-20,7.75,8.75,3.25,7.0,5.5,8.5,12.0,5.1,46.2,4.05,9.65,5.35,12.0
2005-05-21,7.8,8.5,4.25,6.975,4.25,8.9,12.0,5.075,46.1,4.1,9.6,5.45,12.0
2005-05-22,7.716666666666666,8.516666666666666,4.125,6.95,4.354166666666667,9.3,12.0,5.05,46.16666666666667,4.05,9.633333333333333,5.55,12.0
2005-05-23,7.633333333333334,8.533333333333333,4.0,6.925,4.458333333333333,9.7,12.0,5.025,46.23333333333333,4.0,9.666666666666666,5.65,12.0
2005-05-24,7.55,8.55,3.875,6.9,4.5625,10.1,12.0,5.0,46.3,3.95,9.7,5.75,12.0
2005-05-25,7.4,8.5,3.75,6.9,4.666666666666667,10.5,12.0,5.0,46.5,3.8,9.65,5.5,12.0
2005-05-26,7.75,9.6,3.625,6.9,4.770833333333333,8.53,12.0,5.0,46.4,3.7,9.7,5.458333333333334,11.916666666666668
2005-05-27,7.8,8.9,3.5,6.9,4.875,8.1,12.0,5.0,46.4,3.65,9.7,5.416666666666666,11.833333333333332
2005-05-28,7.25,8.75,3.375,6.9,4.979166666666666,8.075,12.0,5.0,46.5,3.6,9.75,5.375,11.75
2005-05-29,7.416666666666666,8.633333333333333,3.25,6.9,5.083333333333333,8.05,12.0,5.0,46.53333333333333,3.566666666666667,9.733333333333334,5.333333333333334,11.666666666666668
2005-05-30,7.583333333333334,8.516666666666666,3.125,6.9,5.1875,8.025,12.0,5.0,46.56666666666667,3.533333333333333,9.716666666666667,5.291666666666666,11.583333333333332
2005-05-31,7.75,8.4,3.0,6.9,5.291666666666666,8.0,12.0,5.0,46.6,3.5,9.7,5.25,11.5
2005-06-01,8.0,9.35,2.875,7.0,5.395833333333334,10.87,12.0,5.0,46.5,3.55,9.6,6.0,11.5
2005-06-02,7.85,9.35,2.75,7.0,5.5,12.2,12.0,5.1,46.4,3.4,9.65,6.0,11.5
2005-06-03,7.85,8.25,3.0,7.0,5.5,13.15,12.0,5.1,46.5,3.45,9.7,5.995901639344263,11.51639344262295
2005-06-04,7.5,9.15,2.75,7.0,5.5,12.025,12.0,5.1,46.6,3.4,9.75,5.991803278688525,11.5327868852459
2005-06-05,7.5166666666666675,8.933333333333334,2.75,7.0,5.5,10.9,12.0,5.1,46.6,3.45,9.75,5.987704918032787,11.549180327868855
2005-06-06,7.533333333333334,8.716666666666667,2.75,7.0,5.5,9.775,12.0,5.1,46.6,3.5,9.75,5.9836065573770485,11.565573770491802
2005-06-07,7.55,8.5,2.75,7.0,5.5,8.65,12.0,5.1,46.6,3.55,9.75,5.979508196721312,11.581967213114753
2005-06-08,7.6,8.5,3.0,7.0,5.5,8.2,12.0,5.2,46.5,3.45,9.7,5.975409836065572,11.598360655737705
2005-06-09,7.65,8.15,3.0,7.0,5.5,8.5,12.0,5.2,46.0,3.4,9.7,5.971311475409838,11.614754098360656
2005-06-10,7.75,8.35,3.25,7.0,5.5,8.686,12.0,5.2,45.9,3.45,9.65,5.967213114754099,11.631147540983608
2005-06-11,7.5,8.2,4.0,6.975,5.5,8.872,12.0,5.175,45.96666666666667,3.425,9.666666666666666,5.963114754098361,11.647540983606556
2005-06-12,7.466666666666666,8.183333333333334,4.25,6.95,5.25,9.058,12.0,5.15,46.03333333333333,3.4,9.683333333333334,5.959016393442624,11.663934426229508
2005-06-13,7.433333333333334,8.166666666666666,4.0,6.925,5.5,9.244,12.0,5.125,46.1,3.375,9.7,5.9549180327868845,11.68032786885246
2005-06-14,7.4,8.15,4.0,6.9,5.5,9.43,12.0,5.1,46.16666666666667,3.35,9.716666666666667,5.950819672131147,11.696721311475411
2005-06-15,7.9,7.8,4.0,6.9,5.5,9.59,12.0,5.1,46.23333333333333,3.325,9.733333333333334,5.94672131147541,11.71311475409836
2005-06-16,8.05,7.7,3.833333333333333,6.9,5.5,9.15,12.0,5.1,46.3,3.3,9.75,5.942622950819672,11.72950819672131
2005-06-17,7.7,8.3,3.666666666666667,6.9,5.5,8.71,12.0,5.1,46.0,3.25,9.65,5.938524590163934,11.745901639344266
2005-06-18,7.75,8.35,3.5,6.9,5.5,8.27,12.0,5.116666666666667,46.0,3.3,9.7,5.9344262295081975,11.762295081967213
2005-06-19,7.8,8.4,3.5,6.9,5.5,7.83,12.0,5.133333333333334,45.96666666666667,3.25,9.783333333333333,5.9303278688524586,11.778688524590164
2005-06-20,7.85,8.45,3.5,6.9,5.5,7.39,12.0,5.15,45.93333333333333,3.2,9.866666666666667,5.926229508196722,11.795081967213116
2005-06-21,7.9,8.5,3.5,6.9,5.5,6.95,12.0,5.166666666666666,45.9,3.15,9.95,5.922131147540983,11.811475409836069
2005-06-22,7.7,8.2,3.5,6.9,5.5,8.75,12.0,5.183333333333334,45.85,3.2,9.95,5.918032786885246,11.827868852459016
2005-06-23,7.75,8.45,3.0,6.9,5.5,6.5,12.0,5.2,46.0,3.25,9.95,5.913934426229508,11.844262295081966
2005-06-24,8.15,8.25,3.0,6.9,5.5,8.0,12.0,5.2,46.2,3.3,10.0,5.90983606557377,11.860655737704914
2005-06-25,7.85,9.1,3.1,6.875,5.625,8.17,12.0,5.175,46.25,3.25,9.9,5.9057377049180335,11.877049180327868
2005-06-26,7.7333333333333325,8.6,3.2,6.85,5.75,8.34,12.0,5.15,46.16666666666667,3.25,9.933333333333334,5.9016393442622945,11.89344262295082
2005-06-27,7.616666666666666,8.1,3.3,6.825,5.875,8.51,12.0,5.125,46.08333333333333,3.25,9.966666666666667,5.897540983606558,11.909836065573769
2005-06-28,7.5,7.6,3.4,6.8,6.0,8.68,12.0,5.1,46.0,3.25,10.0,5.89344262295082,11.926229508196721
2005-06-29,7.53125,7.65625,3.5,6.8,6.125,8.85,12.0,5.1,45.9,3.2,9.9,5.889344262295082,11.942622950819676
2005-06-30,7.5625,7.7125,3.6,6.8,6.25,8.74,12.0,5.1,45.91666666666667,3.15,9.95,5.885245901639345,11.959016393442626
2005-07-01,7.59375,7.76875,3.7,6.8,6.375,8.5,12.0,5.1,45.93333333333333,3.2,10.0,5.881147540983608,11.975409836065571
2005-07-02,7.625,7.825,3.8,6.8,6.5,8.655,12.0,5.1,45.95,3.25,9.9,5.8770491803278695,11.991803278688526
2005-07-03,7.65625,7.88125,3.9,6.8,5.5,8.81,12.0,5.1,45.96666666666667,3.233333333333333,9.9,5.8729508196721305,12.008196721311474
2005-07-04,7.6875,7.9375,4.0,6.8,5.75,8.965,12.0,5.1,45.98333333333333,3.216666666666667,9.9,5.868852459016392,12.024590163934429
2005-07-05,7.71875,7.99375,3.75,6.8,5.75,9.12,12.0,5.1,46.0,3.2,9.9,5.864754098360655,12.040983606557374
2005-07-06,7.75,8.05,4.5,6.8,6.5,10.0,12.0,5.1,45.9,3.35,9.9,5.860655737704918,12.057377049180324
2005-07-07,7.85,8.3,4.375,6.833333333333334,6.375,11.3,12.0,5.1,45.8,3.4,9.95,5.85655737704918,12.073770491803279
2005-07-08,7.85,8.42,4.25,6.866666666666666,6.25,11.259420289855072,12.0,5.1,45.8,3.45,9.95,5.852459016393442,12.090163934426231
2005-07-09,7.85,8.54,4.125,6.9,6.125,11.218840579710145,12.0,5.1,45.75,3.3,9.85,5.8483606557377055,12.10655737704918
2005-07-10,7.85,8.66,4.0,6.933333333333334,6.0,11.178260869565218,12.0,5.1,45.76666666666667,3.283333333333333,9.893333333333334,5.844262295081967,12.122950819672132
2005-07-11,7.85,8.78,3.875,6.966666666666666,5.875,11.13768115942029,12.0,5.1,45.78333333333333,3.266666666666667,9.936666666666666,5.84016393442623,12.139344262295086
2005-07-12,7.85,8.9,3.75,7.0,5.75,11.097101449275362,12.0,5.1,45.8,3.25,9.98,5.836065573770492,12.155737704918034
2005-07-13,7.8,8.05,3.625,7.0,5.625,11.056521739130435,12.0,5.0,45.8,3.2,10.0,5.831967213114754,12.172131147540984
